student_id,mentor_id,parent_id,Week_1_Attendance,Week_2_Attendance,Week_3_Attendance,Week_4_Attendance,Week_5_Attendance,Week_6_Attendance,Week_7_Attendance,Week_8_Attendance,Week_9_Attendance,Week_10_Attendance,Week_11_Attendance,Week_12_Attendance,Attendance_Decline_Score,Is_Declining_Attendance,Average_Attendance,Lowest_Week_Attendance,Highest_Week_Attendance
200292,400017,500292,84,81,82,85,82,87,89,92,86,76,84,86,0.33,No,84.5,76,92
200293,400018,500293,77,80,80,74,82,77,76,70,71,75,72,80,3.33,No,76.17,70,82
200294,400019,500294,84,74,79,83,72,78,70,73,79,70,76,79,4,No,76.42,70,84
200295,400020,500295,95,87,94,91,98,84,95,89,98,91,89,95,0.33,No,92.17,84,98
200296,400021,500296,85,96,90,94,100,95,91,84,86,84,86,88,4.33,No,89.92,84,100
200297,400022,500297,93,91,83,87,81,90,97,92,85,96,95,92,-5.33,No,90.17,81,97
200298,400023,500298,74,80,53,63,74,70,76,59,53,62,77,63,1.67,No,67,53,80
200299,400024,500299,84,84,81,83,87,91,87,82,82,78,77,79,5,No,82.92,77,91
200300,400025,500300,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
200301,400001,500301,85,88,87,76,89,75,88,81,77,88,83,82,2.33,No,83.25,75,89
200302,400002,500302,92,92,91,83,91,82,90,85,90,92,88,79,5.33,No,87.92,79,92
200303,400003,500303,98,98,91,98,94,91,92,90,92,99,93,87,2.67,No,93.58,87,99
200304,400004,500304,96,91,99,99,93,85,92,100,97,99,98,100,-3.67,No,95.75,85,100
200305,400005,500305,51,66,59,51,80,76,79,72,55,69,78,72,-14.33,No,67.33,51,80
200306,400006,500306,82,75,75,83,88,79,79,74,74,74,74,81,1,No,78.17,74,88
200307,400007,500307,81,79,80,79,84,72,75,77,76,78,75,84,1,No,78.33,72,84
200308,400008,500308,90,88,84,87,82,83,81,90,90,78,77,78,9.67,No,84,77,90
200309,400009,500309,89,75,77,77,76,82,84,86,88,77,77,91,-1.33,No,81.58,75,91
200310,400010,500310,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
200311,400011,500311,97,95,87,87,88,95,100,91,99,93,97,98,-3,No,93.92,87,100
200312,400012,500312,69,69,80,78,77,55,82,76,82,81,50,67,6.67,No,72.17,50,82
200313,400013,500313,94,93,93,85,81,92,85,92,93,91,92,81,5.33,No,89.33,81,94
200314,400014,500314,85,91,88,90,90,83,88,88,98,96,92,83,-2.33,No,89.33,83,98
200315,400015,500315,85,92,84,90,82,81,79,85,78,88,79,83,3.67,No,83.83,78,92
200316,400016,500316,81,81,70,78,84,78,83,76,75,71,77,83,0.33,No,78.08,70,84
200317,400017,500317,93,88,91,97,92,92,87,83,89,93,91,92,-1.33,No,90.67,83,97
200318,400018,500318,70,75,77,86,85,77,81,72,83,83,79,85,-8.33,No,79.42,70,86
200319,400019,500319,69,56,63,55,63,73,54,82,62,50,59,72,2.33,No,63.17,50,82
200320,400020,500320,87,83,79,75,71,67,63,59,55,51,47,43,36,Yes,65,43,87
200321,400021,500321,84,86,91,88,80,89,84,94,89,83,81,93,1.33,No,86.83,80,94
200322,400022,500322,94,94,85,100,93,86,89,96,94,95,100,87,-3,No,92.75,85,100
200323,400023,500323,93,90,84,85,85,82,86,88,81,80,80,85,7.33,No,84.92,80,93
200324,400024,500324,86,92,96,90,92,88,89,93,89,87,95,98,-2,No,91.25,86,98
200325,400025,500325,75,77,79,76,90,84,78,89,80,83,76,76,-1.33,No,80.25,75,90
200326,400001,500326,75,55,62,65,55,71,72,73,62,53,54,70,5,No,63.92,53,75
200327,400002,500327,75,80,75,83,83,74,88,88,76,77,75,87,-3,No,80.08,74,88
200328,400003,500328,87,88,88,92,91,91,85,87,88,87,81,83,4,No,87.33,81,92
200329,400004,500329,89,90,99,94,96,90,87,99,95,88,89,86,5,No,91.83,86,99
200330,400005,500330,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
200331,400006,500331,82,82,72,70,71,86,74,75,78,74,73,82,2.33,No,76.58,70,86
200332,400007,500332,88,97,100,88,88,86,99,95,96,89,96,96,1.33,No,93.17,86,100
200333,400008,500333,51,83,62,67,81,55,50,50,72,64,58,72,0.67,No,63.75,50,83
200334,400009,500334,86,86,96,83,88,87,86,82,83,96,90,92,-3.33,No,87.92,82,96
200335,400010,500335,100,90,94,92,100,89,90,97,88,95,96,91,0.67,No,93.5,88,100
200336,400011,500336,78,84,70,72,84,80,70,80,70,77,70,73,4,No,75.67,70,84
200337,400012,500337,80,72,85,83,81,87,80,86,84,82,73,72,3.33,No,80.42,72,87
200338,400013,500338,77,91,91,85,88,87,83,81,76,78,87,85,3,No,84.08,76,91
200339,400014,500339,98,100,91,94,100,100,100,100,100,100,99,98,-2.67,No,98.33,91,100
200340,400015,500340,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
200341,400016,500341,93,88,92,98,87,99,90,90,86,88,89,92,1.33,No,91,86,99
200342,400017,500342,96,84,92,99,92,98,86,84,90,100,84,90,-0.67,No,91.25,84,100
200343,400018,500343,80,85,93,87,84,82,86,86,79,80,85,91,0.67,No,84.83,79,93
200344,400019,500344,86,96,92,94,99,89,92,96,87,98,100,91,-5,No,93.33,86,100
200345,400020,500345,88,97,94,91,99,100,87,95,100,100,99,100,-6.67,No,95.83,87,100
200346,400021,500346,90,92,84,85,91,85,85,96,85,80,83,96,2.33,No,87.67,80,96
200347,400022,500347,59,65,73,63,52,77,82,82,71,77,84,69,-11,No,71.17,52,84
200348,400023,500348,95,93,95,96,80,92,88,90,87,95,88,88,4,No,90.58,80,96
200349,400024,500349,95,100,95,89,87,92,96,91,87,100,95,96,-0.33,No,93.58,87,100
200350,400025,500350,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
200351,400001,500351,91,100,100,94,100,94,88,88,95,100,98,91,0.67,No,94.92,88,100
200352,400002,500352,94,90,83,83,95,93,88,90,87,88,93,91,-1.67,No,89.58,83,95
200353,400003,500353,79,88,90,86,80,89,91,93,90,84,77,78,6,No,85.42,77,93
200354,400004,500354,63,72,82,61,53,57,75,62,52,55,70,80,4,No,65.17,52,82
200355,400005,500355,91,92,95,91,91,100,95,93,96,92,100,99,-4.33,No,94.58,91,100
200356,400006,500356,81,96,88,93,81,82,96,81,88,80,86,86,4.33,No,86.5,80,96
200357,400007,500357,76,78,86,83,90,83,87,92,88,88,91,79,-6,No,85.08,76,92
200358,400008,500358,88,86,86,91,78,89,85,82,90,79,91,93,-1,No,86.5,78,93
200359,400009,500359,87,79,90,79,76,85,81,87,84,77,78,79,7.33,No,81.83,76,90
200360,400010,500360,87,83,79,75,71,67,63,59,55,51,47,43,36,Yes,65,43,87
200361,400011,500361,76,78,59,82,73,52,60,55,72,70,63,85,-1.67,No,68.75,52,85
200362,400012,500362,74,89,88,84,84,78,76,79,86,79,87,82,1,No,82.17,74,89
200363,400013,500363,84,85,88,89,81,82,85,73,87,73,88,83,4.33,No,83.17,73,89
200364,400014,500364,72,85,71,83,84,80,80,71,73,77,78,72,0.33,No,77.17,71,85
200365,400015,500365,81,86,82,79,89,84,81,92,83,92,86,91,-6.67,No,85.5,79,92
200366,400016,500366,89,89,88,86,87,85,76,90,75,86,85,84,3.67,No,85,75,90
200367,400017,500367,94,92,95,93,99,100,100,89,96,99,91,90,0.33,No,94.83,89,100
200368,400018,500368,67,53,81,75,65,69,57,72,63,73,79,79,-10,No,69.42,53,81
200369,400019,500369,71,71,73,73,80,78,84,84,77,79,78,77,-6.33,No,77.08,71,84
200370,400020,500370,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
200371,400021,500371,90,79,80,86,86,89,91,85,87,83,78,82,2,No,84.67,78,91
200372,400022,500372,85,92,86,80,89,87,88,91,83,87,81,84,3.67,No,86.08,80,92
200373,400023,500373,82,82,82,71,82,86,80,86,82,87,74,84,0.33,No,81.5,71,87
200374,400024,500374,80,83,95,87,82,85,92,84,86,85,88,93,-2.67,No,86.67,80,95
200375,400025,500375,69,51,79,56,66,75,78,56,66,81,81,65,-9.33,No,68.58,51,81
200376,400001,500376,79,87,86,86,77,92,82,91,85,87,88,77,0,No,84.75,77,92
200377,400002,500377,84,70,76,82,73,70,72,84,81,70,71,73,5.33,No,75.5,70,84
200378,400003,500378,82,93,95,89,82,96,94,86,97,91,91,84,1.33,No,90,82,97
200379,400004,500379,83,82,90,86,92,93,91,86,90,85,92,94,-5.33,No,88.67,82,94
200380,400005,500380,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
200381,400006,500381,89,94,91,79,93,79,92,82,82,84,86,80,8,No,85.92,79,94
200382,400007,500382,64,72,56,62,50,54,67,62,53,79,69,60,-5.33,No,62.33,50,79
200383,400008,500383,91,89,95,94,89,92,97,95,96,84,90,98,1,No,92.5,84,98
200384,400009,500384,73,70,70,81,74,78,80,78,71,79,70,83,-6.33,No,75.58,70,83
200385,400010,500385,82,77,85,79,87,80,74,76,88,88,84,85,-4.33,No,82.08,74,88
200386,400011,500386,88,87,89,89,91,90,87,93,90,95,90,97,-6,No,90.5,87,97
200387,400012,500387,72,84,73,79,78,81,79,83,77,77,81,80,-3,No,78.67,72,84
200388,400013,500388,78,84,83,81,82,75,76,89,76,83,75,79,2.67,No,80.08,75,89
200389,400014,500389,78,62,82,51,71,59,53,63,85,84,56,63,6.33,No,67.25,51,85
200390,400015,500390,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
200391,400016,500391,96,89,83,88,95,82,88,92,84,85,80,82,7,No,87,80,96
200392,400017,500392,91,82,81,82,85,83,76,78,78,80,89,80,1.67,No,82.08,76,91
200393,400018,500393,90,96,84,90,84,100,99,96,93,98,99,85,-4,No,92.83,84,100
200394,400019,500394,85,98,100,98,88,92,99,97,89,96,85,100,0.67,No,93.92,85,100
200395,400020,500395,95,82,93,85,83,95,84,81,89,96,96,92,-4.67,No,89.25,81,96
200396,400021,500396,53,69,56,82,74,64,52,64,60,74,69,71,-12,No,65.67,52,82
200397,400022,500397,87,92,93,88,82,81,91,80,89,86,79,91,5.33,No,86.58,79,93
200398,400023,500398,76,90,75,82,84,79,85,78,89,76,78,77,3.33,No,80.75,75,90
200399,400024,500399,81,84,90,82,90,92,78,92,86,83,81,88,1,No,85.58,78,92
200400,400025,500400,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
200401,400001,500401,76,81,73,79,74,81,70,73,74,72,82,70,2,No,75.42,70,82
200402,400002,500402,100,98,95,92,100,84,88,91,90,95,91,100,2.33,No,93.67,84,100
200403,400003,500403,62,55,50,76,73,78,65,70,55,80,69,71,-17.67,No,67,50,80
200404,400004,500404,87,81,86,78,75,80,77,84,76,77,79,82,5.33,No,80.17,75,87
200405,400005,500405,75,83,84,89,88,73,80,83,87,76,88,88,-3.33,No,82.83,73,89
200406,400006,500406,84,70,75,70,80,82,85,83,70,78,71,73,2.33,No,76.75,70,85
200407,400007,500407,87,75,85,77,87,83,82,85,81,82,89,87,-3.67,No,83.33,75,89
200408,400008,500408,92,87,98,96,98,98,97,85,84,96,92,91,-0.67,No,92.83,84,98
200409,400009,500409,86,90,83,78,91,83,77,83,83,81,84,89,1.67,No,84,77,91
200410,400010,500410,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
200411,400011,500411,92,85,87,80,77,86,85,78,86,91,83,80,3.33,No,84.17,77,92
200412,400012,500412,86,95,96,84,94,93,89,99,85,98,95,93,-3,No,92.25,84,99
200413,400013,500413,95,85,85,85,83,97,97,94,91,96,93,91,-5,No,91,83,97
200414,400014,500414,91,88,92,82,94,92,82,83,90,84,87,94,2,No,88.25,82,94
200415,400015,500415,85,77,83,77,93,85,89,93,88,90,77,90,-4,No,85.58,77,93
200416,400016,500416,84,92,81,85,95,83,92,94,80,93,93,93,-7.33,No,88.75,80,95
200417,400017,500417,73,79,52,63,76,59,74,64,81,79,61,78,-4.67,No,69.92,52,81
200418,400018,500418,71,70,83,76,80,72,73,82,74,74,70,82,-0.67,No,75.58,70,83
200419,400019,500419,89,93,90,89,91,90,91,85,88,90,91,92,-0.33,No,89.92,85,93
200420,400020,500420,79,75,71,67,63,59,55,51,47,43,39,35,36,Yes,57,35,79
200421,400021,500421,79,91,79,91,87,86,79,91,90,83,85,89,-2.67,No,85.83,79,91
200422,400022,500422,93,91,85,90,83,85,97,91,88,96,82,82,3,No,88.58,82,97
200423,400023,500423,87,87,95,89,88,94,89,86,82,82,95,79,4.33,No,87.75,79,95
200424,400024,500424,60,73,72,69,59,83,50,70,65,78,76,69,-6,No,68.67,50,83
200425,400025,500425,82,81,71,86,84,87,85,83,71,76,72,78,2.67,No,79.67,71,87
200426,400001,500426,89,90,88,92,87,100,86,87,95,97,98,91,-6.33,No,91.67,86,100
200427,400002,500427,89,100,100,100,90,100,100,91,87,93,90,94,4,No,94.5,87,100
200428,400003,500428,96,98,90,88,100,97,94,94,88,98,85,92,3,No,93.33,85,100
200429,400004,500429,78,89,73,88,73,73,83,75,74,78,89,88,-5,No,80.08,73,89
200430,400005,500430,80,76,72,68,64,60,56,52,48,44,40,36,36,Yes,58,36,80
200431,400006,500431,55,59,51,59,60,50,55,81,73,69,73,67,-14.67,No,62.67,50,81
200432,400007,500432,81,77,85,84,73,71,70,77,81,82,73,83,1.67,No,78.08,70,85
200433,400008,500433,77,80,88,82,89,91,85,85,82,78,84,89,-2,No,84.17,77,91
200434,400009,500434,83,78,77,74,74,70,79,84,83,72,75,74,5.67,No,76.92,70,84
200435,400010,500435,79,92,80,81,87,89,93,83,86,83,91,94,-5.67,No,86.5,79,94
200436,400011,500436,77,79,85,72,83,70,72,80,70,72,82,84,1,No,77.17,70,85
200437,400012,500437,100,90,86,90,97,88,90,87,89,90,97,90,-0.33,No,91.17,86,100
200438,400013,500438,64,59,78,50,67,62,80,71,82,60,56,71,4.67,No,66.67,50,82
200439,400014,500439,95,94,87,86,97,90,98,86,93,89,84,98,1.67,No,91.42,84,98
200440,400015,500440,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
200441,400016,500441,90,84,90,86,90,95,88,94,86,93,85,92,-2,No,89.42,84,95
200442,400017,500442,88,100,93,88,91,95,100,100,93,99,100,100,-6,No,95.58,88,100
200443,400018,500443,80,81,78,81,78,82,81,86,88,87,77,84,-3,No,81.92,77,88
200444,400019,500444,93,81,88,90,87,85,94,79,83,79,85,86,4,No,85.83,79,94
200445,400020,500445,51,68,58,68,80,76,53,51,53,68,50,54,1.67,No,60.83,50,80
200446,400021,500446,91,95,87,95,93,84,89,85,92,92,84,84,4.33,No,89.25,84,95
200447,400022,500447,86,82,79,85,91,85,79,80,86,79,81,88,-0.33,No,83.42,79,91
200448,400023,500448,85,78,74,74,85,76,76,83,80,73,79,86,-0.33,No,79.08,73,86
200449,400024,500449,90,77,77,79,93,85,81,84,83,87,93,85,-7,No,84.5,77,93
200450,400025,500450,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
200451,400001,500451,81,81,83,86,89,89,91,91,78,87,83,76,-0.33,No,84.58,76,91
200452,400002,500452,60,77,60,69,79,65,75,70,50,52,62,59,8,No,64.83,50,79
200453,400003,500453,86,87,87,99,95,100,99,88,95,95,90,100,-8.33,No,93.42,86,100
200454,400004,500454,98,90,93,93,91,84,92,88,90,86,95,98,0.67,No,91.5,84,98
200455,400005,500455,90,87,99,100,97,94,93,92,95,93,98,86,-0.33,No,93.67,86,100
200456,400006,500456,85,81,80,86,80,91,90,82,85,89,81,82,-2,No,84.33,80,91
200457,400007,500457,86,90,90,83,98,90,91,93,90,89,84,88,1.67,No,89.33,83,98
200458,400008,500458,87,83,77,79,78,83,89,82,74,85,80,88,-2,No,82.08,74,89
200459,400009,500459,53,65,64,72,52,70,54,75,53,58,65,58,0.33,No,61.58,52,75
200460,400010,500460,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
200461,400011,500461,70,85,72,81,81,80,85,71,78,71,78,74,1.33,No,77.17,70,85
200462,400012,500462,80,81,83,80,73,73,76,82,82,73,75,81,5,No,78.25,73,83
200463,400013,500463,90,75,89,90,76,76,81,85,74,85,81,83,1.67,No,82.08,74,90
200464,400014,500464,94,88,100,89,96,100,96,97,100,89,98,99,-1.33,No,95.5,88,100
200465,400015,500465,79,90,78,82,87,81,74,87,77,87,78,76,2,No,81.33,74,90
200466,400016,500466,73,77,65,70,58,50,50,79,77,54,70,52,13,No,64.58,50,79
200467,400017,500467,80,77,86,88,92,87,89,90,90,78,85,82,-0.67,No,85.33,77,92
200468,400018,500468,86,73,89,74,74,76,74,75,82,86,76,74,4,No,78.25,73,89
200469,400019,500469,77,88,89,89,89,76,79,74,81,85,76,85,2.67,No,82.33,74,89
200470,400020,500470,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
200471,400021,500471,100,87,97,100,99,95,86,100,95,97,85,95,2.33,No,94.67,85,100
200472,400022,500472,88,99,97,99,92,99,100,92,100,88,87,100,3,No,95.08,87,100
200473,400023,500473,81,60,50,85,57,68,78,59,62,79,63,72,-7.67,No,67.83,50,85
200474,400024,500474,89,80,94,96,87,80,87,81,92,94,96,91,-6,No,88.92,80,96
200475,400025,500475,78,81,79,76,83,84,72,78,82,85,78,71,1.33,No,78.92,71,85
200476,400001,500476,92,96,96,93,94,91,82,90,95,83,82,93,8.67,No,90.58,82,96
200477,400002,500477,87,89,77,87,87,88,82,85,83,78,92,77,2,No,84.33,77,92
200478,400003,500478,100,93,91,87,88,91,98,100,98,100,97,93,-2,No,94.67,87,100
200479,400004,500479,89,89,89,81,74,80,77,86,89,89,77,79,7.33,No,83.25,74,89
200480,400005,500480,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
200481,400006,500481,81,79,85,74,70,73,74,78,71,74,81,79,3.67,No,76.58,70,85
200482,400007,500482,87,77,78,87,86,78,93,78,83,92,89,91,-10,No,84.92,77,93
200483,400008,500483,90,90,89,78,83,86,77,86,80,74,80,83,10.67,No,83,74,90
200484,400009,500484,90,81,75,74,74,76,83,81,84,79,83,81,1,No,80.08,74,90
200485,400010,500485,82,75,70,81,80,77,75,80,79,71,83,82,-3,No,77.92,70,83
200486,400011,500486,84,76,89,85,78,77,83,77,87,83,85,74,2.33,No,81.5,74,89
200487,400012,500487,60,58,65,52,58,64,68,52,73,74,79,78,-16,No,65.08,52,79
200488,400013,500488,75,81,72,81,86,71,78,73,86,75,86,70,-1,No,77.83,70,86
200489,400014,500489,79,90,89,90,78,80,82,83,81,92,93,86,-4.33,No,85.25,78,93
200490,400015,500490,79,75,71,67,63,59,55,51,47,43,39,35,36,Yes,57,35,79
200491,400016,500491,83,94,88,95,84,92,86,97,94,92,91,91,-3,No,90.58,83,97
200492,400017,500492,80,76,80,81,84,80,84,88,82,78,83,90,-5,No,82.17,76,90
200493,400018,500493,88,76,83,85,75,81,76,77,75,78,86,86,-1,No,80.5,75,88
200494,400019,500494,57,66,57,65,76,50,74,55,51,66,79,55,-6.67,No,62.58,50,79
200495,400020,500495,86,86,87,93,95,87,92,98,96,89,92,85,-2.33,No,90.5,85,98
200496,400021,500496,75,76,70,76,70,74,70,84,71,71,71,77,0.67,No,73.75,70,84
200497,400022,500497,77,70,74,72,77,70,81,70,76,76,81,70,-2,No,74.5,70,81
200498,400023,500498,94,96,83,91,84,95,97,86,92,99,97,99,-7.33,No,92.75,83,99
200499,400024,500499,75,73,79,76,81,84,85,81,83,88,77,77,-5,No,79.92,73,88
200500,400025,500500,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
200501,400001,500501,80,67,53,79,67,51,64,63,78,66,66,83,-5,No,68.08,51,83
200502,400002,500502,81,88,88,84,88,93,90,83,86,93,90,83,-3,No,87.25,81,93
200503,400003,500503,79,70,74,72,80,81,78,74,70,70,78,82,-2.33,No,75.67,70,82
200504,400004,500504,86,81,80,81,79,91,89,88,92,82,84,89,-2.67,No,85.17,79,92
200505,400005,500505,86,75,86,83,74,75,82,88,83,90,86,88,-5.67,No,83,74,90
200506,400006,500506,95,98,100,94,100,94,100,88,100,86,93,98,5.33,No,95.5,86,100
200507,400007,500507,70,71,84,84,70,72,84,85,77,85,80,79,-6.33,No,78.42,70,85
200508,400008,500508,62,62,52,78,83,56,57,54,78,56,77,53,-3.33,No,64,52,83
200509,400009,500509,76,70,73,70,76,77,77,70,79,78,81,82,-7.33,No,75.75,70,82
200510,400010,500510,79,75,71,67,63,59,55,51,47,43,39,35,36,Yes,57,35,79
200511,400011,500511,81,81,90,83,87,84,85,79,81,77,89,74,4,No,82.58,74,90
200512,400012,500512,80,84,80,73,74,82,78,85,85,84,79,85,-1.33,No,80.75,73,85
200513,400013,500513,85,84,77,73,84,76,79,83,74,78,86,85,-1,No,80.33,73,86
200514,400014,500514,77,82,87,83,81,78,75,86,83,85,73,79,3,No,80.75,73,87
200515,400015,500515,65,67,62,57,80,74,78,52,77,50,73,73,-0.67,No,67.33,50,80
200516,400016,500516,87,99,91,94,98,88,87,87,96,88,94,84,3.67,No,91.08,84,99
200517,400017,500517,85,90,87,91,88,91,85,93,79,82,88,89,1,No,87.33,79,93
200518,400018,500518,93,78,85,85,86,82,93,81,90,90,82,89,-1.67,No,86.17,78,93
200519,400019,500519,81,78,87,77,82,89,78,77,78,79,80,78,3,No,80.33,77,89
200520,400020,500520,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
200521,400021,500521,90,79,90,79,91,83,85,85,93,79,81,79,6.67,No,84.5,79,93
200522,400022,500522,50,53,85,82,58,62,83,69,74,53,85,75,-8.33,No,69.08,50,85
200523,400023,500523,86,88,88,84,83,90,90,98,85,97,96,89,-6.67,No,89.5,83,98
200524,400024,500524,100,98,97,100,89,91,91,89,100,91,91,87,8.67,No,93.67,87,100
200525,400025,500525,86,82,96,92,89,83,95,92,82,87,80,84,4.33,No,87.33,80,96
200526,400001,500526,86,81,76,86,80,86,89,79,83,75,86,87,-1.67,No,82.83,75,89
200527,400002,500527,88,80,87,84,87,82,87,85,90,84,84,92,-1.67,No,85.83,80,92
200528,400003,500528,84,86,93,88,95,89,91,86,86,91,86,94,-2.67,No,89.08,84,95
200529,400004,500529,66,69,83,67,65,77,84,77,82,57,57,54,16.67,Yes,69.83,54,84
200530,400005,500530,80,76,72,68,64,60,56,52,48,44,40,36,36,Yes,58,36,80
200531,400006,500531,81,75,87,82,74,90,74,84,89,89,76,84,-2,No,82.08,74,90
200532,400007,500532,88,78,89,82,92,93,92,78,82,88,80,81,2,No,85.25,78,93
200533,400008,500533,75,79,74,81,72,70,80,72,79,79,70,73,2,No,75.33,70,81
200534,400009,500534,77,81,87,80,73,71,76,81,82,86,85,78,-1.33,No,79.75,71,87
200535,400010,500535,87,92,96,91,92,83,85,89,95,89,83,83,6.67,No,88.75,83,96
200536,400011,500536,80,63,75,79,50,63,83,77,59,72,75,79,-2.67,No,71.25,50,83
200537,400012,500537,83,83,85,91,89,85,86,86,80,80,81,91,-0.33,No,85,80,91
200538,400013,500538,86,80,95,83,84,87,83,95,93,86,84,82,3,No,86.5,80,95
200539,400014,500539,83,84,84,74,70,73,82,75,81,79,77,79,5.33,No,78.42,70,84
200540,400015,500540,75,71,67,63,59,55,51,47,43,39,35,31,36,Yes,53,31,75
200541,400016,500541,72,87,76,72,74,86,72,81,76,87,80,74,-2,No,78.08,72,87
200542,400017,500542,85,95,93,86,92,90,82,85,90,91,90,82,3.33,No,88.42,82,95
200543,400018,500543,51,73,55,52,82,57,69,84,66,58,58,77,-4.67,No,65.17,51,84
200544,400019,500544,78,73,72,78,85,72,86,76,76,79,82,73,-3.67,No,77.5,72,86
200545,400020,500545,87,78,71,77,79,75,79,77,85,81,77,74,1.33,No,78.33,71,87
200546,400021,500546,84,80,83,93,92,87,83,93,93,92,95,89,-9.67,No,88.67,80,95
200547,400022,500547,74,73,70,75,78,75,75,70,70,79,70,80,-4,No,74.08,70,80
200548,400023,500548,87,93,79,79,88,88,89,79,82,89,82,94,-2,No,85.75,79,94
200549,400024,500549,89,84,93,85,96,80,84,89,83,83,91,80,4,No,86.42,80,96
200550,400025,500550,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
200551,400001,500551,80,80,70,73,70,77,72,77,78,72,74,72,4,No,74.58,70,80
200552,400002,500552,72,81,87,77,85,85,80,78,82,79,72,80,3,No,79.83,72,87
200553,400003,500553,94,87,92,88,93,83,85,84,85,92,87,92,0.67,No,88.5,83,94
200554,400004,500554,93,90,82,91,91,82,89,78,84,79,91,85,3.33,No,86.25,78,93
200555,400005,500555,84,91,84,92,95,100,84,99,87,97,86,93,-5.67,No,91,84,100
200556,400006,500556,76,78,82,81,80,82,76,72,81,82,84,85,-5,No,79.92,72,85
200557,400007,500557,78,81,55,56,62,78,85,64,51,69,71,79,-1.67,No,69.08,51,85
200558,400008,500558,84,94,88,90,83,82,92,80,91,96,94,81,-1.67,No,87.92,80,96
200559,400009,500559,81,75,75,73,76,76,82,86,82,71,70,86,1.33,No,77.75,70,86
200560,400010,500560,77,73,69,65,61,57,53,49,45,41,37,33,36,Yes,55,33,77
200561,400011,500561,89,88,77,79,91,91,82,75,90,83,87,78,2,No,84.17,75,91
200562,400012,500562,77,85,74,84,73,80,82,71,77,76,86,85,-3.67,No,79.17,71,86
200563,400013,500563,100,95,88,100,95,100,96,100,87,92,91,98,0.67,No,95.17,87,100
200564,400014,500564,65,53,50,50,80,65,81,68,69,67,70,79,-16,No,66.42,50,81
200565,400015,500565,95,96,95,90,88,100,99,92,100,91,99,97,-0.33,No,95.17,88,100
200566,400016,500566,83,85,90,87,79,88,76,84,83,86,92,82,-0.67,No,84.58,76,92
200567,400017,500567,100,96,87,100,99,97,100,96,100,100,93,100,-3.33,No,97.33,87,100
200568,400018,500568,90,79,89,92,93,86,83,86,78,92,83,78,1.67,No,85.75,78,93
200569,400019,500569,84,95,95,93,84,87,91,81,81,96,97,87,-2,No,89.25,81,97
200570,400020,500570,83,79,75,71,67,63,59,55,51,47,43,39,36,Yes,61,39,83
200571,400021,500571,60,59,62,62,82,70,68,50,65,62,76,71,-9.33,No,65.58,50,82
200572,400022,500572,81,72,76,78,73,75,83,81,77,76,85,78,-3.33,No,77.92,72,85
200573,400023,500573,87,80,86,91,81,85,78,83,81,81,84,85,1,No,83.5,78,91
200574,400024,500574,97,84,91,95,92,83,89,93,92,93,93,96,-3.33,No,91.5,83,97
200575,400025,500575,72,70,70,81,71,83,76,70,74,81,77,76,-7.33,No,75.08,70,83
200576,400001,500576,86,93,90,81,83,81,85,80,82,93,78,91,2.33,No,85.25,78,93
200577,400002,500577,77,91,89,80,81,82,81,84,77,88,89,86,-2,No,83.75,77,91
200578,400003,500578,76,85,72,65,50,66,73,73,70,71,71,53,12.67,No,68.75,50,85
200579,400004,500579,84,77,81,84,71,86,86,86,80,77,78,75,4,No,80.42,71,86
200580,400005,500580,86,82,78,74,70,66,62,58,54,50,46,42,36,Yes,64,42,86
200581,400006,500581,86,81,88,93,81,80,96,85,87,92,92,84,-4.33,No,87.08,80,96
200582,400007,500582,80,85,85,84,81,94,91,90,80,92,83,94,-6.33,No,86.58,80,94
200583,400008,500583,87,99,100,86,88,96,89,91,87,87,92,92,5,No,91.17,86,100
200584,400009,500584,84,76,89,88,90,80,78,87,80,77,81,82,3,No,82.67,76,90
200585,400010,500585,54,60,74,59,57,50,71,64,51,80,55,60,-2.33,No,61.25,50,80
200586,400011,500586,85,73,73,76,76,88,79,86,86,80,77,86,-4,No,80.42,73,88
200587,400012,500587,78,77,78,83,82,73,72,70,80,74,72,73,4.67,No,76,70,83
