student_id,mentor_id,parent_id,Week_1_Attendance,Week_2_Attendance,Week_3_Attendance,Week_4_Attendance,Week_5_Attendance,Week_6_Attendance,Week_7_Attendance,Week_8_Attendance,Week_9_Attendance,Week_10_Attendance,Week_11_Attendance,Week_12_Attendance,Attendance_Decline_Score,Is_Declining_Attendance,Average_Attendance,Lowest_Week_Attendance,Highest_Week_Attendance
100294,200019,300294,100,100,87,87,100,91,92,87,94,95,96,95,0.33,No,93.67,87,100
100295,200020,300295,92,91,94,88,86,94,89,96,92,83,80,96,6,No,90.08,80,96
100296,200021,300296,85,68,69,56,80,54,71,67,70,67,66,69,6.67,No,68.5,54,85
100297,200022,300297,77,89,80,74,85,83,77,73,88,82,81,86,-1,No,81.25,73,89
100298,200023,300298,91,80,85,89,86,94,90,95,88,84,84,88,0,No,87.83,80,95
100299,200024,300299,85,74,78,75,80,72,77,81,77,79,83,80,-1.67,No,78.42,72,85
100300,200025,300300,82,78,74,70,66,62,58,54,50,46,42,38,36,Yes,60,38,82
100301,200001,300301,84,89,78,90,76,77,90,81,91,78,87,91,-1.67,No,84.33,76,91
100302,200002,300302,89,77,80,80,82,86,89,90,80,86,81,78,0.33,No,83.17,77,90
100303,200003,300303,71,61,70,53,50,78,67,63,60,60,81,55,2,No,64.08,50,81
100304,200004,300304,84,84,83,84,86,83,71,72,77,82,71,81,5.67,No,79.83,71,86
100305,200005,300305,89,83,83,90,90,94,92,87,86,95,99,92,-10.33,No,90,83,99
100306,200006,300306,74,73,81,81,86,88,88,82,85,76,82,87,-5.67,No,81.92,73,88
100307,200007,300307,84,83,90,78,85,85,82,84,78,94,83,81,-0.33,No,83.92,78,94
100308,200008,300308,79,90,86,79,79,81,78,79,81,91,92,90,-6,No,83.75,78,92
100309,200009,300309,78,85,74,76,70,79,83,73,86,78,74,83,0.67,No,78.25,70,86
100310,200010,300310,74,70,66,62,58,54,50,46,42,38,34,30,36,Yes,52,30,74
100311,200011,300311,86,92,86,86,98,89,89,91,99,89,94,96,-5,No,91.25,86,99
100312,200012,300312,81,77,91,82,91,86,83,76,76,78,79,91,0.33,No,82.58,76,91
100313,200013,300313,73,87,73,74,79,78,85,80,79,85,72,74,0.67,No,78.25,72,87
100314,200014,300314,73,81,83,82,85,75,75,73,72,76,77,82,0.67,No,77.83,72,85
100315,200015,300315,92,86,80,89,88,83,81,90,90,92,86,90,-3.33,No,87.25,80,92
100316,200016,300316,95,87,85,86,83,87,85,95,97,96,87,94,-3.33,No,89.75,83,97
100317,200017,300317,51,58,80,81,57,76,78,52,54,66,70,50,1,No,64.42,50,81
100318,200018,300318,90,93,99,99,86,96,90,98,94,95,87,84,5.33,No,92.58,84,99
100319,200019,300319,72,83,82,82,72,70,82,77,74,77,75,70,5,No,76.33,70,83
100320,200020,300320,87,83,79,75,71,67,63,59,55,51,47,43,36,Yes,65,43,87
100321,200021,300321,86,86,81,76,88,88,88,76,89,88,84,77,1.33,No,83.92,76,89
100322,200022,300322,82,85,94,95,83,82,84,91,98,88,96,92,-5,No,89.17,82,98
100323,200023,300323,79,85,92,88,93,89,92,81,81,85,78,88,1.67,No,85.92,78,93
100324,200024,300324,68,85,83,73,56,52,60,81,58,76,56,66,12.67,No,67.83,52,85
100325,200025,300325,92,92,89,98,92,100,92,96,89,99,87,89,-0.67,No,92.92,87,100
100326,200001,300326,95,97,85,96,81,97,82,94,96,97,86,86,2.67,No,91,81,97
100327,200002,300327,74,83,81,87,83,84,78,79,83,81,80,85,-2.67,No,81.5,74,87
100328,200003,300328,75,84,87,80,81,77,77,77,80,82,75,76,4.33,No,79.25,75,87
100329,200004,300329,93,86,94,98,96,92,96,83,99,86,83,95,3,No,91.75,83,99
100330,200005,300330,75,71,67,63,59,55,51,47,43,39,35,31,36,Yes,53,31,75
100331,200006,300331,53,62,67,60,68,66,59,53,68,63,84,52,-5.67,No,62.92,52,84
100332,200007,300332,92,81,85,90,85,94,87,79,90,90,91,88,-3.67,No,87.67,79,94
100333,200008,300333,85,84,92,90,98,91,95,90,90,93,98,89,-6.33,No,91.25,84,98
100334,200009,300334,74,74,85,72,81,70,82,77,77,73,74,77,3,No,76.33,70,85
100335,200010,300335,77,81,71,70,71,77,70,76,82,78,70,77,1.33,No,75,70,82
100336,200011,300336,90,88,99,85,99,88,96,95,85,94,90,89,1.33,No,91.5,85,99
100337,200012,300337,87,88,86,83,93,92,77,80,88,91,84,84,0.67,No,86.08,77,93
100338,200013,300338,70,74,57,74,66,84,68,51,83,73,82,82,-12,No,72,51,84
100339,200014,300339,96,82,90,87,91,97,83,84,86,81,83,87,5.67,No,87.25,81,97
100340,200015,300340,91,87,83,79,75,71,67,63,59,55,51,47,36,Yes,69,47,91
100341,200016,300341,86,76,79,86,75,77,73,87,83,74,75,75,5.67,No,78.83,73,87
100342,200017,300342,73,76,70,75,76,81,80,82,80,81,78,70,-3.33,No,76.83,70,82
100343,200018,300343,82,79,81,80,81,90,95,82,88,88,81,88,-5,No,84.58,79,95
100344,200019,300344,93,93,81,96,86,88,85,93,90,85,90,92,0,No,89.33,81,96
100345,200020,300345,85,85,59,57,52,50,75,84,85,55,69,63,14,No,68.25,50,85
100346,200021,300346,84,91,94,82,83,83,85,86,84,81,83,79,8.67,No,84.58,79,94
100347,200022,300347,98,86,93,86,92,87,90,99,94,95,88,91,1,No,91.58,86,99
100348,200023,300348,79,72,76,80,85,84,80,79,74,81,80,83,-5.67,No,79.42,72,85
100349,200024,300349,72,82,79,79,85,80,83,76,82,87,86,86,-8.67,No,81.42,72,87
100350,200025,300350,82,78,74,70,66,62,58,54,50,46,42,38,36,Yes,60,38,82
100351,200001,300351,91,79,81,78,84,80,82,84,78,78,76,92,1.67,No,81.92,76,92
100352,200002,300352,51,75,63,52,85,66,84,84,80,59,73,75,-6,No,70.58,51,85
100353,200003,300353,83,78,88,90,90,76,86,85,90,74,81,79,5,No,83.33,74,90
100354,200004,300354,87,97,88,88,87,98,94,84,90,98,90,85,-0.33,No,90.5,84,98
100355,200005,300355,86,82,76,81,91,86,87,90,89,76,76,85,2.33,No,83.75,76,91
100356,200006,300356,86,78,78,75,82,82,81,72,86,78,82,77,1.67,No,79.75,72,86
100357,200007,300357,95,94,94,98,98,83,99,87,97,88,90,85,6.67,No,92.33,83,99
100358,200008,300358,91,89,87,88,88,94,86,90,96,93,86,98,-3.33,No,90.5,86,98
100359,200009,300359,80,63,60,76,51,65,52,58,60,58,82,52,3.67,No,63.08,51,82
100360,200010,300360,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
100361,200011,300361,72,76,79,76,87,83,71,80,73,77,85,86,-7,No,78.75,71,87
100362,200012,300362,87,89,95,86,87,98,90,87,92,96,84,89,0.67,No,90,84,98
100363,200013,300363,91,83,82,79,85,95,95,92,83,82,84,94,-1.33,No,87.08,79,95
100364,200014,300364,87,100,89,88,100,90,86,99,100,99,97,87,-2.33,No,93.5,86,100
100365,200015,300365,96,90,98,95,94,86,96,87,91,98,90,85,3.67,No,92.17,85,98
100366,200016,300366,84,76,66,62,50,50,83,57,83,50,74,63,13,No,66.5,50,84
100367,200017,300367,90,88,80,81,90,85,85,90,88,85,89,83,0.33,No,86.17,80,90
100368,200018,300368,95,85,91,95,88,89,91,92,84,83,87,94,2.33,No,89.5,83,95
100369,200019,300369,75,78,88,84,82,73,77,84,72,74,76,87,1.33,No,79.17,72,88
100370,200020,300370,90,86,82,78,74,70,66,62,58,54,50,46,36,Yes,68,46,90
100371,200021,300371,82,82,88,87,91,82,81,92,92,96,89,81,-4.67,No,86.92,81,96
100372,200022,300372,87,86,72,78,88,81,78,73,88,88,79,77,0.33,No,81.25,72,88
100373,200023,300373,73,65,50,60,55,67,75,72,75,75,62,83,-10.67,No,67.67,50,83
100374,200024,300374,70,70,76,78,78,75,74,73,81,79,70,75,-2.67,No,74.92,70,81
100375,200025,300375,85,88,75,74,88,81,82,75,88,80,80,86,0.67,No,81.83,74,88
100376,200001,300376,94,86,89,93,93,79,94,82,87,81,91,86,3.67,No,87.92,79,94
100377,200002,300377,84,87,85,90,74,82,81,83,76,86,84,76,3.33,No,82.33,74,90
100378,200003,300378,89,99,94,95,90,92,89,90,99,90,91,91,3.33,No,92.42,89,99
100379,200004,300379,81,82,81,82,86,79,78,78,77,90,75,76,1,No,80.42,75,90
100380,200005,300380,86,82,78,74,70,66,62,58,54,50,46,42,36,Yes,64,42,86
100381,200006,300381,88,93,86,93,83,94,86,90,85,82,79,94,4,No,87.75,79,94
100382,200007,300382,95,81,96,91,92,85,94,83,96,94,90,80,2.67,No,89.75,80,96
100383,200008,300383,73,79,70,77,78,75,72,75,74,75,82,77,-4,No,75.58,70,82
100384,200009,300384,83,93,91,84,91,89,89,90,86,92,83,82,3.33,No,87.75,82,93
100385,200010,300385,92,88,93,92,98,97,91,89,89,100,85,90,-0.67,No,92,85,100
100386,200011,300386,95,84,96,90,95,89,88,81,92,83,85,81,8.67,No,88.25,81,96
100387,200012,300387,66,80,56,78,71,66,73,73,85,85,66,72,-7,No,72.58,56,85
100388,200013,300388,80,70,78,73,72,76,78,77,83,82,81,70,-1.67,No,76.67,70,83
100389,200014,300389,88,93,83,84,89,92,91,81,81,84,89,86,1.67,No,86.75,81,93
100390,200015,300390,81,77,73,69,65,61,57,53,49,45,41,37,36,Yes,59,37,81
100391,200016,300391,86,85,89,85,91,88,93,91,90,82,82,77,6.33,No,86.58,77,93
100392,200017,300392,78,79,73,77,76,83,74,74,73,86,72,71,0.33,No,76.33,71,86
100393,200018,300393,95,81,82,87,83,81,91,88,86,86,88,93,-3,No,86.75,81,95
100394,200019,300394,58,58,83,60,51,52,72,70,80,79,84,67,-10.33,No,67.83,51,84
100395,200020,300395,98,88,89,98,97,100,93,95,99,91,86,98,0,No,94.33,86,100
100396,200021,300396,87,89,84,80,85,76,76,92,80,87,85,91,-1,No,84.33,76,92
100397,200022,300397,84,99,99,93,84,97,93,91,84,95,90,97,0,No,92.17,84,99
100398,200023,300398,97,96,91,89,96,96,91,92,86,97,91,100,-1.33,No,93.5,86,100
100399,200024,300399,94,95,94,99,92,88,91,90,95,89,100,100,-2,No,93.92,88,100
100400,200025,300400,79,75,71,67,63,59,55,51,47,43,39,35,36,Yes,57,35,79
100401,200001,300401,81,62,70,51,59,53,84,51,61,56,68,67,7.33,No,63.58,51,84
100402,200002,300402,85,71,78,73,75,71,86,77,81,84,80,86,-5.33,No,78.92,71,86
100403,200003,300403,92,79,88,80,82,79,86,90,80,93,83,84,-0.33,No,84.67,79,93
100404,200004,300404,87,75,78,82,87,89,82,76,81,89,78,91,-6,No,82.92,75,91
100405,200005,300405,88,85,82,83,78,74,89,76,81,88,82,79,2,No,82.08,74,89
100406,200006,300406,79,84,81,85,91,88,78,83,86,81,90,85,-4,No,84.25,78,91
100407,200007,300407,70,82,71,78,70,74,72,82,70,77,70,70,2,No,73.83,70,82
100408,200008,300408,59,84,56,58,81,64,70,85,72,78,62,51,2.67,No,68.33,51,85
100409,200009,300409,90,83,87,80,94,93,88,94,85,84,90,89,-1,No,88.08,80,94
100410,200010,300410,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
100411,200011,300411,80,77,91,79,89,84,83,86,89,75,91,87,-1.67,No,84.25,75,91
100412,200012,300412,72,83,79,82,74,84,78,88,87,76,81,82,-1.67,No,80.5,72,88
100413,200013,300413,90,83,83,96,82,81,84,85,81,86,83,95,-2.67,No,85.75,81,96
100414,200014,300414,76,74,85,88,89,81,74,84,80,75,73,79,2.67,No,79.83,73,89
100415,200015,300415,81,55,79,53,73,85,76,73,53,67,83,52,4.33,No,69.17,52,85
100416,200016,300416,78,71,75,85,72,72,76,81,75,75,85,76,-4,No,76.75,71,85
100417,200017,300417,90,98,88,96,99,98,88,90,90,97,100,95,-5.33,No,94.08,88,100
100418,200018,300418,86,83,82,82,83,85,85,82,79,78,84,80,3,No,82.42,78,86
100419,200019,300419,92,92,90,78,79,87,78,94,82,87,78,87,7.33,No,85.33,78,94
100420,200020,300420,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
100421,200021,300421,83,73,81,89,77,76,74,87,84,77,77,81,0.67,No,79.92,73,89
100422,200022,300422,65,64,66,69,55,75,63,54,70,80,61,81,-9,No,66.92,54,81
100423,200023,300423,88,94,86,97,87,86,95,96,98,98,88,92,-3.33,No,92.08,86,98
100424,200024,300424,87,99,88,96,100,88,97,91,97,100,94,91,-3.67,No,94,87,100
100425,200025,300425,80,82,84,70,75,81,77,80,72,72,78,70,8.67,No,76.75,70,84
100426,200001,300426,83,94,90,84,94,98,95,86,86,97,88,97,-5,No,91,83,98
100427,200002,300427,85,95,86,86,81,87,92,89,81,82,92,92,0,No,87.33,81,95
100428,200003,300428,89,84,88,89,78,87,83,89,92,82,92,79,2.67,No,86,78,92
100429,200004,300429,62,73,59,55,57,53,65,59,68,50,71,57,5.33,No,60.75,50,73
100430,200005,300430,80,76,72,68,64,60,56,52,48,44,40,36,36,Yes,58,36,80
100431,200006,300431,96,81,91,87,87,87,97,89,96,85,81,93,3,No,89.17,81,97
100432,200007,300432,100,86,93,90,86,94,91,93,86,99,85,87,2.67,No,90.83,85,100
100433,200008,300433,87,90,82,79,88,91,86,91,95,82,89,94,-2,No,87.83,79,95
100434,200009,300434,88,91,92,100,100,86,87,93,100,95,96,100,-6.67,No,94,86,100
100435,200010,300435,84,79,90,90,90,88,86,95,87,80,87,91,-1.67,No,87.25,79,95
100436,200011,300436,85,67,64,59,71,75,58,55,74,83,64,76,-2.33,No,69.25,55,85
100437,200012,300437,78,87,83,84,88,78,80,78,80,78,83,90,-1,No,82.25,78,90
100438,200013,300438,84,75,76,81,73,74,76,81,75,71,81,84,-0.33,No,77.58,71,84
100439,200014,300439,89,94,88,84,86,83,84,85,80,88,87,87,3,No,86.25,80,94
100440,200015,300440,78,74,70,66,62,58,54,50,46,42,38,34,36,Yes,56,34,78
100441,200016,300441,78,70,82,71,83,82,78,72,79,82,82,71,-1.67,No,77.5,70,83
100442,200017,300442,78,79,73,85,72,80,85,79,78,78,74,77,0.33,No,78.17,72,85
100443,200018,300443,81,70,79,65,77,75,52,74,70,75,84,83,-4,No,73.75,52,84
100444,200019,300444,88,100,90,100,100,88,94,100,99,88,99,100,-3,No,95.5,88,100
100445,200020,300445,88,93,96,100,99,96,96,100,92,100,96,88,-2.33,No,95.33,88,100
100446,200021,300446,87,97,97,85,99,86,88,87,95,96,93,97,-1.67,No,92.25,85,99
100447,200022,300447,72,81,73,81,70,75,77,72,70,70,70,81,1.67,No,74.33,70,81
100448,200023,300448,98,89,100,99,100,92,99,99,88,92,97,91,2.33,No,95.33,88,100
100449,200024,300449,76,77,73,85,81,81,86,81,77,75,76,78,-1,No,78.83,73,86
100450,200025,300450,71,67,63,59,55,51,47,43,39,35,31,30,35,Yes,49.25,30,71
100451,200001,300451,94,86,100,100,100,86,100,93,92,100,100,99,-6.33,No,95.83,86,100
100452,200002,300452,83,81,88,89,87,82,86,85,82,92,82,85,-2.33,No,85.17,81,92
100453,200003,300453,77,78,70,70,71,81,73,73,77,73,82,79,-3,No,75.33,70,82
100454,200004,300454,70,77,78,79,80,70,81,70,77,83,72,71,-0.33,No,75.67,70,83
100455,200005,300455,85,91,88,91,81,81,76,78,91,77,90,84,4.33,No,84.42,76,91
100456,200006,300456,90,88,96,91,84,95,96,95,95,85,87,89,4.33,No,90.92,84,96
100457,200007,300457,50,57,51,79,57,63,76,76,52,71,72,85,-23.33,No,65.75,50,85
100458,200008,300458,93,87,93,96,95,89,96,96,100,97,87,90,-0.33,No,93.25,87,100
100459,200009,300459,87,89,77,82,83,87,87,92,92,78,81,92,0.67,No,85.58,77,92
100460,200010,300460,75,71,67,63,59,55,51,47,43,39,35,31,36,Yes,53,31,75
100461,200011,300461,100,97,100,100,88,100,96,97,87,93,97,98,3,No,96.08,87,100
100462,200012,300462,73,77,70,79,81,74,81,74,72,78,79,70,-2.33,No,75.67,70,81
100463,200013,300463,88,77,90,82,86,89,84,81,91,84,80,78,4.33,No,84.17,77,91
100464,200014,300464,52,62,55,78,82,51,80,82,59,62,71,80,-14.67,No,67.83,51,82
100465,200015,300465,92,93,87,86,99,87,89,84,97,95,99,86,-2.67,No,91.17,84,99
100466,200016,300466,76,70,70,77,81,70,70,83,76,70,76,73,-1,No,74.33,70,83
100467,200017,300467,83,83,86,85,87,91,80,85,81,82,85,80,1.67,No,84,80,91
100468,200018,300468,83,70,73,78,77,75,71,76,74,72,70,76,2.67,No,74.58,70,83
100469,200019,300469,96,100,87,90,86,100,87,89,98,87,88,99,3,No,92.25,86,100
100470,200020,300470,83,79,75,71,67,63,59,55,51,47,43,39,36,Yes,61,39,83
100471,200021,300471,78,72,69,71,62,84,55,79,58,55,79,56,9.67,No,68.17,55,84
100472,200022,300472,90,95,96,88,88,85,89,92,93,86,91,91,4.33,No,90.33,85,96
100473,200023,300473,96,81,83,96,84,92,96,95,86,90,92,85,-2.33,No,89.67,81,96
100474,200024,300474,86,95,86,93,85,92,97,95,96,90,90,88,-0.33,No,91.08,85,97
100475,200025,300475,94,84,92,88,95,95,92,89,87,84,97,85,1.33,No,90.17,84,97
100476,200001,300476,99,95,88,99,90,94,97,87,88,97,95,100,-3.33,No,94.08,87,100
100477,200002,300477,88,89,93,91,87,91,91,100,96,99,100,93,-7.33,No,93.17,87,100
100478,200003,300478,70,69,69,77,72,55,50,82,75,58,68,53,9.67,No,66.5,50,82
100479,200004,300479,79,78,89,81,87,78,85,91,90,88,90,90,-7.33,No,85.5,78,91
100480,200005,300480,83,79,75,71,67,63,59,55,51,47,43,39,36,Yes,61,39,83
100481,200006,300481,86,85,95,84,86,92,91,93,84,89,84,84,3,No,87.75,84,95
100482,200007,300482,70,70,71,82,80,71,70,71,80,81,80,72,-7.33,No,74.83,70,82
100483,200008,300483,97,94,95,93,92,88,86,94,81,96,88,97,1.67,No,91.75,81,97
100484,200009,300484,88,86,76,76,90,86,78,90,77,79,91,83,-1,No,83.33,76,91
100485,200010,300485,83,55,83,55,65,80,54,84,69,53,71,84,4.33,No,69.67,53,84
100486,200011,300486,82,81,83,82,77,80,78,76,76,72,70,76,9.33,No,77.75,70,83
100487,200012,300487,93,86,100,90,86,94,85,94,100,87,89,100,1,No,92,85,100
100488,200013,300488,77,77,73,77,77,77,70,72,74,73,83,80,-3,No,75.83,70,83
100489,200014,300489,80,79,87,77,88,73,82,74,76,76,87,85,-0.67,No,80.33,73,88
100490,200015,300490,83,79,75,71,67,63,59,55,51,47,43,39,36,Yes,61,39,83
100491,200016,300491,88,79,80,85,75,82,77,75,79,88,86,89,-5.33,No,81.92,75,89
100492,200017,300492,80,84,64,74,74,80,66,59,83,77,50,68,11,No,71.58,50,84
100493,200018,300493,93,91,97,82,84,92,94,89,91,89,89,84,6.33,No,89.58,82,97
100494,200019,300494,87,89,82,81,91,85,80,85,75,75,77,75,10.33,No,81.83,75,91
100495,200020,300495,83,96,83,94,91,87,89,88,86,81,80,82,6.33,No,86.67,80,96
100496,200021,300496,74,71,71,70,72,80,73,71,73,76,77,82,-6.33,No,74.17,70,82
100497,200022,300497,83,77,82,79,77,74,71,77,70,81,81,79,0.33,No,77.58,70,83
100498,200023,300498,76,76,73,82,70,83,74,80,73,83,71,72,-0.33,No,76.08,70,83
100499,200024,300499,77,63,56,78,66,56,52,54,54,66,78,51,0.33,No,62.58,51,78
100500,200025,300500,86,82,78,74,70,66,62,58,54,50,46,42,36,Yes,64,42,86
100501,200001,300501,71,72,83,79,75,81,83,71,87,86,86,84,-10,No,79.83,71,87
100502,200002,300502,81,86,79,91,94,82,90,89,88,91,80,81,-2,No,86,79,94
100503,200003,300503,88,80,92,87,84,83,79,90,84,87,90,81,0.67,No,85.42,79,92
100504,200004,300504,98,100,89,100,93,91,88,93,87,94,100,99,-2,No,94.33,87,100
100505,200005,300505,78,84,83,70,70,79,70,79,70,81,72,75,5.67,No,75.92,70,84
100506,200006,300506,83,79,84,59,64,54,52,59,81,51,80,52,21,Yes,66.5,51,84
100507,200007,300507,78,74,79,75,83,77,88,79,76,77,77,89,-4,No,79.33,74,89
100508,200008,300508,93,88,92,99,96,98,96,89,90,96,92,87,-0.67,No,93,87,99
100509,200009,300509,90,95,87,88,93,89,98,90,96,90,99,92,-3,No,92.25,87,99
100510,200010,300510,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
100511,200011,300511,72,71,80,73,70,83,70,70,70,73,70,77,1,No,73.25,70,83
100512,200012,300512,95,84,86,84,88,96,94,93,87,85,81,85,4.67,No,88.17,81,96
100513,200013,300513,55,69,72,76,50,85,65,62,57,83,56,73,-5.33,No,66.92,50,85
100514,200014,300514,100,91,98,90,92,85,90,87,88,99,99,89,0.67,No,92.33,85,100
100515,200015,300515,73,73,83,81,78,85,80,82,86,73,75,73,2.67,No,78.5,73,86
100516,200016,300516,89,89,84,99,100,87,86,91,98,94,97,90,-6.33,No,92,84,100
100517,200017,300517,84,80,87,84,80,84,90,83,89,84,79,92,-1.33,No,84.67,79,92
100518,200018,300518,100,86,98,89,91,99,90,97,96,89,99,91,1.67,No,93.75,86,100
100519,200019,300519,98,95,93,97,91,88,88,95,91,90,100,100,-1.33,No,93.83,88,100
100520,200020,300520,84,80,76,72,68,64,60,56,52,48,44,40,36,Yes,62,40,84
100521,200021,300521,82,79,81,77,77,79,74,85,88,87,78,87,-3.33,No,81.17,74,88
100522,200022,300522,89,81,94,88,88,91,94,88,85,81,94,82,2.33,No,87.92,81,94
100523,200023,300523,83,84,70,81,84,80,83,71,82,83,75,70,3,No,78.83,70,84
100524,200024,300524,84,97,90,88,95,93,91,86,84,99,93,89,-3.33,No,90.75,84,99
100525,200025,300525,81,95,95,85,93,86,92,95,81,83,93,91,1.33,No,89.17,81,95
100526,200001,300526,84,92,96,91,89,85,93,84,99,94,84,86,2.67,No,89.75,84,99
100527,200002,300527,73,79,52,73,73,61,85,54,85,63,58,71,4,No,68.92,52,85
100528,200003,300528,77,89,80,81,84,85,82,90,87,82,75,76,4.33,No,82.33,75,90
100529,200004,300529,89,92,93,94,94,81,93,87,92,89,80,84,7,No,89,80,94
100530,200005,300530,85,81,77,73,69,65,61,57,53,49,45,41,36,Yes,63,41,85
100531,200006,300531,71,81,74,78,71,72,74,77,72,73,84,73,-1.33,No,75,71,84
100532,200007,300532,89,73,82,86,77,88,84,86,87,73,82,79,3.33,No,82.17,73,89
100533,200008,300533,70,76,85,79,82,79,79,84,85,83,83,78,-4.33,No,80.25,70,85
100534,200009,300534,58,69,60,66,64,80,73,68,53,59,72,68,-4,No,65.83,53,80
100535,200010,300535,86,86,90,86,86,85,86,88,84,82,91,85,1.33,No,86.25,82,91
100536,200011,300536,89,92,86,87,82,91,92,85,92,95,86,90,-1.33,No,88.92,82,95
100537,200012,300537,70,82,85,74,84,80,74,70,86,80,79,85,-2.33,No,79.08,70,86
100538,200013,300538,80,90,86,79,91,77,80,79,85,76,88,83,3,No,82.83,76,91
100539,200014,300539,92,83,91,82,87,97,88,89,87,81,83,95,2.33,No,87.92,81,97
100540,200015,300540,73,69,65,61,57,53,49,45,41,37,33,30,35.67,Yes,51.08,30,73
100541,200016,300541,75,62,81,70,82,53,73,75,59,77,73,74,-2,No,71.17,53,82
100542,200017,300542,78,87,89,89,87,92,80,84,92,91,92,87,-5.33,No,87.33,78,92
100543,200018,300543,85,85,76,74,76,78,81,87,88,82,74,84,2,No,80.83,74,88
100544,200019,300544,70,82,77,82,74,83,73,75,74,81,78,84,-4.67,No,77.75,70,84
100545,200020,300545,77,77,83,82,75,70,70,72,76,77,83,71,2,No,76.08,70,83
100546,200021,300546,96,100,92,100,94,87,90,95,100,89,98,100,0.33,No,95.08,87,100
100547,200022,300547,98,93,100,88,96,100,85,93,90,86,89,95,7,No,92.75,85,100
100548,200023,300548,58,72,60,53,67,73,76,72,53,68,68,83,-9.67,No,66.92,53,83
100549,200024,300549,89,100,93,92,90,92,97,97,96,95,98,90,-0.33,No,94.08,89,100
100550,200025,300550,88,84,80,76,72,68,64,60,56,52,48,44,36,Yes,66,44,88
100551,200001,300551,96,89,85,89,100,94,96,100,98,95,90,88,-1,No,93.33,85,100
100552,200002,300552,77,89,80,79,89,76,86,87,75,76,77,73,6.67,No,80.33,73,89
100553,200003,300553,93,91,93,86,96,98,92,87,91,82,85,89,7,No,90.25,82,98
100554,200004,300554,75,78,80,75,77,75,73,84,74,73,71,86,1,No,76.75,71,86
100555,200005,300555,52,62,56,52,82,53,80,57,66,52,54,69,-1.67,No,61.25,52,82
100556,200006,300556,70,70,73,73,72,78,70,70,71,75,78,78,-6,No,73.17,70,78
100557,200007,300557,88,79,88,74,75,72,88,78,78,81,77,72,8.33,No,79.17,72,88
100558,200008,300558,76,86,85,81,75,84,73,75,81,82,83,76,2,No,79.75,73,86
100559,200009,300559,90,96,86,93,86,97,86,99,87,98,94,92,-4,No,92,86,99
100560,200010,300560,88,84,80,76,72,68,64,60,56,52,48,44,36,Yes,66,44,88
100561,200011,300561,70,78,83,71,80,77,82,77,82,75,81,77,-0.67,No,77.75,70,83
100562,200012,300562,62,54,80,73,61,50,81,56,75,78,83,55,-6.67,No,67.33,50,83
100563,200013,300563,74,82,82,73,75,72,81,76,80,76,82,73,2.33,No,77.17,72,82
100564,200014,300564,87,89,82,82,86,85,89,86,89,90,82,78,2.67,No,85.42,78,90
100565,200015,300565,84,84,89,96,96,88,85,81,84,82,83,96,-1.33,No,87.33,81,96
100566,200016,300566,72,79,77,71,76,70,70,83,82,81,73,76,-0.67,No,75.83,70,83
100567,200017,300567,97,98,90,92,82,83,95,85,94,96,92,94,1,No,91.5,82,98
100568,200018,300568,95,82,82,86,90,86,96,94,85,90,93,96,-6.67,No,89.58,82,96
100569,200019,300569,81,85,84,80,80,85,60,82,53,75,66,81,9.33,No,76,53,85
100570,200020,300570,89,85,81,77,73,69,65,61,57,53,49,45,36,Yes,67,45,89
100571,200021,300571,90,88,89,80,79,80,83,90,90,79,89,91,2.67,No,85.67,79,91
100572,200022,300572,83,81,81,83,81,71,77,77,77,79,72,72,7.33,No,77.83,71,83
100573,200023,300573,79,86,81,76,86,77,90,89,92,89,84,76,-1,No,83.75,76,92
100574,200024,300574,82,92,94,94,92,85,97,85,88,92,97,98,-6.33,No,91.33,82,98
100575,200025,300575,82,86,88,90,83,92,79,83,86,85,78,86,2.33,No,84.83,78,92
100576,200001,300576,75,64,55,56,71,67,54,83,80,77,63,72,-6,No,68.08,54,83
100577,200002,300577,78,85,78,82,79,75,82,81,77,85,83,74,-0.33,No,79.92,74,85
100578,200003,300578,83,72,82,73,81,75,80,70,83,73,78,81,1.67,No,77.58,70,83
100579,200004,300579,78,75,80,84,84,81,73,77,84,79,80,76,-0.67,No,79.25,73,84
100580,200005,300580,79,75,71,67,63,59,55,51,47,43,39,35,36,Yes,57,35,79
100581,200006,300581,93,98,93,89,90,92,86,93,95,100,100,99,-5,No,94,86,100
100582,200007,300582,81,86,85,88,84,80,88,88,85,81,95,80,-1.33,No,85.08,80,95
100583,200008,300583,55,70,69,54,76,73,55,75,58,65,57,82,-3.33,No,65.75,54,82
100584,200009,300584,86,86,78,85,72,77,73,80,80,82,77,83,2.67,No,79.92,72,86
100585,200010,300585,77,76,78,79,81,87,86,81,74,88,84,76,-5.67,No,80.58,74,88
100586,200011,300586,90,92,84,85,81,88,92,88,86,77,78,78,11,No,84.92,77,92
100587,200012,300587,82,86,83,85,77,81,88,86,74,86,82,83,0,No,82.75,74,88
100588,200013,300588,76,78,75,74,83,79,82,70,77,71,84,84,-3.33,No,77.75,70,84
100589,200014,300589,90,93,83,85,88,96,82,91,93,90,94,80,0.67,No,88.75,80,96
