assessment_id,student_id,subject,assessment_type,date,max_marks,obtained_marks,percentage,grade,term,remarks
ASS_INST_002_005131,STU_INST_002_0344,Chemistry,Monthly Test,2025-07-16,20,5,27.8,D,Final Term,Needs Improvement
ASS_INST_002_005132,STU_INST_002_0344,Accountancy,Final Exam,2025-09-12,20,7,39.8,D,First Term,Needs Improvement
ASS_INST_002_005133,STU_INST_002_0344,Science,Practical Exam,2025-05-26,25,11,47.8,C2,First Term,Needs Improvement
ASS_INST_002_005134,STU_INST_002_0344,Mathematics,Practical Exam,2025-06-01,100,12,12.5,D,First Term,Needs Improvement
ASS_INST_002_005135,STU_INST_002_0344,Biology,Final Exam,2025-08-18,25,6,25.0,D,First Term,Needs Improvement
ASS_INST_002_005136,STU_INST_002_0344,Science,Unit Test,2025-06-25,50,13,26.9,D,First Term,Needs Improvement
ASS_INST_002_005137,STU_INST_002_0344,Social Studies,Project Work,2025-09-04,20,5,27.8,D,Second Term,Needs Improvement
ASS_INST_002_005138,STU_INST_002_0344,Chemistry,Internal Assessment,2025-06-28,20,5,26.5,D,First Term,Needs Improvement
ASS_INST_002_005139,STU_INST_002_0345,Science,Practical Exam,2025-08-12,80,23,28.8,D,Final Term,Needs Improvement
ASS_INST_002_005140,STU_INST_002_0345,Accountancy,Half Yearly Exam,2025-09-08,50,29,58.4,C1,First Term,Satisfactory
ASS_INST_002_005141,STU_INST_002_0345,Physics,Viva Voce,2025-08-04,80,35,44.2,C2,Final Term,Needs Improvement
ASS_INST_002_005142,STU_INST_002_0345,Economics,Practical Exam,2025-07-24,100,50,50.5,C1,Second Term,Satisfactory
ASS_INST_002_005143,STU_INST_002_0345,Hindi,Unit Test,2025-06-24,80,41,51.3,C1,First Term,Satisfactory
ASS_INST_002_005144,STU_INST_002_0345,Hindi,Project Work,2025-07-07,80,31,39.0,D,Second Term,Needs Improvement
ASS_INST_002_005145,STU_INST_002_0345,English,Final Exam,2025-08-02,100,63,63.6,B2,Final Term,Good
ASS_INST_002_005146,STU_INST_002_0345,Biology,Practical Exam,2025-06-17,80,33,41.7,C2,Final Term,Needs Improvement
ASS_INST_002_005147,STU_INST_002_0345,Chemistry,Assignment,2025-07-30,100,52,52.9,C1,Final Term,Satisfactory
ASS_INST_002_005148,STU_INST_002_0345,Biology,Monthly Test,2025-07-23,25,12,51.6,C1,First Term,Satisfactory
ASS_INST_002_005149,STU_INST_002_0345,Science,Viva Voce,2025-08-26,50,27,54.5,C1,First Term,Satisfactory
ASS_INST_002_005150,STU_INST_002_0345,Physics,Project Work,2025-05-23,20,13,69.2,B2,First Term,Good
ASS_INST_002_005151,STU_INST_002_0345,English,Monthly Test,2025-08-23,50,18,36.9,D,Second Term,Needs Improvement
ASS_INST_002_005152,STU_INST_002_0345,Sanskrit,Practical Exam,2025-07-14,80,39,49.7,C2,Second Term,Needs Improvement
ASS_INST_002_005153,STU_INST_002_0345,Computer Science,Viva Voce,2025-05-19,25,12,49.1,C2,Final Term,Needs Improvement
ASS_INST_002_005154,STU_INST_002_0345,Science,Monthly Test,2025-08-21,25,11,44.6,C2,First Term,Needs Improvement
ASS_INST_002_005155,STU_INST_002_0345,Sanskrit,Internal Assessment,2025-08-11,25,14,58.7,C1,First Term,Satisfactory
ASS_INST_002_005156,STU_INST_002_0346,Social Studies,Viva Voce,2025-08-13,50,20,40.5,C2,Final Term,Needs Improvement
ASS_INST_002_005157,STU_INST_002_0346,Physics,Assignment,2025-08-28,25,21,86.7,A2,Final Term,Excellent
ASS_INST_002_005158,STU_INST_002_0346,Accountancy,Practical Exam,2025-08-23,50,43,87.5,A2,Second Term,Excellent
ASS_INST_002_005159,STU_INST_002_0346,Social Studies,Quiz,2025-08-14,20,10,50.1,C1,Second Term,Satisfactory
ASS_INST_002_005160,STU_INST_002_0346,Hindi,Monthly Test,2025-06-21,80,47,59.7,C1,Second Term,Satisfactory
ASS_INST_002_005161,STU_INST_002_0346,Mathematics,Viva Voce,2025-09-05,50,14,29.2,D,First Term,Needs Improvement
ASS_INST_002_005162,STU_INST_002_0346,Chemistry,Project Work,2025-09-06,80,39,49.7,C2,Second Term,Needs Improvement
ASS_INST_002_005163,STU_INST_002_0346,Mathematics,Quiz,2025-08-16,25,25,100.0,A1,Second Term,Outstanding
ASS_INST_002_005164,STU_INST_002_0346,Hindi,Assignment,2025-09-08,25,18,72.3,B1,Final Term,Very Good
ASS_INST_002_005165,STU_INST_002_0346,Social Studies,Half Yearly Exam,2025-08-05,80,59,73.8,B1,Second Term,Very Good
ASS_INST_002_005166,STU_INST_002_0346,Science,Unit Test,2025-09-03,25,13,52.6,C1,First Term,Satisfactory
ASS_INST_002_005167,STU_INST_002_0346,Science,Assignment,2025-09-01,80,47,59.7,C1,Final Term,Satisfactory
ASS_INST_002_005168,STU_INST_002_0346,Economics,Assignment,2025-07-11,100,60,60.4,B2,First Term,Good
ASS_INST_002_005169,STU_INST_002_0347,Physics,Practical Exam,2025-08-13,50,9,19.4,D,Second Term,Needs Improvement
ASS_INST_002_005170,STU_INST_002_0347,Economics,Practical Exam,2025-08-19,20,9,46.8,C2,First Term,Needs Improvement
ASS_INST_002_005171,STU_INST_002_0347,Economics,Viva Voce,2025-05-25,20,11,58.1,C1,Final Term,Satisfactory
ASS_INST_002_005172,STU_INST_002_0347,Science,Unit Test,2025-06-27,80,61,76.4,B1,Second Term,Very Good
ASS_INST_002_005173,STU_INST_002_0347,English,Practical Exam,2025-05-31,100,48,48.9,C2,First Term,Needs Improvement
ASS_INST_002_005174,STU_INST_002_0347,Accountancy,Unit Test,2025-06-03,25,10,42.2,C2,Second Term,Needs Improvement
ASS_INST_002_005175,STU_INST_002_0347,Social Studies,Internal Assessment,2025-06-13,20,8,42.2,C2,First Term,Needs Improvement
ASS_INST_002_005176,STU_INST_002_0347,Physics,Assignment,2025-06-06,20,10,51.3,C1,Second Term,Satisfactory
ASS_INST_002_005177,STU_INST_002_0347,Physics,Monthly Test,2025-08-20,50,29,58.5,C1,Second Term,Satisfactory
ASS_INST_002_005178,STU_INST_002_0347,English,Practical Exam,2025-09-13,20,12,63.8,B2,Second Term,Good
ASS_INST_002_005179,STU_INST_002_0347,Biology,Internal Assessment,2025-06-08,20,1,6.4,D,First Term,Needs Improvement
ASS_INST_002_005180,STU_INST_002_0347,Social Studies,Quiz,2025-07-17,50,31,63.8,B2,Final Term,Good
ASS_INST_002_005181,STU_INST_002_0347,Social Studies,Project Work,2025-07-16,80,18,23.0,D,First Term,Needs Improvement
ASS_INST_002_005182,STU_INST_002_0347,Economics,Unit Test,2025-07-30,50,13,26.9,D,Second Term,Needs Improvement
ASS_INST_002_005183,STU_INST_002_0348,Hindi,Half Yearly Exam,2025-08-09,50,12,25.7,D,Second Term,Needs Improvement
ASS_INST_002_005184,STU_INST_002_0348,English,Half Yearly Exam,2025-06-24,80,30,38.5,D,Second Term,Needs Improvement
ASS_INST_002_005185,STU_INST_002_0348,English,Viva Voce,2025-09-01,100,5,5.8,D,Second Term,Needs Improvement
ASS_INST_002_005186,STU_INST_002_0348,Chemistry,Monthly Test,2025-07-24,80,14,18.7,D,Final Term,Needs Improvement
ASS_INST_002_005187,STU_INST_002_0348,Mathematics,Monthly Test,2025-08-01,50,17,34.6,D,Second Term,Needs Improvement
ASS_INST_002_005188,STU_INST_002_0348,Biology,Viva Voce,2025-09-11,80,30,38.1,D,Final Term,Needs Improvement
ASS_INST_002_005189,STU_INST_002_0348,Economics,Quiz,2025-05-20,80,30,37.7,D,Second Term,Needs Improvement
ASS_INST_002_005190,STU_INST_002_0348,English,Project Work,2025-07-15,80,37,46.4,C2,Second Term,Needs Improvement
ASS_INST_002_005191,STU_INST_002_0348,Biology,Quiz,2025-07-23,50,25,50.0,C1,Final Term,Satisfactory
ASS_INST_002_005192,STU_INST_002_0348,English,Project Work,2025-08-12,100,31,31.4,D,Final Term,Needs Improvement
ASS_INST_002_005193,STU_INST_002_0348,Chemistry,Final Exam,2025-08-15,20,5,28.2,D,Final Term,Needs Improvement
ASS_INST_002_005194,STU_INST_002_0348,English,Viva Voce,2025-07-23,25,3,15.2,D,First Term,Needs Improvement
ASS_INST_002_005195,STU_INST_002_0348,Science,Internal Assessment,2025-09-09,50,9,19.0,D,Second Term,Needs Improvement
ASS_INST_002_005196,STU_INST_002_0348,Science,Viva Voce,2025-05-25,80,3,4.9,D,Second Term,Needs Improvement
ASS_INST_002_005197,STU_INST_002_0348,English,Project Work,2025-05-28,50,27,54.4,C1,First Term,Satisfactory
ASS_INST_002_005198,STU_INST_002_0348,Accountancy,Internal Assessment,2025-09-13,20,5,28.2,D,First Term,Needs Improvement
ASS_INST_002_005199,STU_INST_002_0348,Physics,Assignment,2025-05-28,25,10,42.8,C2,Second Term,Needs Improvement
ASS_INST_002_005200,STU_INST_002_0349,Sanskrit,Unit Test,2025-06-07,50,50,100.0,A1,Final Term,Outstanding
ASS_INST_002_005201,STU_INST_002_0349,Sanskrit,Internal Assessment,2025-09-07,100,100,100.0,A1,First Term,Outstanding
ASS_INST_002_005202,STU_INST_002_0349,Accountancy,Assignment,2025-05-25,25,20,81.1,A2,Second Term,Excellent
ASS_INST_002_005203,STU_INST_002_0349,Accountancy,Monthly Test,2025-05-22,50,27,54.3,C1,Second Term,Satisfactory
ASS_INST_002_005204,STU_INST_002_0349,Biology,Internal Assessment,2025-06-13,80,60,75.5,B1,Final Term,Very Good
ASS_INST_002_005205,STU_INST_002_0349,Mathematics,Monthly Test,2025-08-16,80,48,61.0,B2,Final Term,Good
ASS_INST_002_005206,STU_INST_002_0349,Chemistry,Unit Test,2025-07-29,25,11,44.2,C2,First Term,Needs Improvement
ASS_INST_002_005207,STU_INST_002_0349,Biology,Practical Exam,2025-05-25,20,8,44.7,C2,Final Term,Needs Improvement
ASS_INST_002_005208,STU_INST_002_0349,Physics,Viva Voce,2025-06-21,50,38,76.5,B1,Second Term,Very Good
ASS_INST_002_005209,STU_INST_002_0349,Accountancy,Practical Exam,2025-06-26,20,14,74.4,B1,Second Term,Very Good
ASS_INST_002_005210,STU_INST_002_0349,English,Monthly Test,2025-07-04,80,66,83.1,A2,Second Term,Excellent
ASS_INST_002_005211,STU_INST_002_0349,Economics,Final Exam,2025-07-26,100,56,56.9,C1,Second Term,Satisfactory
ASS_INST_002_005212,STU_INST_002_0349,Economics,Half Yearly Exam,2025-08-30,100,53,53.2,C1,First Term,Satisfactory
ASS_INST_002_005213,STU_INST_002_0350,Hindi,Assignment,2025-07-01,80,30,38.1,D,Final Term,Needs Improvement
ASS_INST_002_005214,STU_INST_002_0350,Physics,Half Yearly Exam,2025-05-19,20,5,27.9,D,Final Term,Needs Improvement
ASS_INST_002_005215,STU_INST_002_0350,English,Quiz,2025-08-16,50,21,42.5,C2,Final Term,Needs Improvement
ASS_INST_002_005216,STU_INST_002_0350,Physics,Half Yearly Exam,2025-06-06,50,23,46.0,C2,Second Term,Needs Improvement
ASS_INST_002_005217,STU_INST_002_0350,Sanskrit,Monthly Test,2025-09-03,80,29,37.3,D,Second Term,Needs Improvement
ASS_INST_002_005218,STU_INST_002_0350,Science,Internal Assessment,2025-07-06,100,48,48.5,C2,Second Term,Needs Improvement
ASS_INST_002_005219,STU_INST_002_0350,Science,Internal Assessment,2025-07-10,25,22,91.9,A1,Final Term,Outstanding
ASS_INST_002_005220,STU_INST_002_0350,Chemistry,Assignment,2025-08-04,50,22,45.4,C2,Second Term,Needs Improvement
ASS_INST_002_005221,STU_INST_002_0350,Hindi,Quiz,2025-08-30,20,4,24.5,D,First Term,Needs Improvement
ASS_INST_002_005222,STU_INST_002_0350,Economics,Project Work,2025-07-31,50,30,60.5,B2,First Term,Good
ASS_INST_002_005223,STU_INST_002_0350,Hindi,Quiz,2025-05-19,25,17,69.3,B2,Second Term,Good
ASS_INST_002_005224,STU_INST_002_0350,Science,Half Yearly Exam,2025-06-25,25,10,41.8,C2,Second Term,Needs Improvement
ASS_INST_002_005225,STU_INST_002_0350,Biology,Half Yearly Exam,2025-06-13,25,17,71.4,B1,First Term,Very Good
ASS_INST_002_005226,STU_INST_002_0350,Biology,Quiz,2025-05-25,80,72,90.2,A1,First Term,Outstanding
ASS_INST_002_005227,STU_INST_002_0350,Chemistry,Project Work,2025-06-16,50,26,53.6,C1,Final Term,Satisfactory
ASS_INST_002_005228,STU_INST_002_0350,Computer Science,Quiz,2025-07-19,80,56,71.1,B1,Second Term,Very Good
ASS_INST_002_005229,STU_INST_002_0350,Computer Science,Project Work,2025-06-09,80,59,74.4,B1,Final Term,Very Good
ASS_INST_002_005230,STU_INST_002_0351,Chemistry,Unit Test,2025-08-01,25,14,57.3,C1,First Term,Satisfactory
ASS_INST_002_005231,STU_INST_002_0351,Social Studies,Monthly Test,2025-08-25,25,16,66.2,B2,First Term,Good
ASS_INST_002_005232,STU_INST_002_0351,Physics,Unit Test,2025-06-18,20,11,59.5,C1,Second Term,Satisfactory
ASS_INST_002_005233,STU_INST_002_0351,Sanskrit,Assignment,2025-07-27,50,16,32.8,D,Final Term,Needs Improvement
ASS_INST_002_005234,STU_INST_002_0351,English,Internal Assessment,2025-08-26,25,2,9.6,D,Second Term,Needs Improvement
ASS_INST_002_005235,STU_INST_002_0351,Sanskrit,Unit Test,2025-09-12,20,10,53.2,C1,Second Term,Satisfactory
ASS_INST_002_005236,STU_INST_002_0351,Mathematics,Internal Assessment,2025-06-09,80,36,45.7,C2,First Term,Needs Improvement
ASS_INST_002_005237,STU_INST_002_0351,Mathematics,Quiz,2025-07-30,80,16,20.6,D,Final Term,Needs Improvement
ASS_INST_002_005238,STU_INST_002_0351,Physics,Unit Test,2025-08-11,80,36,46.0,C2,Second Term,Needs Improvement
ASS_INST_002_005239,STU_INST_002_0351,English,Internal Assessment,2025-06-29,20,9,47.5,C2,Final Term,Needs Improvement
ASS_INST_002_005240,STU_INST_002_0351,Mathematics,Assignment,2025-06-29,25,13,55.3,C1,Final Term,Satisfactory
ASS_INST_002_005241,STU_INST_002_0351,Sanskrit,Half Yearly Exam,2025-07-07,100,69,69.9,B2,First Term,Good
ASS_INST_002_005242,STU_INST_002_0351,Social Studies,Practical Exam,2025-07-28,20,7,35.3,D,Final Term,Needs Improvement
ASS_INST_002_005243,STU_INST_002_0352,Social Studies,Final Exam,2025-07-11,100,30,30.9,D,Final Term,Needs Improvement
ASS_INST_002_005244,STU_INST_002_0352,Physics,Internal Assessment,2025-06-19,20,12,60.8,B2,Second Term,Good
ASS_INST_002_005245,STU_INST_002_0352,Mathematics,Viva Voce,2025-07-03,50,41,82.7,A2,Second Term,Excellent
ASS_INST_002_005246,STU_INST_002_0352,Computer Science,Unit Test,2025-06-07,100,92,92.1,A1,Second Term,Outstanding
ASS_INST_002_005247,STU_INST_002_0352,Science,Project Work,2025-06-09,50,28,57.2,C1,First Term,Satisfactory
ASS_INST_002_005248,STU_INST_002_0352,Sanskrit,Final Exam,2025-09-02,50,39,78.6,B1,First Term,Very Good
ASS_INST_002_005249,STU_INST_002_0352,English,Internal Assessment,2025-07-02,80,38,48.3,C2,Second Term,Needs Improvement
ASS_INST_002_005250,STU_INST_002_0352,English,Project Work,2025-08-10,50,34,68.2,B2,Second Term,Good
ASS_INST_002_005251,STU_INST_002_0352,Chemistry,Half Yearly Exam,2025-07-30,100,16,16.8,D,First Term,Needs Improvement
ASS_INST_002_005252,STU_INST_002_0352,Mathematics,Final Exam,2025-06-18,80,49,62.2,B2,Final Term,Good
ASS_INST_002_005253,STU_INST_002_0352,Sanskrit,Monthly Test,2025-07-13,100,73,73.8,B1,First Term,Very Good
ASS_INST_002_005254,STU_INST_002_0352,Computer Science,Unit Test,2025-05-31,25,14,59.8,C1,First Term,Satisfactory
ASS_INST_002_005255,STU_INST_002_0352,Biology,Final Exam,2025-06-28,100,42,42.8,C2,Second Term,Needs Improvement
ASS_INST_002_005256,STU_INST_002_0353,English,Half Yearly Exam,2025-06-26,100,48,48.8,C2,First Term,Needs Improvement
ASS_INST_002_005257,STU_INST_002_0353,Science,Half Yearly Exam,2025-07-22,50,40,80.1,A2,First Term,Excellent
ASS_INST_002_005258,STU_INST_002_0353,Chemistry,Internal Assessment,2025-08-17,80,25,32.5,D,Final Term,Needs Improvement
ASS_INST_002_005259,STU_INST_002_0353,Social Studies,Assignment,2025-08-24,20,6,34.6,D,First Term,Needs Improvement
ASS_INST_002_005260,STU_INST_002_0353,English,Project Work,2025-06-21,25,10,43.1,C2,First Term,Needs Improvement
ASS_INST_002_005261,STU_INST_002_0353,English,Quiz,2025-07-06,100,77,77.4,B1,Second Term,Very Good
ASS_INST_002_005262,STU_INST_002_0353,Economics,Viva Voce,2025-08-11,20,4,23.4,D,Final Term,Needs Improvement
ASS_INST_002_005263,STU_INST_002_0353,Sanskrit,Internal Assessment,2025-07-20,25,8,33.6,D,Final Term,Needs Improvement
ASS_INST_002_005264,STU_INST_002_0353,Social Studies,Half Yearly Exam,2025-09-07,25,14,59.6,C1,Second Term,Satisfactory
ASS_INST_002_005265,STU_INST_002_0353,Sanskrit,Viva Voce,2025-07-29,25,6,25.2,D,First Term,Needs Improvement
ASS_INST_002_005266,STU_INST_002_0353,Sanskrit,Monthly Test,2025-08-10,25,8,32.0,D,Final Term,Needs Improvement
ASS_INST_002_005267,STU_INST_002_0353,Chemistry,Half Yearly Exam,2025-07-29,50,39,79.4,B1,First Term,Very Good
ASS_INST_002_005268,STU_INST_002_0353,Biology,Unit Test,2025-08-21,100,78,78.9,B1,Second Term,Very Good
ASS_INST_002_005269,STU_INST_002_0353,Science,Project Work,2025-08-19,100,58,58.1,C1,First Term,Satisfactory
ASS_INST_002_005270,STU_INST_002_0353,Computer Science,Half Yearly Exam,2025-07-19,20,10,53.3,C1,Final Term,Satisfactory
ASS_INST_002_005271,STU_INST_002_0353,Mathematics,Final Exam,2025-08-24,50,18,36.9,D,Final Term,Needs Improvement
ASS_INST_002_005272,STU_INST_002_0353,English,Unit Test,2025-08-16,50,23,47.5,C2,Second Term,Needs Improvement
ASS_INST_002_005273,STU_INST_002_0354,Physics,Internal Assessment,2025-07-13,50,28,56.4,C1,Second Term,Satisfactory
ASS_INST_002_005274,STU_INST_002_0354,Mathematics,Assignment,2025-06-20,25,24,97.4,A1,Final Term,Outstanding
ASS_INST_002_005275,STU_INST_002_0354,Economics,Half Yearly Exam,2025-09-13,100,72,72.8,B1,First Term,Very Good
ASS_INST_002_005276,STU_INST_002_0354,Sanskrit,Quiz,2025-05-28,50,33,67.3,B2,Final Term,Good
ASS_INST_002_005277,STU_INST_002_0354,Science,Half Yearly Exam,2025-06-03,50,35,71.1,B1,First Term,Very Good
ASS_INST_002_005278,STU_INST_002_0354,Economics,Assignment,2025-09-01,50,29,58.7,C1,Second Term,Satisfactory
ASS_INST_002_005279,STU_INST_002_0354,English,Monthly Test,2025-08-18,80,63,79.4,B1,First Term,Very Good
ASS_INST_002_005280,STU_INST_002_0354,English,Monthly Test,2025-09-15,25,16,66.2,B2,Final Term,Good
ASS_INST_002_005281,STU_INST_002_0354,Hindi,Practical Exam,2025-07-16,100,100,100.0,A1,Final Term,Outstanding
ASS_INST_002_005282,STU_INST_002_0354,Economics,Quiz,2025-06-16,25,15,62.3,B2,Second Term,Good
ASS_INST_002_005283,STU_INST_002_0354,Hindi,Assignment,2025-08-02,25,21,85.2,A2,Second Term,Excellent
ASS_INST_002_005284,STU_INST_002_0354,Biology,Practical Exam,2025-06-25,50,50,100.0,A1,First Term,Outstanding
ASS_INST_002_005285,STU_INST_002_0354,Physics,Project Work,2025-05-26,80,15,19.9,D,First Term,Needs Improvement
ASS_INST_002_005286,STU_INST_002_0354,Sanskrit,Viva Voce,2025-06-08,20,12,62.4,B2,Final Term,Good
ASS_INST_002_005287,STU_INST_002_0354,Chemistry,Quiz,2025-08-01,50,48,97.6,A1,Second Term,Outstanding
ASS_INST_002_005288,STU_INST_002_0354,Chemistry,Quiz,2025-09-07,20,5,29.7,D,Second Term,Needs Improvement
ASS_INST_002_005289,STU_INST_002_0355,Sanskrit,Monthly Test,2025-08-29,20,11,58.4,C1,Second Term,Satisfactory
ASS_INST_002_005290,STU_INST_002_0355,Sanskrit,Monthly Test,2025-05-20,80,34,42.8,C2,First Term,Needs Improvement
ASS_INST_002_005291,STU_INST_002_0355,Computer Science,Assignment,2025-06-25,20,12,64.7,B2,Second Term,Good
ASS_INST_002_005292,STU_INST_002_0355,Social Studies,Final Exam,2025-06-11,50,15,31.6,D,First Term,Needs Improvement
ASS_INST_002_005293,STU_INST_002_0355,Economics,Project Work,2025-08-19,50,20,41.7,C2,First Term,Needs Improvement
ASS_INST_002_005294,STU_INST_002_0355,Economics,Unit Test,2025-09-12,25,3,15.9,D,First Term,Needs Improvement
ASS_INST_002_005295,STU_INST_002_0355,Science,Unit Test,2025-05-20,20,6,32.8,D,First Term,Needs Improvement
ASS_INST_002_005296,STU_INST_002_0355,Biology,Unit Test,2025-07-11,20,4,22.9,D,Final Term,Needs Improvement
ASS_INST_002_005297,STU_INST_002_0355,Physics,Assignment,2025-07-12,25,6,26.4,D,Second Term,Needs Improvement
ASS_INST_002_005298,STU_INST_002_0355,Science,Half Yearly Exam,2025-06-27,100,39,39.6,D,Second Term,Needs Improvement
ASS_INST_002_005299,STU_INST_002_0355,Hindi,Assignment,2025-07-23,100,22,22.8,D,Final Term,Needs Improvement
ASS_INST_002_005300,STU_INST_002_0355,Mathematics,Practical Exam,2025-06-11,100,0,0.0,D,First Term,Needs Improvement
ASS_INST_002_005301,STU_INST_002_0355,Hindi,Monthly Test,2025-05-31,80,33,41.3,C2,Second Term,Needs Improvement
ASS_INST_002_005302,STU_INST_002_0355,Hindi,Assignment,2025-07-25,20,8,40.8,C2,First Term,Needs Improvement
ASS_INST_002_005303,STU_INST_002_0355,Computer Science,Assignment,2025-07-12,50,25,50.3,C1,Second Term,Satisfactory
ASS_INST_002_005304,STU_INST_002_0355,Sanskrit,Internal Assessment,2025-06-02,20,7,36.8,D,First Term,Needs Improvement
ASS_INST_002_005305,STU_INST_002_0355,Computer Science,Monthly Test,2025-09-01,80,13,17.4,D,Second Term,Needs Improvement
ASS_INST_002_005306,STU_INST_002_0356,Biology,Viva Voce,2025-06-20,80,68,85.8,A2,First Term,Excellent
ASS_INST_002_005307,STU_INST_002_0356,Computer Science,Unit Test,2025-08-14,20,10,52.2,C1,First Term,Satisfactory
ASS_INST_002_005308,STU_INST_002_0356,English,Viva Voce,2025-07-19,80,32,40.9,C2,First Term,Needs Improvement
ASS_INST_002_005309,STU_INST_002_0356,Hindi,Monthly Test,2025-08-18,100,84,84.5,A2,Second Term,Excellent
ASS_INST_002_005310,STU_INST_002_0356,English,Monthly Test,2025-06-05,80,71,88.9,A2,Final Term,Excellent
ASS_INST_002_005311,STU_INST_002_0356,Chemistry,Unit Test,2025-07-11,80,6,8.5,D,Final Term,Needs Improvement
ASS_INST_002_005312,STU_INST_002_0356,Biology,Viva Voce,2025-07-15,50,20,41.6,C2,Final Term,Needs Improvement
ASS_INST_002_005313,STU_INST_002_0356,Economics,Quiz,2025-07-19,80,44,55.0,C1,Second Term,Satisfactory
ASS_INST_002_005314,STU_INST_002_0356,Biology,Project Work,2025-08-28,20,12,63.3,B2,First Term,Good
ASS_INST_002_005315,STU_INST_002_0356,Chemistry,Half Yearly Exam,2025-08-21,80,56,70.1,B1,Second Term,Very Good
ASS_INST_002_005316,STU_INST_002_0356,Physics,Final Exam,2025-08-28,25,25,100.0,A1,Final Term,Outstanding
ASS_INST_002_005317,STU_INST_002_0356,Chemistry,Internal Assessment,2025-06-25,20,7,38.6,D,Final Term,Needs Improvement
ASS_INST_002_005318,STU_INST_002_0356,Hindi,Practical Exam,2025-08-11,50,30,61.1,B2,Second Term,Good
ASS_INST_002_005319,STU_INST_002_0356,Accountancy,Project Work,2025-09-01,50,15,31.8,D,Final Term,Needs Improvement
ASS_INST_002_005320,STU_INST_002_0356,Physics,Viva Voce,2025-07-21,100,62,62.4,B2,Second Term,Good
ASS_INST_002_005321,STU_INST_002_0356,Computer Science,Practical Exam,2025-08-16,20,17,88.2,A2,Second Term,Excellent
ASS_INST_002_005322,STU_INST_002_0356,Mathematics,Viva Voce,2025-06-06,100,7,8.0,D,Second Term,Needs Improvement
ASS_INST_002_005323,STU_INST_002_0356,Accountancy,Project Work,2025-08-30,20,6,32.4,D,Second Term,Needs Improvement
ASS_INST_002_005324,STU_INST_002_0357,Computer Science,Quiz,2025-07-20,25,18,72.6,B1,First Term,Very Good
ASS_INST_002_005325,STU_INST_002_0357,Social Studies,Final Exam,2025-09-13,20,14,73.1,B1,Second Term,Very Good
ASS_INST_002_005326,STU_INST_002_0357,Hindi,Final Exam,2025-08-18,50,21,43.6,C2,Second Term,Needs Improvement
ASS_INST_002_005327,STU_INST_002_0357,Mathematics,Viva Voce,2025-09-06,25,18,73.2,B1,Second Term,Very Good
ASS_INST_002_005328,STU_INST_002_0357,Chemistry,Viva Voce,2025-07-27,80,65,82.0,A2,First Term,Excellent
ASS_INST_002_005329,STU_INST_002_0357,Sanskrit,Viva Voce,2025-06-22,80,54,68.4,B2,First Term,Good
ASS_INST_002_005330,STU_INST_002_0357,Computer Science,Assignment,2025-08-11,80,67,84.8,A2,First Term,Excellent
ASS_INST_002_005331,STU_INST_002_0357,Chemistry,Quiz,2025-06-18,80,51,64.3,B2,Second Term,Good
ASS_INST_002_005332,STU_INST_002_0357,Mathematics,Monthly Test,2025-07-31,100,53,53.8,C1,Final Term,Satisfactory
ASS_INST_002_005333,STU_INST_002_0357,Social Studies,Half Yearly Exam,2025-07-03,20,12,63.6,B2,Second Term,Good
ASS_INST_002_005334,STU_INST_002_0357,Economics,Project Work,2025-09-07,50,36,73.7,B1,First Term,Very Good
ASS_INST_002_005335,STU_INST_002_0357,Accountancy,Assignment,2025-09-04,80,23,29.5,D,Final Term,Needs Improvement
ASS_INST_002_005336,STU_INST_002_0357,Economics,Final Exam,2025-09-03,50,31,63.4,B2,Second Term,Good
ASS_INST_002_005337,STU_INST_002_0357,Accountancy,Monthly Test,2025-09-09,25,14,56.2,C1,Final Term,Satisfactory
ASS_INST_002_005338,STU_INST_002_0357,English,Unit Test,2025-08-04,20,9,48.9,C2,Final Term,Needs Improvement
ASS_INST_002_005339,STU_INST_002_0358,Hindi,Quiz,2025-06-28,80,15,18.9,D,First Term,Needs Improvement
ASS_INST_002_005340,STU_INST_002_0358,English,Quiz,2025-07-08,20,1,5.5,D,Second Term,Needs Improvement
ASS_INST_002_005341,STU_INST_002_0358,Economics,Quiz,2025-08-25,50,15,30.1,D,Second Term,Needs Improvement
ASS_INST_002_005342,STU_INST_002_0358,Physics,Project Work,2025-08-04,20,5,28.7,D,Final Term,Needs Improvement
ASS_INST_002_005343,STU_INST_002_0358,Science,Unit Test,2025-07-20,20,11,56.3,C1,Final Term,Satisfactory
ASS_INST_002_005344,STU_INST_002_0358,Accountancy,Unit Test,2025-07-05,20,11,59.7,C1,Final Term,Satisfactory
ASS_INST_002_005345,STU_INST_002_0358,Physics,Practical Exam,2025-06-12,25,6,24.0,D,First Term,Needs Improvement
ASS_INST_002_005346,STU_INST_002_0358,Economics,Project Work,2025-06-12,50,11,23.9,D,First Term,Needs Improvement
ASS_INST_002_005347,STU_INST_002_0358,Sanskrit,Monthly Test,2025-05-26,25,7,29.3,D,Final Term,Needs Improvement
ASS_INST_002_005348,STU_INST_002_0358,Hindi,Unit Test,2025-09-05,80,47,59.5,C1,First Term,Satisfactory
ASS_INST_002_005349,STU_INST_002_0358,Economics,Half Yearly Exam,2025-07-02,20,5,27.3,D,Second Term,Needs Improvement
ASS_INST_002_005350,STU_INST_002_0358,Science,Assignment,2025-05-22,50,37,74.7,B1,Second Term,Very Good
