incident_id,student_id,date,incident_type,severity,description,reported_by,action_taken,parent_informed,follow_up_required,resolved,counselor_involved
BEH_INST_002_000240,STU_INST_002_0197,2025-04-03,Uniform Violation,Major,Student involved in uniform violation during break time,Principal Anjali Chopra,Written Warning,True,True,True,False
BEH_INST_002_000241,STU_INST_002_0197,2025-04-24,Bullying,Minor,Student involved in bullying during class hours,Class Teacher Nidhi Panchal,Written Warning,False,True,True,True
BEH_INST_002_000242,STU_INST_002_0197,2025-05-28,Bullying,Moderate,Student involved in bullying during assembly,Class Teacher Ananya Thakkar,Suspension,False,False,True,True
BEH_INST_002_000243,STU_INST_002_0197,2025-06-16,Fighting,Moderate,Student involved in fighting during break time,Subject Teacher Suresh Gowda,Verbal Warning,True,False,False,True
BEH_INST_002_000244,STU_INST_002_0197,2025-05-28,Incomplete Homework,Minor,Student involved in incomplete homework during assembly,Discipline Incharge Anika Biswas,Parent Meeting,True,False,False,False
BEH_INST_002_000245,STU_INST_002_0198,2025-09-03,Cheating in Exam,Major,Student involved in cheating in exam during class hours,Subject Teacher Rajesh Ghosh,Verbal Warning,True,False,False,False
BEH_INST_002_000246,STU_INST_002_0198,2025-07-22,Damage to Property,Major,Student involved in damage to property during class hours,Class Teacher Priya Kulkarni,After School Detention,False,True,True,False
BEH_INST_002_000247,STU_INST_002_0201,2025-06-05,Damage to Property,Minor,Student involved in damage to property during assembly,Class Teacher Diya Kamath,Community Service,False,False,False,False
BEH_INST_002_000248,STU_INST_002_0203,2025-05-12,Fighting,Moderate,Student involved in fighting during sports period,Discipline Incharge Rajesh Pawar,Parent Meeting,True,False,True,True
BEH_INST_002_000249,STU_INST_002_0203,2025-05-28,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during sports period,Discipline Incharge Arnav Arora,Apology Letter,False,True,False,False
BEH_INST_002_000250,STU_INST_002_0205,2025-04-11,Damage to Property,Severe,Student involved in damage to property during class hours,Class Teacher Avni Kulkarni,Suspension,True,False,False,False
BEH_INST_002_000251,STU_INST_002_0206,2025-05-12,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Discipline Incharge Riya Gowda,Apology Letter,True,False,True,False
BEH_INST_002_000252,STU_INST_002_0208,2025-07-10,Uniform Violation,Minor,Student involved in uniform violation during class hours,Class Teacher Priyanka Malhotra,After School Detention,True,False,False,False
BEH_INST_002_000253,STU_INST_002_0208,2025-06-25,Mobile Phone Usage,Moderate,Student involved in mobile phone usage during sports period,Class Teacher Shriya More,Behavior Contract,True,False,True,False
BEH_INST_002_000254,STU_INST_002_0209,2025-04-30,Bunking Classes,Minor,Student involved in bunking classes during assembly,Principal Avni Pandey,Counseling,True,False,False,False
BEH_INST_002_000255,STU_INST_002_0210,2025-08-09,Bullying,Minor,Student involved in bullying during class hours,Class Teacher Ashish Jindal,Community Service,False,True,True,False
BEH_INST_002_000256,STU_INST_002_0211,2025-09-05,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during class hours,Class Teacher Ananya Shah,Counseling,False,True,True,False
BEH_INST_002_000257,STU_INST_002_0211,2025-09-13,Verbal Abuse,Moderate,Student involved in verbal abuse during sports period,Subject Teacher Akash Dutta,Written Warning,True,True,True,True
BEH_INST_002_000258,STU_INST_002_0211,2025-08-03,Mobile Phone Usage,Severe,Student involved in mobile phone usage during sports period,Principal Pooja Panchal,Suspension,True,False,False,False
BEH_INST_002_000259,STU_INST_002_0212,2025-07-19,Uniform Violation,Major,Student involved in uniform violation during sports period,Principal Sai Roy,Behavior Contract,False,True,False,False
BEH_INST_002_000260,STU_INST_002_0213,2025-04-12,Verbal Abuse,Moderate,Student involved in verbal abuse during assembly,Principal Sai Jindal,Apology Letter,False,True,True,False
BEH_INST_002_000261,STU_INST_002_0213,2025-05-06,Fighting,Major,Student involved in fighting during break time,Class Teacher Ayaan Patil,Written Warning,False,True,True,True
BEH_INST_002_000262,STU_INST_002_0213,2025-05-14,Cheating in Exam,Moderate,Student involved in cheating in exam during class hours,Class Teacher Saanvi Singhal,Parent Meeting,False,False,False,False
BEH_INST_002_000263,STU_INST_002_0214,2025-06-14,Cheating in Exam,Severe,Student involved in cheating in exam during sports period,Class Teacher Suresh Krishnan,Behavior Contract,True,False,True,False
BEH_INST_002_000264,STU_INST_002_0215,2025-05-11,Uniform Violation,Minor,Student involved in uniform violation during break time,Subject Teacher Tanya Pillai,Apology Letter,True,False,False,False
BEH_INST_002_000265,STU_INST_002_0215,2025-08-08,Damage to Property,Minor,Student involved in damage to property during sports period,Principal Kiara Modi,Apology Letter,True,False,False,False
BEH_INST_002_000266,STU_INST_002_0217,2025-04-18,Classroom Disruption,Moderate,Student involved in classroom disruption during assembly,Principal Arjun Mittal,Parent Meeting,False,True,False,False
BEH_INST_002_000267,STU_INST_002_0222,2025-08-03,Fighting,Minor,Student involved in fighting during break time,Subject Teacher Manisha Mukherjee,Verbal Warning,True,True,True,False
BEH_INST_002_000268,STU_INST_002_0224,2025-04-21,Cheating in Exam,Moderate,Student involved in cheating in exam during break time,Discipline Incharge Manoj Modi,After School Detention,True,False,False,False
BEH_INST_002_000269,STU_INST_002_0225,2025-05-25,Cheating in Exam,Major,Student involved in cheating in exam during class hours,Discipline Incharge Vinod Sharma,Counseling,False,False,True,False
BEH_INST_002_000270,STU_INST_002_0225,2025-03-18,Bunking Classes,Moderate,Student involved in bunking classes during assembly,Subject Teacher Sana Mondal,Suspension,True,False,True,False
BEH_INST_002_000271,STU_INST_002_0226,2025-06-12,Incomplete Homework,Moderate,Student involved in incomplete homework during class hours,Subject Teacher Manoj Desai,After School Detention,False,False,True,False
BEH_INST_002_000272,STU_INST_002_0226,2025-03-30,Incomplete Homework,Moderate,Student involved in incomplete homework during break time,Class Teacher Yogesh Modi,Parent Meeting,True,False,False,False
BEH_INST_002_000273,STU_INST_002_0227,2025-05-13,Damage to Property,Severe,Student involved in damage to property during assembly,Discipline Incharge Shivansh Chaturvedi,Written Warning,False,True,True,False
BEH_INST_002_000274,STU_INST_002_0228,2025-03-15,Late Coming,Severe,Student involved in late coming during class hours,Principal Rudra Dubey,Community Service,True,True,False,False
BEH_INST_002_000275,STU_INST_002_0229,2025-06-29,Verbal Abuse,Severe,Student involved in verbal abuse during sports period,Subject Teacher Aditi Raman,Apology Letter,True,True,False,True
BEH_INST_002_000276,STU_INST_002_0231,2025-08-13,Bunking Classes,Moderate,Student involved in bunking classes during assembly,Principal Kriti Iyer,Behavior Contract,True,False,False,False
BEH_INST_002_000277,STU_INST_002_0231,2025-05-15,Incomplete Homework,Minor,Student involved in incomplete homework during break time,Discipline Incharge Ishaan Jain,Apology Letter,False,True,False,False
BEH_INST_002_000278,STU_INST_002_0232,2025-07-20,Mobile Phone Usage,Major,Student involved in mobile phone usage during assembly,Discipline Incharge Yogesh Krishnan,Verbal Warning,False,True,False,False
BEH_INST_002_000279,STU_INST_002_0233,2025-07-06,Verbal Abuse,Minor,Student involved in verbal abuse during sports period,Subject Teacher Nitin Vyas,Verbal Warning,True,True,False,False
BEH_INST_002_000280,STU_INST_002_0233,2025-05-31,Verbal Abuse,Moderate,Student involved in verbal abuse during break time,Discipline Incharge Karan Chaturvedi,Suspension,True,False,False,False
BEH_INST_002_000281,STU_INST_002_0234,2025-06-27,Incomplete Homework,Major,Student involved in incomplete homework during assembly,Subject Teacher Priya Chaturvedi,Counseling,True,False,True,False
BEH_INST_002_000282,STU_INST_002_0235,2025-06-19,Classroom Disruption,Severe,Student involved in classroom disruption during sports period,Class Teacher Sai Panchal,Behavior Contract,False,True,False,False
BEH_INST_002_000283,STU_INST_002_0235,2025-05-30,Mobile Phone Usage,Major,Student involved in mobile phone usage during class hours,Discipline Incharge Riyansh Agarwal,Verbal Warning,False,False,True,False
BEH_INST_002_000284,STU_INST_002_0237,2025-06-27,Mobile Phone Usage,Major,Student involved in mobile phone usage during class hours,Discipline Incharge Manoj Mukherjee,Apology Letter,False,False,False,False
BEH_INST_002_000285,STU_INST_002_0237,2025-05-24,Cheating in Exam,Major,Student involved in cheating in exam during assembly,Class Teacher Aadhya Singhal,Counseling,False,True,True,False
BEH_INST_002_000286,STU_INST_002_0237,2025-03-20,Verbal Abuse,Minor,Student involved in verbal abuse during class hours,Class Teacher Atharv Shetty,Counseling,True,False,True,True
BEH_INST_002_000287,STU_INST_002_0238,2025-05-28,Bullying,Minor,Student involved in bullying during assembly,Discipline Incharge Nidhi Jindal,Apology Letter,False,True,True,True
BEH_INST_002_000288,STU_INST_002_0238,2025-07-07,Incomplete Homework,Minor,Student involved in incomplete homework during class hours,Subject Teacher Riya Singhal,Behavior Contract,True,False,False,False
BEH_INST_002_000289,STU_INST_002_0241,2025-04-10,Damage to Property,Moderate,Student involved in damage to property during assembly,Class Teacher Samar Bose,Behavior Contract,True,True,True,False
BEH_INST_002_000290,STU_INST_002_0242,2025-08-01,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Class Teacher Deepika Kumar,Parent Meeting,True,False,False,False
BEH_INST_002_000291,STU_INST_002_0242,2025-07-13,Mobile Phone Usage,Major,Student involved in mobile phone usage during break time,Discipline Incharge Reyansh Jindal,Apology Letter,True,True,False,False
BEH_INST_002_000292,STU_INST_002_0244,2025-05-04,Bunking Classes,Major,Student involved in bunking classes during break time,Discipline Incharge Riya Rao,Counseling,True,True,False,False
BEH_INST_002_000293,STU_INST_002_0245,2025-03-13,Fighting,Minor,Student involved in fighting during class hours,Class Teacher Pihu Deshpande,After School Detention,True,True,False,True
BEH_INST_002_000294,STU_INST_002_0245,2025-05-11,Late Coming,Minor,Student involved in late coming during break time,Discipline Incharge Myra Krishnan,Apology Letter,True,True,False,False
BEH_INST_002_000295,STU_INST_002_0245,2025-04-29,Verbal Abuse,Minor,Student involved in verbal abuse during sports period,Class Teacher Kabir Bhat,After School Detention,False,True,True,False
BEH_INST_002_000296,STU_INST_002_0246,2025-03-04,Late Coming,Major,Student involved in late coming during break time,Subject Teacher Avni Mondal,Apology Letter,True,True,True,False
BEH_INST_002_000297,STU_INST_002_0247,2025-07-04,Bullying,Minor,Student involved in bullying during assembly,Principal Aadhya Mandal,Counseling,True,True,False,True
BEH_INST_002_000298,STU_INST_002_0248,2025-06-29,Incomplete Homework,Severe,Student involved in incomplete homework during class hours,Principal Rekha Sen,Counseling,True,False,False,False
BEH_INST_002_000299,STU_INST_002_0248,2025-05-03,Damage to Property,Major,Student involved in damage to property during break time,Class Teacher Sanjay Parikh,Verbal Warning,True,True,False,False
BEH_INST_002_000300,STU_INST_002_0248,2025-07-04,Bunking Classes,Moderate,Student involved in bunking classes during sports period,Principal Ishaan Kapoor,Suspension,False,False,False,False
BEH_INST_002_000301,STU_INST_002_0249,2025-04-21,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Discipline Incharge Karan Trivedi,Suspension,False,False,True,False
BEH_INST_002_000302,STU_INST_002_0249,2025-09-09,Bunking Classes,Minor,Student involved in bunking classes during class hours,Class Teacher Atharv Chopra,Counseling,True,False,True,False
BEH_INST_002_000303,STU_INST_002_0250,2025-08-01,Incomplete Homework,Moderate,Student involved in incomplete homework during sports period,Class Teacher Ayaan Roy,Verbal Warning,True,True,True,False
BEH_INST_002_000304,STU_INST_002_0250,2025-08-27,Bullying,Moderate,Student involved in bullying during class hours,Class Teacher Riya Agarwal,After School Detention,True,False,True,False
BEH_INST_002_000305,STU_INST_002_0250,2025-03-16,Cheating in Exam,Minor,Student involved in cheating in exam during assembly,Class Teacher Divya Goel,Parent Meeting,False,False,True,False
BEH_INST_002_000306,STU_INST_002_0251,2025-04-12,Classroom Disruption,Moderate,Student involved in classroom disruption during break time,Class Teacher Laksh Gupta,After School Detention,False,True,False,False
BEH_INST_002_000307,STU_INST_002_0251,2025-08-26,Bunking Classes,Minor,Student involved in bunking classes during break time,Subject Teacher Tanvi Saxena,After School Detention,True,False,False,False
BEH_INST_002_000308,STU_INST_002_0251,2025-03-24,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during class hours,Subject Teacher Kavya Chowdhury,Counseling,True,False,True,False
BEH_INST_002_000309,STU_INST_002_0252,2025-08-17,Damage to Property,Major,Student involved in damage to property during break time,Discipline Incharge Advait Saha,Parent Meeting,True,False,False,False
BEH_INST_002_000310,STU_INST_002_0252,2025-06-04,Verbal Abuse,Moderate,Student involved in verbal abuse during break time,Discipline Incharge Ayaan Dave,After School Detention,False,False,False,False
BEH_INST_002_000311,STU_INST_002_0252,2025-08-05,Cheating in Exam,Moderate,Student involved in cheating in exam during break time,Class Teacher Om Kumar,Behavior Contract,False,False,False,False
BEH_INST_002_000312,STU_INST_002_0253,2025-04-06,Late Coming,Major,Student involved in late coming during break time,Class Teacher Sapna Jadhav,Parent Meeting,True,True,False,False
BEH_INST_002_000313,STU_INST_002_0255,2025-05-10,Classroom Disruption,Minor,Student involved in classroom disruption during class hours,Subject Teacher Rudra Das,Community Service,False,False,False,False
BEH_INST_002_000314,STU_INST_002_0256,2025-03-26,Late Coming,Severe,Student involved in late coming during sports period,Principal Divya Deshpande,Community Service,True,True,True,False
BEH_INST_002_000315,STU_INST_002_0258,2025-08-25,Damage to Property,Severe,Student involved in damage to property during sports period,Discipline Incharge Ira Roy,After School Detention,False,True,False,False
BEH_INST_002_000316,STU_INST_002_0259,2025-06-21,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during class hours,Principal Shivansh Malhotra,Community Service,False,True,False,False
BEH_INST_002_000317,STU_INST_002_0261,2025-07-10,Cheating in Exam,Severe,Student involved in cheating in exam during class hours,Class Teacher Sneha Kale,After School Detention,False,False,False,False
BEH_INST_002_000318,STU_INST_002_0262,2025-07-23,Classroom Disruption,Minor,Student involved in classroom disruption during class hours,Discipline Incharge Neha Kumar,Community Service,True,True,True,False
BEH_INST_002_000319,STU_INST_002_0263,2025-03-19,Classroom Disruption,Major,Student involved in classroom disruption during sports period,Class Teacher Preeti Gupta,Verbal Warning,False,True,True,False
BEH_INST_002_000320,STU_INST_002_0263,2025-06-08,Late Coming,Minor,Student involved in late coming during class hours,Class Teacher Rajesh Kar,Verbal Warning,False,True,False,False
BEH_INST_002_000321,STU_INST_002_0263,2025-04-04,Bunking Classes,Minor,Student involved in bunking classes during class hours,Subject Teacher Vikram Kale,Counseling,True,False,False,False
BEH_INST_002_000322,STU_INST_002_0265,2025-07-10,Late Coming,Severe,Student involved in late coming during sports period,Principal Manisha Pawar,Apology Letter,False,True,False,False
BEH_INST_002_000323,STU_INST_002_0265,2025-09-08,Bullying,Moderate,Student involved in bullying during sports period,Subject Teacher Atharv Saxena,Behavior Contract,False,False,False,True
BEH_INST_002_000324,STU_INST_002_0266,2025-04-07,Verbal Abuse,Moderate,Student involved in verbal abuse during break time,Subject Teacher Diya Bhatia,Community Service,False,True,True,True
BEH_INST_002_000325,STU_INST_002_0266,2025-08-13,Cheating in Exam,Severe,Student involved in cheating in exam during break time,Principal Sara Jain,Written Warning,False,False,False,False
BEH_INST_002_000326,STU_INST_002_0266,2025-03-21,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during assembly,Subject Teacher Pooja Krishnan,After School Detention,True,False,False,False
BEH_INST_002_000327,STU_INST_002_0269,2025-07-14,Bullying,Major,Student involved in bullying during assembly,Principal Samar Vyas,Community Service,True,True,True,True
BEH_INST_002_000328,STU_INST_002_0271,2025-06-08,Fighting,Minor,Student involved in fighting during break time,Principal Sara Verma,Suspension,False,True,False,False
BEH_INST_002_000329,STU_INST_002_0271,2025-08-12,Disrespect to Teacher,Major,Student involved in disrespect to teacher during class hours,Class Teacher Seema Shukla,Parent Meeting,True,False,False,False
BEH_INST_002_000330,STU_INST_002_0271,2025-05-21,Classroom Disruption,Minor,Student involved in classroom disruption during sports period,Subject Teacher Raj Kulkarni,Written Warning,True,False,True,False
BEH_INST_002_000331,STU_INST_002_0272,2025-08-25,Fighting,Minor,Student involved in fighting during break time,Class Teacher Meera Modi,Verbal Warning,True,True,False,False
BEH_INST_002_000332,STU_INST_002_0273,2025-05-18,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Discipline Incharge Nitin Mondal,Written Warning,True,False,False,False
BEH_INST_002_000333,STU_INST_002_0274,2025-06-23,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Subject Teacher Aditya Ganguly,Written Warning,False,True,True,False
BEH_INST_002_000334,STU_INST_002_0274,2025-09-08,Classroom Disruption,Major,Student involved in classroom disruption during class hours,Discipline Incharge Swati Bhatt,Written Warning,True,True,False,False
BEH_INST_002_000335,STU_INST_002_0274,2025-09-12,Late Coming,Major,Student involved in late coming during sports period,Discipline Incharge Vihaan Joshi,Parent Meeting,False,False,True,False
BEH_INST_002_000336,STU_INST_002_0275,2025-07-21,Mobile Phone Usage,Minor,Student involved in mobile phone usage during break time,Discipline Incharge Tanvi Kumar,Written Warning,False,True,False,False
BEH_INST_002_000337,STU_INST_002_0275,2025-09-01,Bullying,Moderate,Student involved in bullying during break time,Class Teacher Akash Singh,After School Detention,False,True,True,True
BEH_INST_002_000338,STU_INST_002_0277,2025-03-29,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during break time,Subject Teacher Shweta Chakraborty,Behavior Contract,False,False,True,False
BEH_INST_002_000339,STU_INST_002_0279,2025-04-13,Bullying,Minor,Student involved in bullying during assembly,Principal Ishika Hegde,Suspension,True,False,False,False
BEH_INST_002_000340,STU_INST_002_0280,2025-05-19,Late Coming,Minor,Student involved in late coming during sports period,Principal Aryan Shinde,Written Warning,True,True,True,False
BEH_INST_002_000341,STU_INST_002_0280,2025-07-17,Fighting,Major,Student involved in fighting during sports period,Discipline Incharge Sunita Sarkar,Parent Meeting,True,False,True,False
BEH_INST_002_000342,STU_INST_002_0282,2025-05-03,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during assembly,Discipline Incharge Vihaan Goyal,Verbal Warning,False,True,True,False
BEH_INST_002_000343,STU_INST_002_0283,2025-03-18,Fighting,Moderate,Student involved in fighting during class hours,Discipline Incharge Riya Kulkarni,Counseling,False,False,True,False
BEH_INST_002_000344,STU_INST_002_0283,2025-03-26,Cheating in Exam,Severe,Student involved in cheating in exam during class hours,Discipline Incharge Laksh More,Suspension,True,False,True,False
BEH_INST_002_000345,STU_INST_002_0283,2025-04-20,Classroom Disruption,Severe,Student involved in classroom disruption during class hours,Class Teacher Sanjay Bose,Parent Meeting,False,False,False,False
BEH_INST_002_000346,STU_INST_002_0284,2025-04-11,Fighting,Minor,Student involved in fighting during assembly,Subject Teacher Pooja Mitra,After School Detention,False,True,True,False
BEH_INST_002_000347,STU_INST_002_0286,2025-05-03,Bullying,Severe,Student involved in bullying during break time,Subject Teacher Kavya Kulkarni,Community Service,False,False,False,False
BEH_INST_002_000348,STU_INST_002_0287,2025-03-01,Damage to Property,Moderate,Student involved in damage to property during break time,Principal Nidhi Jain,Parent Meeting,False,False,True,False
BEH_INST_002_000349,STU_INST_002_0288,2025-06-21,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during class hours,Class Teacher Shreya Ganguly,Apology Letter,True,False,False,False
BEH_INST_002_000350,STU_INST_002_0289,2025-03-18,Damage to Property,Severe,Student involved in damage to property during class hours,Discipline Incharge Reyansh Kamath,Suspension,True,False,True,False
BEH_INST_002_000351,STU_INST_002_0290,2025-05-26,Classroom Disruption,Moderate,Student involved in classroom disruption during sports period,Class Teacher Kiara Pillai,Community Service,False,True,False,False
BEH_INST_002_000352,STU_INST_002_0290,2025-03-17,Cheating in Exam,Moderate,Student involved in cheating in exam during break time,Subject Teacher Advik Ganguly,Behavior Contract,False,True,False,False
BEH_INST_002_000353,STU_INST_002_0290,2025-06-01,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Principal Preeti Bhat,Parent Meeting,True,False,True,False
BEH_INST_002_000354,STU_INST_002_0294,2025-04-29,Damage to Property,Moderate,Student involved in damage to property during class hours,Principal Rajesh Bhardwaj,Verbal Warning,True,True,False,False
BEH_INST_002_000355,STU_INST_002_0294,2025-05-01,Fighting,Moderate,Student involved in fighting during break time,Principal Ishika Venkatesh,After School Detention,False,False,True,True
BEH_INST_002_000356,STU_INST_002_0295,2025-07-22,Verbal Abuse,Major,Student involved in verbal abuse during break time,Subject Teacher Aarav Joshi,Written Warning,True,True,False,False
BEH_INST_002_000357,STU_INST_002_0295,2025-07-19,Classroom Disruption,Severe,Student involved in classroom disruption during assembly,Subject Teacher Aarav Deshpande,Parent Meeting,True,True,True,False
BEH_INST_002_000358,STU_INST_002_0297,2025-08-04,Fighting,Minor,Student involved in fighting during sports period,Class Teacher Kabir Dave,Behavior Contract,True,False,True,True
BEH_INST_002_000359,STU_INST_002_0297,2025-05-20,Uniform Violation,Severe,Student involved in uniform violation during sports period,Discipline Incharge Veer Kumar,After School Detention,True,False,True,False
BEH_INST_002_000360,STU_INST_002_0298,2025-05-13,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during assembly,Principal Riya Subramanian,Community Service,False,True,False,False
BEH_INST_002_000361,STU_INST_002_0298,2025-06-06,Fighting,Major,Student involved in fighting during assembly,Discipline Incharge Kabir Malhotra,Behavior Contract,False,True,False,False
BEH_INST_002_000362,STU_INST_002_0300,2025-03-06,Mobile Phone Usage,Severe,Student involved in mobile phone usage during assembly,Discipline Incharge Rohan Dave,Suspension,True,True,False,False
BEH_INST_002_000363,STU_INST_002_0300,2025-06-08,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during sports period,Subject Teacher Om Bhatt,After School Detention,True,True,True,False
BEH_INST_002_000364,STU_INST_002_0301,2025-09-03,Bunking Classes,Severe,Student involved in bunking classes during break time,Principal Rajesh Kamath,Written Warning,True,False,True,False
BEH_INST_002_000365,STU_INST_002_0302,2025-04-14,Bunking Classes,Major,Student involved in bunking classes during assembly,Class Teacher Harsh Goyal,Suspension,False,False,True,False
BEH_INST_002_000366,STU_INST_002_0304,2025-07-03,Fighting,Major,Student involved in fighting during assembly,Discipline Incharge Kriti Rao,Written Warning,True,False,False,True
BEH_INST_002_000367,STU_INST_002_0305,2025-07-10,Fighting,Severe,Student involved in fighting during break time,Principal Ankit Sen,Suspension,True,True,False,False
BEH_INST_002_000368,STU_INST_002_0308,2025-08-20,Damage to Property,Severe,Student involved in damage to property during sports period,Discipline Incharge Deepak Kamath,Apology Letter,False,True,False,False
BEH_INST_002_000369,STU_INST_002_0309,2025-05-04,Classroom Disruption,Major,Student involved in classroom disruption during sports period,Principal Deepika Chowdhury,Community Service,True,False,True,False
BEH_INST_002_000370,STU_INST_002_0309,2025-03-19,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Class Teacher Atharv Srivastava,Counseling,True,True,False,False
BEH_INST_002_000371,STU_INST_002_0310,2025-03-18,Damage to Property,Severe,Student involved in damage to property during sports period,Class Teacher Pihu Modi,Community Service,False,True,False,False
BEH_INST_002_000372,STU_INST_002_0312,2025-04-22,Classroom Disruption,Moderate,Student involved in classroom disruption during assembly,Principal Ayaan Malhotra,Counseling,False,False,False,False
BEH_INST_002_000373,STU_INST_002_0313,2025-05-17,Verbal Abuse,Major,Student involved in verbal abuse during class hours,Class Teacher Ravi Mandal,After School Detention,True,False,True,False
BEH_INST_002_000374,STU_INST_002_0314,2025-03-09,Fighting,Severe,Student involved in fighting during class hours,Principal Yash Kumar,After School Detention,True,False,True,True
BEH_INST_002_000375,STU_INST_002_0315,2025-07-26,Damage to Property,Minor,Student involved in damage to property during break time,Principal Reyansh Bansal,Suspension,True,False,False,False
BEH_INST_002_000376,STU_INST_002_0315,2025-05-25,Bullying,Major,Student involved in bullying during assembly,Subject Teacher Maya Saxena,Parent Meeting,True,False,True,True
BEH_INST_002_000377,STU_INST_002_0316,2025-09-05,Mobile Phone Usage,Severe,Student involved in mobile phone usage during assembly,Principal Kiara Chakraborty,Apology Letter,False,False,True,False
BEH_INST_002_000378,STU_INST_002_0316,2025-06-01,Late Coming,Severe,Student involved in late coming during break time,Discipline Incharge Aarav Raman,Verbal Warning,False,True,False,False
BEH_INST_002_000379,STU_INST_002_0317,2025-05-30,Cheating in Exam,Moderate,Student involved in cheating in exam during sports period,Class Teacher Avni Menon,Community Service,False,True,False,False
BEH_INST_002_000380,STU_INST_002_0320,2025-06-01,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during break time,Class Teacher Sunita Jadhav,Behavior Contract,False,False,False,False
BEH_INST_002_000381,STU_INST_002_0320,2025-05-15,Mobile Phone Usage,Major,Student involved in mobile phone usage during break time,Principal Pooja Desai,Suspension,False,False,True,False
BEH_INST_002_000382,STU_INST_002_0321,2025-07-18,Fighting,Major,Student involved in fighting during break time,Class Teacher Neha Pillai,Verbal Warning,True,False,True,False
BEH_INST_002_000383,STU_INST_002_0321,2025-05-17,Damage to Property,Severe,Student involved in damage to property during break time,Subject Teacher Tanya Pal,After School Detention,True,True,True,False
BEH_INST_002_000384,STU_INST_002_0322,2025-08-28,Bullying,Moderate,Student involved in bullying during sports period,Principal Aadhya Joshi,Parent Meeting,False,False,False,False
BEH_INST_002_000385,STU_INST_002_0324,2025-05-26,Uniform Violation,Major,Student involved in uniform violation during sports period,Discipline Incharge Vinod Jain,After School Detention,False,True,True,False
BEH_INST_002_000386,STU_INST_002_0324,2025-06-16,Fighting,Severe,Student involved in fighting during break time,Principal Rohan Dave,Community Service,True,False,False,True
BEH_INST_002_000387,STU_INST_002_0324,2025-09-05,Fighting,Severe,Student involved in fighting during break time,Discipline Incharge Vinod Dutta,Community Service,False,True,False,True
BEH_INST_002_000388,STU_INST_002_0325,2025-03-22,Uniform Violation,Moderate,Student involved in uniform violation during break time,Principal Divya Das,After School Detention,False,False,True,False
BEH_INST_002_000389,STU_INST_002_0325,2025-09-14,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during sports period,Class Teacher Shweta Jindal,Suspension,False,True,False,False
BEH_INST_002_000390,STU_INST_002_0327,2025-05-23,Bunking Classes,Major,Student involved in bunking classes during class hours,Subject Teacher Vinod Gupta,Counseling,False,False,True,False
BEH_INST_002_000391,STU_INST_002_0327,2025-05-23,Cheating in Exam,Severe,Student involved in cheating in exam during sports period,Class Teacher Sapna More,Written Warning,False,False,True,False
BEH_INST_002_000392,STU_INST_002_0328,2025-08-18,Disrespect to Teacher,Major,Student involved in disrespect to teacher during assembly,Class Teacher Myra Saxena,Written Warning,True,False,True,False
BEH_INST_002_000393,STU_INST_002_0328,2025-06-28,Cheating in Exam,Moderate,Student involved in cheating in exam during class hours,Principal Sanjay Suthar,Verbal Warning,False,True,True,False
BEH_INST_002_000394,STU_INST_002_0331,2025-05-01,Uniform Violation,Major,Student involved in uniform violation during assembly,Class Teacher Rekha Vyas,Parent Meeting,False,True,True,False
BEH_INST_002_000395,STU_INST_002_0331,2025-04-17,Fighting,Major,Student involved in fighting during assembly,Class Teacher Om Ghosh,Community Service,False,True,False,False
BEH_INST_002_000396,STU_INST_002_0332,2025-09-13,Cheating in Exam,Moderate,Student involved in cheating in exam during sports period,Principal Zara Bose,After School Detention,True,True,False,False
BEH_INST_002_000397,STU_INST_002_0333,2025-03-27,Bunking Classes,Minor,Student involved in bunking classes during sports period,Principal Ayaan Khanna,Parent Meeting,True,True,False,False
BEH_INST_002_000398,STU_INST_002_0333,2025-09-09,Verbal Abuse,Severe,Student involved in verbal abuse during class hours,Principal Deepika Singhal,Suspension,True,True,False,False
BEH_INST_002_000399,STU_INST_002_0334,2025-05-20,Mobile Phone Usage,Major,Student involved in mobile phone usage during break time,Discipline Incharge Sneha Suthar,Parent Meeting,False,True,False,False
BEH_INST_002_000400,STU_INST_002_0336,2025-04-26,Fighting,Moderate,Student involved in fighting during class hours,Principal Avni Chopra,Suspension,True,True,True,False
BEH_INST_002_000401,STU_INST_002_0336,2025-08-04,Late Coming,Major,Student involved in late coming during assembly,Subject Teacher Navya Reddy,Counseling,True,True,False,False
