fee_id,student_id,fee_type,academic_year,quarter,due_date,amount_due,amount_paid,balance,payment_status,last_payment_date,payment_method,late_fee
FEE_INST_001_001976,STU_INST_001_0356,Computer Fee,2024-25,Q3,2025-10-09,7492,7492,0,Paid,2025-07-31,Cash,0
FEE_INST_001_001977,STU_INST_001_0356,Transport Fee,2024-25,Q2,2025-12-04,11103,11103,0,Paid,2025-07-25,Cheque,0
FEE_INST_001_001978,STU_INST_001_0356,Tuition Fee,2024-25,Q1,2025-08-08,44842,44842,0,Paid,2025-06-11,Online Banking,0
FEE_INST_001_001979,STU_INST_001_0356,Sports Fee,2024-25,Q4,2025-12-04,4578,4578,0,Paid,2025-07-15,UPI,0
FEE_INST_001_001980,STU_INST_001_0356,Exam Fee,2024-25,Q1,2025-08-27,2561,2561,0,Paid,2025-08-25,Cash,0
FEE_INST_001_001981,STU_INST_001_0357,Library Fee,2024-25,Q1,2025-10-11,3660,1830,1830,Partial,2025-07-02,Online Banking,136
FEE_INST_001_001982,STU_INST_001_0357,Sports Fee,2024-25,Q1,2025-12-07,5346,2673,2673,Partial,2025-07-08,Online Banking,0
FEE_INST_001_001983,STU_INST_001_0357,Computer Fee,2024-25,Q4,2025-08-12,4244,2122,2122,Partial,2025-07-22,Online Banking,0
FEE_INST_001_001984,STU_INST_001_0357,Admission Fee,2024-25,Q1,2025-08-30,9565,4782,4783,Partial,2025-08-22,Cash,0
FEE_INST_001_001985,STU_INST_001_0358,Exam Fee,2024-25,Q1,2025-10-19,2888,1444,1444,Partial,2025-09-07,Card Payment,279
FEE_INST_001_001986,STU_INST_001_0358,Transport Fee,2024-25,Q2,2025-12-05,16137,8068,8069,Partial,2025-05-27,Card Payment,0
FEE_INST_001_001987,STU_INST_001_0358,Library Fee,2024-25,Q1,2025-09-19,6713,3356,3357,Partial,2025-05-24,Cash,0
FEE_INST_001_001988,STU_INST_001_0358,Lab Fee,2024-25,Q1,2025-10-18,3868,1934,1934,Partial,2025-08-08,UPI,0
FEE_INST_001_001989,STU_INST_001_0358,Annual Function Fee,2024-25,Q4,2025-08-04,5421,2710,2711,Partial,2025-07-07,DD,111
FEE_INST_001_001990,STU_INST_001_0358,Computer Fee,2024-25,Q2,2025-11-27,5807,2903,2904,Partial,2025-08-15,Card Payment,0
FEE_INST_001_001991,STU_INST_001_0358,Sports Fee,2024-25,Q1,2025-09-28,3366,1683,1683,Partial,2025-07-07,UPI,270
FEE_INST_001_001992,STU_INST_001_0359,Tuition Fee,2024-25,Q1,2025-10-24,31109,0,31109,Pending,,,0
FEE_INST_001_001993,STU_INST_001_0359,Admission Fee,2024-25,Q4,2025-10-15,14639,0,14639,Pending,,,0
FEE_INST_001_001994,STU_INST_001_0359,Sports Fee,2024-25,Q4,2025-12-14,2845,0,2845,Pending,,,266
FEE_INST_001_001995,STU_INST_001_0359,Annual Function Fee,2024-25,Q2,2025-08-08,2657,0,2657,Pending,,,392
FEE_INST_001_001996,STU_INST_001_0359,Transport Fee,2024-25,Q2,2025-08-09,8883,0,8883,Pending,,,0
FEE_INST_001_001997,STU_INST_001_0359,Lab Fee,2024-25,Q1,2025-08-04,4048,0,4048,Pending,,,0
FEE_INST_001_001998,STU_INST_001_0360,Admission Fee,2024-25,Q3,2025-10-22,13792,6896,6896,Partial,2025-07-20,Cheque,0
FEE_INST_001_001999,STU_INST_001_0360,Activity Fee,2024-25,Q1,2025-10-01,3750,1875,1875,Partial,2025-06-19,Cheque,0
FEE_INST_001_002000,STU_INST_001_0360,Tuition Fee,2024-25,Q1,2025-11-10,30190,15095,15095,Partial,2025-07-02,Online Banking,0
FEE_INST_001_002001,STU_INST_001_0360,Lab Fee,2024-25,Q3,2025-10-01,5672,2836,2836,Partial,2025-09-12,Card Payment,123
FEE_INST_001_002002,STU_INST_001_0360,Exam Fee,2024-25,Q2,2025-10-23,5667,2833,2834,Partial,2025-09-01,Online Banking,0
FEE_INST_001_002003,STU_INST_001_0361,Tuition Fee,2024-25,Q2,2025-12-06,21727,21727,0,Paid,2025-08-11,Card Payment,0
FEE_INST_001_002004,STU_INST_001_0361,Library Fee,2024-25,Q4,2025-09-08,5266,5266,0,Paid,2025-05-19,Cash,0
FEE_INST_001_002005,STU_INST_001_0361,Activity Fee,2024-25,Q1,2025-10-28,5399,5399,0,Paid,2025-08-19,Card Payment,0
FEE_INST_001_002006,STU_INST_001_0361,Transport Fee,2024-25,Q3,2025-11-26,8381,8381,0,Paid,2025-09-13,UPI,0
FEE_INST_001_002007,STU_INST_001_0361,Admission Fee,2024-25,Q4,2025-09-30,10144,10144,0,Paid,2025-08-10,Online Banking,0
FEE_INST_001_002008,STU_INST_001_0361,Annual Function Fee,2024-25,Q3,2025-10-25,3187,3187,0,Paid,2025-09-15,Online Banking,0
FEE_INST_001_002009,STU_INST_001_0361,Lab Fee,2024-25,Q2,2025-10-11,3879,3879,0,Paid,2025-08-31,Online Banking,0
FEE_INST_001_002010,STU_INST_001_0362,Computer Fee,2024-25,Q2,2025-11-22,2842,0,2842,Pending,,,154
FEE_INST_001_002011,STU_INST_001_0362,Admission Fee,2024-25,Q4,2025-10-19,10402,0,10402,Pending,,,0
FEE_INST_001_002012,STU_INST_001_0362,Library Fee,2024-25,Q2,2025-09-16,7609,0,7609,Pending,,,295
FEE_INST_001_002013,STU_INST_001_0362,Transport Fee,2024-25,Q2,2025-12-05,9531,0,9531,Pending,,,0
FEE_INST_001_002014,STU_INST_001_0362,Activity Fee,2024-25,Q2,2025-10-25,2437,0,2437,Pending,,,0
FEE_INST_001_002015,STU_INST_001_0362,Sports Fee,2024-25,Q4,2025-11-19,5760,0,5760,Pending,,,115
FEE_INST_001_002016,STU_INST_001_0362,Annual Function Fee,2024-25,Q4,2025-08-08,3162,0,3162,Pending,,,0
FEE_INST_001_002017,STU_INST_001_0363,Admission Fee,2024-25,Q1,2025-12-06,9117,9117,0,Paid,2025-06-13,Card Payment,0
FEE_INST_001_002018,STU_INST_001_0363,Tuition Fee,2024-25,Q4,2025-11-18,36970,36970,0,Paid,2025-08-16,Online Banking,0
FEE_INST_001_002019,STU_INST_001_0363,Computer Fee,2024-25,Q3,2025-10-03,7388,7388,0,Paid,2025-06-13,Online Banking,0
FEE_INST_001_002020,STU_INST_001_0363,Development Fee,2024-25,Q3,2025-08-14,7648,7648,0,Paid,2025-06-26,Cheque,0
FEE_INST_001_002021,STU_INST_001_0364,Development Fee,2024-25,Q3,2025-12-05,5517,2758,2759,Partial,2025-06-25,UPI,0
FEE_INST_001_002022,STU_INST_001_0364,Annual Function Fee,2024-25,Q2,2025-12-09,2344,1172,1172,Partial,2025-07-17,Card Payment,0
FEE_INST_001_002023,STU_INST_001_0364,Activity Fee,2024-25,Q1,2025-10-16,6107,3053,3054,Partial,2025-08-03,DD,0
FEE_INST_001_002024,STU_INST_001_0364,Lab Fee,2024-25,Q3,2025-08-17,4225,2112,2113,Partial,2025-07-23,Online Banking,0
FEE_INST_001_002025,STU_INST_001_0364,Admission Fee,2024-25,Q1,2025-10-22,13551,6775,6776,Partial,2025-07-02,Cheque,0
FEE_INST_001_002026,STU_INST_001_0365,Sports Fee,2024-25,Q3,2025-11-12,5117,2558,2559,Partial,2025-08-21,Online Banking,0
FEE_INST_001_002027,STU_INST_001_0365,Library Fee,2024-25,Q1,2025-11-14,3635,1817,1818,Partial,2025-05-28,Cash,196
FEE_INST_001_002028,STU_INST_001_0365,Admission Fee,2024-25,Q2,2025-09-21,5304,2652,2652,Partial,2025-09-09,Card Payment,0
FEE_INST_001_002029,STU_INST_001_0365,Transport Fee,2024-25,Q4,2025-11-02,17922,8961,8961,Partial,2025-06-06,DD,0
FEE_INST_001_002030,STU_INST_001_0366,Admission Fee,2024-25,Q4,2025-08-08,12976,6488,6488,Partial,2025-06-22,Card Payment,0
FEE_INST_001_002031,STU_INST_001_0366,Development Fee,2024-25,Q2,2025-10-08,6563,3281,3282,Partial,2025-08-02,Card Payment,351
FEE_INST_001_002032,STU_INST_001_0366,Activity Fee,2024-25,Q3,2025-11-16,2886,1443,1443,Partial,2025-09-02,Cash,395
FEE_INST_001_002033,STU_INST_001_0366,Sports Fee,2024-25,Q1,2025-11-22,6385,3192,3193,Partial,2025-09-15,Card Payment,0
FEE_INST_001_002034,STU_INST_001_0366,Annual Function Fee,2024-25,Q2,2025-08-07,2819,1409,1410,Partial,2025-06-06,Card Payment,0
FEE_INST_001_002035,STU_INST_001_0367,Computer Fee,2024-25,Q4,2025-08-18,2789,0,2789,Pending,,,0
FEE_INST_001_002036,STU_INST_001_0367,Development Fee,2024-25,Q4,2025-08-28,5182,0,5182,Pending,,,0
FEE_INST_001_002037,STU_INST_001_0367,Annual Function Fee,2024-25,Q3,2025-10-30,2638,0,2638,Pending,,,0
FEE_INST_001_002038,STU_INST_001_0367,Activity Fee,2024-25,Q2,2025-09-26,2450,0,2450,Pending,,,0
FEE_INST_001_002039,STU_INST_001_0367,Tuition Fee,2024-25,Q2,2025-12-04,49665,0,49665,Pending,,,0
FEE_INST_001_002040,STU_INST_001_0367,Admission Fee,2024-25,Q4,2025-08-10,6213,0,6213,Pending,,,279
FEE_INST_001_002041,STU_INST_001_0368,Development Fee,2024-25,Q1,2025-09-13,6993,3496,3497,Partial,2025-06-12,DD,219
FEE_INST_001_002042,STU_INST_001_0368,Sports Fee,2024-25,Q4,2025-11-02,5466,2733,2733,Partial,2025-08-16,Card Payment,0
FEE_INST_001_002043,STU_INST_001_0368,Library Fee,2024-25,Q2,2025-11-22,5333,2666,2667,Partial,2025-08-16,Card Payment,365
FEE_INST_001_002044,STU_INST_001_0368,Tuition Fee,2024-25,Q1,2025-11-15,25894,12947,12947,Partial,2025-09-14,Cash,0
FEE_INST_001_002045,STU_INST_001_0368,Annual Function Fee,2024-25,Q4,2025-09-27,4440,2220,2220,Partial,2025-06-26,Card Payment,0
FEE_INST_001_002046,STU_INST_001_0369,Activity Fee,2024-25,Q3,2025-11-19,4885,0,4885,Pending,,,0
FEE_INST_001_002047,STU_INST_001_0369,Library Fee,2024-25,Q3,2025-08-29,3420,0,3420,Pending,,,0
FEE_INST_001_002048,STU_INST_001_0369,Exam Fee,2024-25,Q1,2025-08-25,5223,0,5223,Pending,,,336
FEE_INST_001_002049,STU_INST_001_0369,Development Fee,2024-25,Q3,2025-11-17,6399,0,6399,Pending,,,0
FEE_INST_001_002050,STU_INST_001_0370,Development Fee,2024-25,Q2,2025-11-01,5989,5989,0,Paid,2025-06-20,Cheque,0
FEE_INST_001_002051,STU_INST_001_0370,Tuition Fee,2024-25,Q3,2025-08-31,15112,15112,0,Paid,2025-09-06,Cash,0
FEE_INST_001_002052,STU_INST_001_0370,Exam Fee,2024-25,Q1,2025-09-20,2473,2473,0,Paid,2025-06-23,UPI,0
FEE_INST_001_002053,STU_INST_001_0370,Lab Fee,2024-25,Q4,2025-09-01,6693,6693,0,Paid,2025-09-11,Online Banking,0
FEE_INST_001_002054,STU_INST_001_0370,Admission Fee,2024-25,Q1,2025-11-04,7669,7669,0,Paid,2025-07-09,Cheque,0
FEE_INST_001_002055,STU_INST_001_0370,Sports Fee,2024-25,Q4,2025-08-17,3780,3780,0,Paid,2025-08-14,UPI,0
FEE_INST_001_002056,STU_INST_001_0370,Annual Function Fee,2024-25,Q2,2025-09-09,5609,5609,0,Paid,2025-08-10,UPI,0
FEE_INST_001_002057,STU_INST_001_0371,Exam Fee,2024-25,Q4,2025-11-03,7659,0,7659,Pending,,,0
FEE_INST_001_002058,STU_INST_001_0371,Sports Fee,2024-25,Q2,2025-08-23,3996,0,3996,Pending,,,0
FEE_INST_001_002059,STU_INST_001_0371,Annual Function Fee,2024-25,Q4,2025-11-27,6916,0,6916,Pending,,,0
FEE_INST_001_002060,STU_INST_001_0371,Lab Fee,2024-25,Q1,2025-08-07,5802,0,5802,Pending,,,0
FEE_INST_001_002061,STU_INST_001_0371,Activity Fee,2024-25,Q2,2025-11-23,5107,0,5107,Pending,,,0
FEE_INST_001_002062,STU_INST_001_0371,Transport Fee,2024-25,Q3,2025-12-14,8272,0,8272,Pending,,,0
FEE_INST_001_002063,STU_INST_001_0372,Sports Fee,2024-25,Q4,2025-10-03,3645,3645,0,Paid,2025-09-14,DD,0
FEE_INST_001_002064,STU_INST_001_0372,Library Fee,2024-25,Q2,2025-10-30,2596,2596,0,Paid,2025-06-04,Online Banking,0
FEE_INST_001_002065,STU_INST_001_0372,Exam Fee,2024-25,Q3,2025-10-13,7311,7311,0,Paid,2025-07-15,Card Payment,0
FEE_INST_001_002066,STU_INST_001_0372,Activity Fee,2024-25,Q1,2025-12-11,3352,3352,0,Paid,2025-09-09,DD,0
FEE_INST_001_002067,STU_INST_001_0372,Annual Function Fee,2024-25,Q2,2025-11-03,7914,7914,0,Paid,2025-06-06,UPI,0
FEE_INST_001_002068,STU_INST_001_0372,Transport Fee,2024-25,Q2,2025-08-20,16870,16870,0,Paid,2025-05-21,Online Banking,0
FEE_INST_001_002069,STU_INST_001_0372,Computer Fee,2024-25,Q2,2025-11-11,2046,2046,0,Paid,2025-06-27,DD,0
FEE_INST_001_002070,STU_INST_001_0373,Computer Fee,2024-25,Q3,2025-10-07,6330,3165,3165,Partial,2025-06-28,UPI,460
FEE_INST_001_002071,STU_INST_001_0373,Annual Function Fee,2024-25,Q4,2025-08-09,5045,2522,2523,Partial,2025-05-25,Card Payment,0
FEE_INST_001_002072,STU_INST_001_0373,Library Fee,2024-25,Q3,2025-11-05,6043,3021,3022,Partial,2025-07-26,DD,0
FEE_INST_001_002073,STU_INST_001_0373,Activity Fee,2024-25,Q1,2025-09-13,4475,2237,2238,Partial,2025-08-04,Card Payment,0
FEE_INST_001_002074,STU_INST_001_0374,Transport Fee,2024-25,Q1,2025-08-11,11658,0,11658,Pending,,,0
FEE_INST_001_002075,STU_INST_001_0374,Tuition Fee,2024-25,Q4,2025-09-23,24883,0,24883,Pending,,,0
FEE_INST_001_002076,STU_INST_001_0374,Sports Fee,2024-25,Q1,2025-11-17,5907,0,5907,Pending,,,0
FEE_INST_001_002077,STU_INST_001_0374,Library Fee,2024-25,Q2,2025-11-25,5921,0,5921,Pending,,,0
FEE_INST_001_002078,STU_INST_001_0374,Activity Fee,2024-25,Q2,2025-10-26,5508,0,5508,Pending,,,477
FEE_INST_001_002079,STU_INST_001_0375,Tuition Fee,2024-25,Q1,2025-11-06,24077,24077,0,Paid,2025-06-04,DD,0
FEE_INST_001_002080,STU_INST_001_0375,Transport Fee,2024-25,Q4,2025-09-30,8291,8291,0,Paid,2025-08-28,Cheque,0
FEE_INST_001_002081,STU_INST_001_0375,Annual Function Fee,2024-25,Q4,2025-12-04,5479,5479,0,Paid,2025-06-22,UPI,0
FEE_INST_001_002082,STU_INST_001_0375,Admission Fee,2024-25,Q1,2025-10-06,12190,12190,0,Paid,2025-06-09,DD,0
FEE_INST_001_002083,STU_INST_001_0375,Exam Fee,2024-25,Q3,2025-08-20,4091,4091,0,Paid,2025-07-26,UPI,0
FEE_INST_001_002084,STU_INST_001_0375,Library Fee,2024-25,Q2,2025-11-29,2268,2268,0,Paid,2025-07-31,Cheque,0
FEE_INST_001_002085,STU_INST_001_0375,Development Fee,2024-25,Q4,2025-09-27,4048,4048,0,Paid,2025-09-01,Card Payment,0
FEE_INST_001_002086,STU_INST_001_0376,Lab Fee,2024-25,Q3,2025-09-19,3927,1963,1964,Partial,2025-07-24,Cheque,0
FEE_INST_001_002087,STU_INST_001_0376,Library Fee,2024-25,Q3,2025-10-16,4687,2343,2344,Partial,2025-07-09,Cash,0
FEE_INST_001_002088,STU_INST_001_0376,Exam Fee,2024-25,Q2,2025-11-30,3879,1939,1940,Partial,2025-08-24,DD,0
FEE_INST_001_002089,STU_INST_001_0376,Tuition Fee,2024-25,Q4,2025-11-19,25774,12887,12887,Partial,2025-06-22,Online Banking,0
FEE_INST_001_002090,STU_INST_001_0376,Computer Fee,2024-25,Q3,2025-12-05,2062,1031,1031,Partial,2025-06-08,DD,0
FEE_INST_001_002091,STU_INST_001_0376,Sports Fee,2024-25,Q1,2025-08-02,5409,2704,2705,Partial,2025-08-03,Card Payment,0
FEE_INST_001_002092,STU_INST_001_0377,Computer Fee,2024-25,Q3,2025-09-18,5463,0,5463,Pending,,,161
FEE_INST_001_002093,STU_INST_001_0377,Sports Fee,2024-25,Q1,2025-08-16,2098,0,2098,Pending,,,0
FEE_INST_001_002094,STU_INST_001_0377,Library Fee,2024-25,Q3,2025-09-16,6472,0,6472,Pending,,,0
FEE_INST_001_002095,STU_INST_001_0377,Tuition Fee,2024-25,Q3,2025-09-02,47073,0,47073,Pending,,,0
FEE_INST_001_002096,STU_INST_001_0378,Development Fee,2024-25,Q4,2025-09-04,2313,0,2313,Pending,,,0
FEE_INST_001_002097,STU_INST_001_0378,Library Fee,2024-25,Q3,2025-11-05,2214,0,2214,Pending,,,0
FEE_INST_001_002098,STU_INST_001_0378,Sports Fee,2024-25,Q1,2025-09-17,7510,0,7510,Pending,,,247
FEE_INST_001_002099,STU_INST_001_0378,Activity Fee,2024-25,Q4,2025-09-30,2289,0,2289,Pending,,,0
FEE_INST_001_002100,STU_INST_001_0378,Lab Fee,2024-25,Q2,2025-08-20,4364,0,4364,Pending,,,354
FEE_INST_001_002101,STU_INST_001_0379,Sports Fee,2024-25,Q2,2025-12-06,4372,4372,0,Paid,2025-06-07,Card Payment,0
FEE_INST_001_002102,STU_INST_001_0379,Lab Fee,2024-25,Q3,2025-10-05,7732,7732,0,Paid,2025-05-24,DD,0
FEE_INST_001_002103,STU_INST_001_0379,Activity Fee,2024-25,Q1,2025-08-21,4896,4896,0,Paid,2025-06-25,Cheque,0
FEE_INST_001_002104,STU_INST_001_0379,Exam Fee,2024-25,Q4,2025-09-11,2715,2715,0,Paid,2025-08-09,DD,0
FEE_INST_001_002105,STU_INST_001_0379,Library Fee,2024-25,Q3,2025-08-23,2340,2340,0,Paid,2025-08-13,Cheque,0
FEE_INST_001_002106,STU_INST_001_0380,Annual Function Fee,2024-25,Q1,2025-08-15,2151,0,2151,Pending,,,0
FEE_INST_001_002107,STU_INST_001_0380,Library Fee,2024-25,Q4,2025-11-25,2393,0,2393,Pending,,,102
FEE_INST_001_002108,STU_INST_001_0380,Activity Fee,2024-25,Q4,2025-09-29,5381,0,5381,Pending,,,412
FEE_INST_001_002109,STU_INST_001_0380,Sports Fee,2024-25,Q1,2025-10-17,2861,0,2861,Pending,,,0
FEE_INST_001_002110,STU_INST_001_0380,Admission Fee,2024-25,Q4,2025-10-24,14944,0,14944,Pending,,,0
FEE_INST_001_002111,STU_INST_001_0381,Exam Fee,2024-25,Q1,2025-08-18,7230,7230,0,Paid,2025-07-04,Card Payment,0
FEE_INST_001_002112,STU_INST_001_0381,Tuition Fee,2024-25,Q2,2025-10-21,24456,24456,0,Paid,2025-07-05,Cheque,0
FEE_INST_001_002113,STU_INST_001_0381,Library Fee,2024-25,Q4,2025-11-16,2074,2074,0,Paid,2025-08-22,DD,0
FEE_INST_001_002114,STU_INST_001_0381,Transport Fee,2024-25,Q4,2025-08-31,17689,17689,0,Paid,2025-07-06,Cheque,0
FEE_INST_001_002115,STU_INST_001_0381,Annual Function Fee,2024-25,Q3,2025-12-12,5887,5887,0,Paid,2025-09-05,Cash,0
FEE_INST_001_002116,STU_INST_001_0381,Sports Fee,2024-25,Q4,2025-08-27,6993,6993,0,Paid,2025-07-03,UPI,0
FEE_INST_001_002117,STU_INST_001_0382,Admission Fee,2024-25,Q4,2025-11-20,8011,0,8011,Pending,,,0
FEE_INST_001_002118,STU_INST_001_0382,Exam Fee,2024-25,Q4,2025-11-23,7304,0,7304,Pending,,,0
FEE_INST_001_002119,STU_INST_001_0382,Library Fee,2024-25,Q4,2025-10-09,5618,0,5618,Pending,,,0
FEE_INST_001_002120,STU_INST_001_0382,Activity Fee,2024-25,Q4,2025-12-04,3340,0,3340,Pending,,,111
FEE_INST_001_002121,STU_INST_001_0382,Computer Fee,2024-25,Q4,2025-09-04,7251,0,7251,Pending,,,307
FEE_INST_001_002122,STU_INST_001_0382,Transport Fee,2024-25,Q2,2025-12-07,11481,0,11481,Pending,,,0
FEE_INST_001_002123,STU_INST_001_0382,Tuition Fee,2024-25,Q1,2025-10-14,25351,0,25351,Pending,,,0
FEE_INST_001_002124,STU_INST_001_0383,Development Fee,2024-25,Q1,2025-11-15,7404,0,7404,Pending,,,0
FEE_INST_001_002125,STU_INST_001_0383,Lab Fee,2024-25,Q1,2025-10-22,7084,0,7084,Pending,,,0
FEE_INST_001_002126,STU_INST_001_0383,Tuition Fee,2024-25,Q3,2025-10-13,48352,0,48352,Pending,,,362
FEE_INST_001_002127,STU_INST_001_0383,Computer Fee,2024-25,Q4,2025-11-20,4980,0,4980,Pending,,,0
FEE_INST_001_002128,STU_INST_001_0383,Sports Fee,2024-25,Q2,2025-10-10,6234,0,6234,Pending,,,0
FEE_INST_001_002129,STU_INST_001_0384,Annual Function Fee,2024-25,Q2,2025-12-02,6237,3118,3119,Partial,2025-06-17,Card Payment,0
FEE_INST_001_002130,STU_INST_001_0384,Exam Fee,2024-25,Q3,2025-09-07,7984,3992,3992,Partial,2025-07-02,UPI,0
FEE_INST_001_002131,STU_INST_001_0384,Development Fee,2024-25,Q1,2025-10-25,2928,1464,1464,Partial,2025-06-14,Cheque,207
FEE_INST_001_002132,STU_INST_001_0384,Transport Fee,2024-25,Q2,2025-10-11,16942,8471,8471,Partial,2025-06-13,DD,0
FEE_INST_001_002133,STU_INST_001_0385,Activity Fee,2024-25,Q2,2025-08-14,6950,3475,3475,Partial,2025-07-31,UPI,0
FEE_INST_001_002134,STU_INST_001_0385,Annual Function Fee,2024-25,Q3,2025-10-25,2240,1120,1120,Partial,2025-07-14,UPI,0
FEE_INST_001_002135,STU_INST_001_0385,Library Fee,2024-25,Q1,2025-08-04,4597,2298,2299,Partial,2025-08-04,Cheque,0
FEE_INST_001_002136,STU_INST_001_0385,Exam Fee,2024-25,Q1,2025-10-28,6765,3382,3383,Partial,2025-07-12,Online Banking,0
FEE_INST_001_002137,STU_INST_001_0386,Transport Fee,2024-25,Q3,2025-09-10,17118,0,17118,Pending,,,200
FEE_INST_001_002138,STU_INST_001_0386,Activity Fee,2024-25,Q1,2025-12-09,7366,0,7366,Pending,,,0
FEE_INST_001_002139,STU_INST_001_0386,Computer Fee,2024-25,Q4,2025-12-07,4542,0,4542,Pending,,,0
FEE_INST_001_002140,STU_INST_001_0386,Annual Function Fee,2024-25,Q1,2025-08-12,6946,0,6946,Pending,,,0
FEE_INST_001_002141,STU_INST_001_0386,Library Fee,2024-25,Q4,2025-09-07,2745,0,2745,Pending,,,411
FEE_INST_001_002142,STU_INST_001_0387,Exam Fee,2024-25,Q4,2025-12-14,2323,2323,0,Paid,2025-05-24,Online Banking,0
FEE_INST_001_002143,STU_INST_001_0387,Computer Fee,2024-25,Q2,2025-10-27,5368,5368,0,Paid,2025-05-31,Cheque,0
FEE_INST_001_002144,STU_INST_001_0387,Lab Fee,2024-25,Q4,2025-11-15,2012,2012,0,Paid,2025-07-04,DD,0
FEE_INST_001_002145,STU_INST_001_0387,Sports Fee,2024-25,Q1,2025-09-18,5199,5199,0,Paid,2025-08-10,Cash,0
FEE_INST_001_002146,STU_INST_001_0388,Annual Function Fee,2024-25,Q1,2025-09-06,2811,2811,0,Paid,2025-09-11,UPI,0
FEE_INST_001_002147,STU_INST_001_0388,Sports Fee,2024-25,Q4,2025-08-13,3420,3420,0,Paid,2025-08-25,Cheque,0
FEE_INST_001_002148,STU_INST_001_0388,Development Fee,2024-25,Q2,2025-10-29,4216,4216,0,Paid,2025-07-21,Cheque,0
FEE_INST_001_002149,STU_INST_001_0388,Exam Fee,2024-25,Q3,2025-12-05,3090,3090,0,Paid,2025-06-01,UPI,0
FEE_INST_001_002150,STU_INST_001_0388,Transport Fee,2024-25,Q4,2025-11-26,8678,8678,0,Paid,2025-08-22,DD,0
FEE_INST_001_002151,STU_INST_001_0388,Lab Fee,2024-25,Q1,2025-08-21,3965,3965,0,Paid,2025-08-11,DD,0
FEE_INST_001_002152,STU_INST_001_0388,Admission Fee,2024-25,Q4,2025-10-02,7262,7262,0,Paid,2025-05-23,DD,0
FEE_INST_001_002153,STU_INST_001_0389,Annual Function Fee,2024-25,Q2,2025-09-17,5949,2974,2975,Partial,2025-07-28,Cheque,0
FEE_INST_001_002154,STU_INST_001_0389,Computer Fee,2024-25,Q3,2025-09-24,4045,2022,2023,Partial,2025-08-02,Cheque,0
FEE_INST_001_002155,STU_INST_001_0389,Transport Fee,2024-25,Q4,2025-10-30,15299,7649,7650,Partial,2025-07-04,Card Payment,0
FEE_INST_001_002156,STU_INST_001_0389,Tuition Fee,2024-25,Q3,2025-08-31,23932,11966,11966,Partial,2025-08-04,Cash,186
FEE_INST_001_002157,STU_INST_001_0390,Transport Fee,2024-25,Q3,2025-09-11,12278,6139,6139,Partial,2025-09-04,Online Banking,248
FEE_INST_001_002158,STU_INST_001_0390,Exam Fee,2024-25,Q4,2025-10-26,5872,2936,2936,Partial,2025-08-21,UPI,0
FEE_INST_001_002159,STU_INST_001_0390,Admission Fee,2024-25,Q3,2025-10-29,8030,4015,4015,Partial,2025-09-13,Cheque,0
FEE_INST_001_002160,STU_INST_001_0390,Computer Fee,2024-25,Q1,2025-11-09,6532,3266,3266,Partial,2025-08-29,Cash,0
FEE_INST_001_002161,STU_INST_001_0390,Tuition Fee,2024-25,Q1,2025-08-13,35121,17560,17561,Partial,2025-06-25,Cash,0
FEE_INST_001_002162,STU_INST_001_0391,Development Fee,2024-25,Q4,2025-11-20,5728,2864,2864,Partial,2025-06-22,Online Banking,0
FEE_INST_001_002163,STU_INST_001_0391,Lab Fee,2024-25,Q4,2025-11-02,3592,1796,1796,Partial,2025-08-30,Cheque,0
FEE_INST_001_002164,STU_INST_001_0391,Admission Fee,2024-25,Q2,2025-08-13,10778,5389,5389,Partial,2025-06-06,DD,0
FEE_INST_001_002165,STU_INST_001_0391,Sports Fee,2024-25,Q2,2025-08-19,4393,2196,2197,Partial,2025-08-13,Card Payment,252
FEE_INST_001_002166,STU_INST_001_0391,Library Fee,2024-25,Q3,2025-08-31,2019,1009,1010,Partial,2025-06-17,Card Payment,0
FEE_INST_001_002167,STU_INST_001_0392,Transport Fee,2024-25,Q1,2025-11-17,15881,7940,7941,Partial,2025-07-09,Online Banking,0
FEE_INST_001_002168,STU_INST_001_0392,Lab Fee,2024-25,Q3,2025-09-13,5544,2772,2772,Partial,2025-08-10,Card Payment,289
FEE_INST_001_002169,STU_INST_001_0392,Annual Function Fee,2024-25,Q2,2025-09-20,5189,2594,2595,Partial,2025-08-18,UPI,0
FEE_INST_001_002170,STU_INST_001_0392,Activity Fee,2024-25,Q1,2025-12-02,4834,2417,2417,Partial,2025-05-31,Online Banking,440
FEE_INST_001_002171,STU_INST_001_0393,Exam Fee,2024-25,Q2,2025-08-16,7592,7592,0,Paid,2025-09-03,Card Payment,0
FEE_INST_001_002172,STU_INST_001_0393,Development Fee,2024-25,Q4,2025-11-24,2533,2533,0,Paid,2025-08-01,Cash,0
FEE_INST_001_002173,STU_INST_001_0393,Transport Fee,2024-25,Q3,2025-10-27,13428,13428,0,Paid,2025-06-05,UPI,0
FEE_INST_001_002174,STU_INST_001_0393,Library Fee,2024-25,Q3,2025-09-11,6866,6866,0,Paid,2025-07-26,Online Banking,0
FEE_INST_001_002175,STU_INST_001_0393,Tuition Fee,2024-25,Q4,2025-10-27,21724,21724,0,Paid,2025-08-24,Online Banking,0
FEE_INST_001_002176,STU_INST_001_0393,Admission Fee,2024-25,Q4,2025-11-26,7625,7625,0,Paid,2025-05-20,Online Banking,0
