fee_id,student_id,fee_type,academic_year,quarter,due_date,amount_due,amount_paid,balance,payment_status,last_payment_date,payment_method,late_fee
FEE_INST_002_002769,STU_INST_002_0503,Activity Fee,2024-25,Q1,2025-08-13,6350,0,6350,Pending,,,0
FEE_INST_002_002770,STU_INST_002_0503,Transport Fee,2024-25,Q4,2025-10-05,16406,0,16406,Pending,,,0
FEE_INST_002_002771,STU_INST_002_0504,Lab Fee,2024-25,Q3,2025-08-26,3060,1530,1530,Partial,2025-07-20,Card Payment,405
FEE_INST_002_002772,STU_INST_002_0504,Computer Fee,2024-25,Q1,2025-09-10,7396,3698,3698,Partial,2025-05-21,Card Payment,0
FEE_INST_002_002773,STU_INST_002_0504,Annual Function Fee,2024-25,Q2,2025-08-10,6642,3321,3321,Partial,2025-07-21,UPI,202
FEE_INST_002_002774,STU_INST_002_0504,Admission Fee,2024-25,Q4,2025-11-22,14221,7110,7111,Partial,2025-06-30,Card Payment,257
FEE_INST_002_002775,STU_INST_002_0504,Development Fee,2024-25,Q4,2025-11-12,7657,3828,3829,Partial,2025-05-26,DD,0
FEE_INST_002_002776,STU_INST_002_0504,Activity Fee,2024-25,Q4,2025-08-06,3305,1652,1653,Partial,2025-08-02,DD,0
FEE_INST_002_002777,STU_INST_002_0505,Development Fee,2024-25,Q2,2025-09-01,6879,6879,0,Paid,2025-06-13,Card Payment,0
FEE_INST_002_002778,STU_INST_002_0505,Tuition Fee,2024-25,Q3,2025-10-07,40268,40268,0,Paid,2025-08-04,Card Payment,0
FEE_INST_002_002779,STU_INST_002_0505,Sports Fee,2024-25,Q2,2025-10-24,5707,5707,0,Paid,2025-07-08,DD,0
FEE_INST_002_002780,STU_INST_002_0505,Computer Fee,2024-25,Q1,2025-10-10,6046,6046,0,Paid,2025-07-27,Cash,0
FEE_INST_002_002781,STU_INST_002_0506,Tuition Fee,2024-25,Q2,2025-09-16,36596,18298,18298,Partial,2025-09-10,DD,0
FEE_INST_002_002782,STU_INST_002_0506,Computer Fee,2024-25,Q1,2025-12-11,7683,3841,3842,Partial,2025-07-26,Card Payment,366
FEE_INST_002_002783,STU_INST_002_0506,Admission Fee,2024-25,Q4,2025-11-30,9168,4584,4584,Partial,2025-08-23,Cheque,0
FEE_INST_002_002784,STU_INST_002_0506,Transport Fee,2024-25,Q2,2025-10-06,13477,6738,6739,Partial,2025-08-06,UPI,242
FEE_INST_002_002785,STU_INST_002_0506,Sports Fee,2024-25,Q2,2025-09-27,3399,1699,1700,Partial,2025-09-05,Online Banking,0
FEE_INST_002_002786,STU_INST_002_0506,Development Fee,2024-25,Q4,2025-11-01,7364,3682,3682,Partial,2025-08-22,Card Payment,0
FEE_INST_002_002787,STU_INST_002_0506,Annual Function Fee,2024-25,Q3,2025-08-10,3956,1978,1978,Partial,2025-08-04,Online Banking,0
FEE_INST_002_002788,STU_INST_002_0507,Computer Fee,2024-25,Q2,2025-12-02,3659,3659,0,Paid,2025-06-04,Card Payment,0
FEE_INST_002_002789,STU_INST_002_0507,Tuition Fee,2024-25,Q3,2025-12-02,24074,24074,0,Paid,2025-06-13,Card Payment,0
FEE_INST_002_002790,STU_INST_002_0507,Library Fee,2024-25,Q2,2025-09-18,6750,6750,0,Paid,2025-08-05,Cash,0
FEE_INST_002_002791,STU_INST_002_0507,Exam Fee,2024-25,Q3,2025-11-04,5081,5081,0,Paid,2025-09-05,Cheque,0
FEE_INST_002_002792,STU_INST_002_0508,Tuition Fee,2024-25,Q1,2025-08-25,49088,24544,24544,Partial,2025-09-05,Cheque,0
FEE_INST_002_002793,STU_INST_002_0508,Sports Fee,2024-25,Q1,2025-08-02,6680,3340,3340,Partial,2025-05-20,Online Banking,0
FEE_INST_002_002794,STU_INST_002_0508,Annual Function Fee,2024-25,Q3,2025-09-26,6518,3259,3259,Partial,2025-07-16,DD,0
FEE_INST_002_002795,STU_INST_002_0508,Library Fee,2024-25,Q2,2025-10-16,6354,3177,3177,Partial,2025-06-03,Cheque,0
FEE_INST_002_002796,STU_INST_002_0508,Transport Fee,2024-25,Q1,2025-10-19,14487,7243,7244,Partial,2025-08-11,Cheque,442
FEE_INST_002_002797,STU_INST_002_0509,Development Fee,2024-25,Q1,2025-11-01,2317,1158,1159,Partial,2025-08-06,Cash,267
FEE_INST_002_002798,STU_INST_002_0509,Computer Fee,2024-25,Q2,2025-08-24,7643,3821,3822,Partial,2025-05-30,Cash,0
FEE_INST_002_002799,STU_INST_002_0509,Library Fee,2024-25,Q2,2025-11-30,4885,2442,2443,Partial,2025-06-16,Card Payment,431
FEE_INST_002_002800,STU_INST_002_0509,Exam Fee,2024-25,Q1,2025-10-09,4791,2395,2396,Partial,2025-06-07,DD,0
FEE_INST_002_002801,STU_INST_002_0509,Lab Fee,2024-25,Q2,2025-12-11,6488,3244,3244,Partial,2025-09-14,Cheque,0
FEE_INST_002_002802,STU_INST_002_0510,Computer Fee,2024-25,Q3,2025-12-02,6626,6626,0,Paid,2025-06-14,Cash,0
FEE_INST_002_002803,STU_INST_002_0510,Annual Function Fee,2024-25,Q3,2025-08-30,6378,6378,0,Paid,2025-08-27,DD,0
FEE_INST_002_002804,STU_INST_002_0510,Tuition Fee,2024-25,Q2,2025-11-15,43653,43653,0,Paid,2025-08-04,Online Banking,0
FEE_INST_002_002805,STU_INST_002_0510,Lab Fee,2024-25,Q2,2025-09-07,5776,5776,0,Paid,2025-09-01,Cash,0
FEE_INST_002_002806,STU_INST_002_0511,Computer Fee,2024-25,Q3,2025-08-04,5227,5227,0,Paid,2025-07-24,UPI,0
FEE_INST_002_002807,STU_INST_002_0511,Development Fee,2024-25,Q3,2025-09-15,7959,7959,0,Paid,2025-06-25,Online Banking,0
FEE_INST_002_002808,STU_INST_002_0511,Exam Fee,2024-25,Q1,2025-10-24,2687,2687,0,Paid,2025-07-14,Cheque,0
FEE_INST_002_002809,STU_INST_002_0511,Annual Function Fee,2024-25,Q2,2025-11-22,5803,5803,0,Paid,2025-07-06,UPI,0
FEE_INST_002_002810,STU_INST_002_0511,Tuition Fee,2024-25,Q3,2025-08-02,23954,23954,0,Paid,2025-06-30,Cash,0
FEE_INST_002_002811,STU_INST_002_0511,Lab Fee,2024-25,Q3,2025-08-04,7010,7010,0,Paid,2025-06-08,DD,0
FEE_INST_002_002812,STU_INST_002_0511,Sports Fee,2024-25,Q1,2025-10-22,2812,2812,0,Paid,2025-08-24,Online Banking,0
FEE_INST_002_002813,STU_INST_002_0512,Sports Fee,2024-25,Q2,2025-09-19,6949,6949,0,Paid,2025-08-13,Cheque,0
FEE_INST_002_002814,STU_INST_002_0512,Activity Fee,2024-25,Q3,2025-08-07,7014,7014,0,Paid,2025-05-24,Cash,0
FEE_INST_002_002815,STU_INST_002_0512,Library Fee,2024-25,Q3,2025-10-16,7538,7538,0,Paid,2025-08-18,UPI,0
FEE_INST_002_002816,STU_INST_002_0512,Development Fee,2024-25,Q3,2025-11-13,6996,6996,0,Paid,2025-06-07,UPI,0
FEE_INST_002_002817,STU_INST_002_0512,Transport Fee,2024-25,Q4,2025-12-12,8639,8639,0,Paid,2025-06-04,UPI,0
FEE_INST_002_002818,STU_INST_002_0513,Annual Function Fee,2024-25,Q2,2025-11-24,2072,0,2072,Pending,,,0
FEE_INST_002_002819,STU_INST_002_0513,Activity Fee,2024-25,Q1,2025-11-10,2229,0,2229,Pending,,,0
FEE_INST_002_002820,STU_INST_002_0513,Tuition Fee,2024-25,Q2,2025-10-18,45059,0,45059,Pending,,,294
FEE_INST_002_002821,STU_INST_002_0513,Sports Fee,2024-25,Q2,2025-11-02,6808,0,6808,Pending,,,0
FEE_INST_002_002822,STU_INST_002_0514,Development Fee,2024-25,Q1,2025-11-02,4527,0,4527,Pending,,,0
FEE_INST_002_002823,STU_INST_002_0514,Tuition Fee,2024-25,Q1,2025-11-21,35275,0,35275,Pending,,,300
FEE_INST_002_002824,STU_INST_002_0514,Admission Fee,2024-25,Q2,2025-11-05,5106,0,5106,Pending,,,0
FEE_INST_002_002825,STU_INST_002_0514,Lab Fee,2024-25,Q2,2025-09-13,6093,0,6093,Pending,,,0
FEE_INST_002_002826,STU_INST_002_0514,Activity Fee,2024-25,Q4,2025-08-22,3437,0,3437,Pending,,,197
FEE_INST_002_002827,STU_INST_002_0514,Computer Fee,2024-25,Q3,2025-09-06,3777,0,3777,Pending,,,0
FEE_INST_002_002828,STU_INST_002_0515,Development Fee,2024-25,Q4,2025-09-29,3122,0,3122,Pending,,,0
FEE_INST_002_002829,STU_INST_002_0515,Admission Fee,2024-25,Q4,2025-12-02,6935,0,6935,Pending,,,0
FEE_INST_002_002830,STU_INST_002_0515,Transport Fee,2024-25,Q1,2025-08-12,15910,0,15910,Pending,,,461
FEE_INST_002_002831,STU_INST_002_0515,Sports Fee,2024-25,Q3,2025-09-09,5726,0,5726,Pending,,,0
FEE_INST_002_002832,STU_INST_002_0515,Activity Fee,2024-25,Q2,2025-10-07,2325,0,2325,Pending,,,0
FEE_INST_002_002833,STU_INST_002_0516,Sports Fee,2024-25,Q1,2025-10-22,6465,3232,3233,Partial,2025-05-22,Online Banking,0
FEE_INST_002_002834,STU_INST_002_0516,Admission Fee,2024-25,Q1,2025-09-13,10063,5031,5032,Partial,2025-09-11,Online Banking,378
FEE_INST_002_002835,STU_INST_002_0516,Library Fee,2024-25,Q2,2025-08-15,5308,2654,2654,Partial,2025-07-09,UPI,0
FEE_INST_002_002836,STU_INST_002_0516,Annual Function Fee,2024-25,Q2,2025-10-14,2258,1129,1129,Partial,2025-06-14,DD,0
FEE_INST_002_002837,STU_INST_002_0516,Transport Fee,2024-25,Q4,2025-08-15,13276,6638,6638,Partial,2025-08-01,DD,0
FEE_INST_002_002838,STU_INST_002_0516,Exam Fee,2024-25,Q2,2025-09-26,3079,1539,1540,Partial,2025-08-06,Cash,412
FEE_INST_002_002839,STU_INST_002_0516,Development Fee,2024-25,Q1,2025-11-08,5656,2828,2828,Partial,2025-06-13,Card Payment,374
FEE_INST_002_002840,STU_INST_002_0517,Annual Function Fee,2024-25,Q4,2025-12-08,5319,0,5319,Pending,,,0
FEE_INST_002_002841,STU_INST_002_0517,Admission Fee,2024-25,Q4,2025-08-30,10296,0,10296,Pending,,,0
FEE_INST_002_002842,STU_INST_002_0517,Activity Fee,2024-25,Q3,2025-08-19,2142,0,2142,Pending,,,354
FEE_INST_002_002843,STU_INST_002_0517,Lab Fee,2024-25,Q2,2025-08-09,3033,0,3033,Pending,,,276
FEE_INST_002_002844,STU_INST_002_0518,Development Fee,2024-25,Q2,2025-11-10,6261,0,6261,Pending,,,0
FEE_INST_002_002845,STU_INST_002_0518,Library Fee,2024-25,Q2,2025-09-09,3932,0,3932,Pending,,,0
FEE_INST_002_002846,STU_INST_002_0518,Lab Fee,2024-25,Q1,2025-11-17,2434,0,2434,Pending,,,124
FEE_INST_002_002847,STU_INST_002_0518,Admission Fee,2024-25,Q1,2025-11-14,12096,0,12096,Pending,,,0
FEE_INST_002_002848,STU_INST_002_0519,Admission Fee,2024-25,Q2,2025-09-16,14386,14386,0,Paid,2025-09-15,Online Banking,0
FEE_INST_002_002849,STU_INST_002_0519,Development Fee,2024-25,Q1,2025-10-03,5877,5877,0,Paid,2025-06-10,Cheque,0
FEE_INST_002_002850,STU_INST_002_0519,Annual Function Fee,2024-25,Q4,2025-10-16,4618,4618,0,Paid,2025-06-27,UPI,0
FEE_INST_002_002851,STU_INST_002_0519,Computer Fee,2024-25,Q1,2025-10-27,5057,5057,0,Paid,2025-05-19,Cheque,0
FEE_INST_002_002852,STU_INST_002_0519,Sports Fee,2024-25,Q1,2025-10-22,2148,2148,0,Paid,2025-09-03,Cash,0
FEE_INST_002_002853,STU_INST_002_0519,Transport Fee,2024-25,Q1,2025-08-23,13473,13473,0,Paid,2025-07-14,Cash,0
FEE_INST_002_002854,STU_INST_002_0519,Library Fee,2024-25,Q2,2025-12-05,2820,2820,0,Paid,2025-05-20,Cash,0
FEE_INST_002_002855,STU_INST_002_0520,Sports Fee,2024-25,Q1,2025-10-21,7298,3649,3649,Partial,2025-07-24,Cheque,0
FEE_INST_002_002856,STU_INST_002_0520,Transport Fee,2024-25,Q3,2025-11-06,14593,7296,7297,Partial,2025-09-13,Cash,146
FEE_INST_002_002857,STU_INST_002_0520,Admission Fee,2024-25,Q1,2025-08-12,14538,7269,7269,Partial,2025-06-08,UPI,216
FEE_INST_002_002858,STU_INST_002_0520,Computer Fee,2024-25,Q2,2025-12-11,7998,3999,3999,Partial,2025-07-29,UPI,0
FEE_INST_002_002859,STU_INST_002_0520,Development Fee,2024-25,Q3,2025-09-01,3855,1927,1928,Partial,2025-06-25,UPI,174
FEE_INST_002_002860,STU_INST_002_0521,Development Fee,2024-25,Q4,2025-12-05,7735,0,7735,Pending,,,0
FEE_INST_002_002861,STU_INST_002_0521,Transport Fee,2024-25,Q2,2025-12-06,18566,0,18566,Pending,,,410
FEE_INST_002_002862,STU_INST_002_0521,Activity Fee,2024-25,Q4,2025-08-29,2626,0,2626,Pending,,,275
FEE_INST_002_002863,STU_INST_002_0521,Admission Fee,2024-25,Q2,2025-09-21,13393,0,13393,Pending,,,0
FEE_INST_002_002864,STU_INST_002_0522,Admission Fee,2024-25,Q1,2025-11-28,11683,5841,5842,Partial,2025-07-28,DD,0
FEE_INST_002_002865,STU_INST_002_0522,Exam Fee,2024-25,Q3,2025-11-19,5340,2670,2670,Partial,2025-07-01,Cheque,345
FEE_INST_002_002866,STU_INST_002_0522,Annual Function Fee,2024-25,Q2,2025-11-26,7217,3608,3609,Partial,2025-07-04,Cheque,232
FEE_INST_002_002867,STU_INST_002_0522,Activity Fee,2024-25,Q3,2025-08-27,6172,3086,3086,Partial,2025-07-17,Card Payment,273
FEE_INST_002_002868,STU_INST_002_0522,Development Fee,2024-25,Q4,2025-10-15,3576,1788,1788,Partial,2025-08-03,DD,297
FEE_INST_002_002869,STU_INST_002_0523,Lab Fee,2024-25,Q3,2025-11-08,5677,5677,0,Paid,2025-09-12,Card Payment,0
FEE_INST_002_002870,STU_INST_002_0523,Admission Fee,2024-25,Q3,2025-11-07,7217,7217,0,Paid,2025-08-20,UPI,0
FEE_INST_002_002871,STU_INST_002_0523,Exam Fee,2024-25,Q4,2025-08-11,3804,3804,0,Paid,2025-08-06,DD,0
FEE_INST_002_002872,STU_INST_002_0523,Transport Fee,2024-25,Q4,2025-11-08,18947,18947,0,Paid,2025-07-26,Online Banking,0
FEE_INST_002_002873,STU_INST_002_0524,Library Fee,2024-25,Q4,2025-12-14,2612,2612,0,Paid,2025-06-08,UPI,0
FEE_INST_002_002874,STU_INST_002_0524,Lab Fee,2024-25,Q4,2025-08-20,5517,5517,0,Paid,2025-05-31,Cheque,0
FEE_INST_002_002875,STU_INST_002_0524,Activity Fee,2024-25,Q4,2025-11-29,3179,3179,0,Paid,2025-08-22,Online Banking,0
FEE_INST_002_002876,STU_INST_002_0524,Admission Fee,2024-25,Q3,2025-09-28,11836,11836,0,Paid,2025-06-27,Cheque,0
FEE_INST_002_002877,STU_INST_002_0524,Tuition Fee,2024-25,Q3,2025-08-05,42411,42411,0,Paid,2025-08-05,Cash,0
FEE_INST_002_002878,STU_INST_002_0525,Tuition Fee,2024-25,Q3,2025-09-19,44318,0,44318,Pending,,,398
FEE_INST_002_002879,STU_INST_002_0525,Sports Fee,2024-25,Q3,2025-11-25,2353,0,2353,Pending,,,136
FEE_INST_002_002880,STU_INST_002_0525,Transport Fee,2024-25,Q3,2025-10-25,16012,0,16012,Pending,,,0
FEE_INST_002_002881,STU_INST_002_0525,Activity Fee,2024-25,Q1,2025-08-06,3723,0,3723,Pending,,,0
FEE_INST_002_002882,STU_INST_002_0525,Library Fee,2024-25,Q4,2025-10-31,2646,0,2646,Pending,,,0
FEE_INST_002_002883,STU_INST_002_0525,Annual Function Fee,2024-25,Q2,2025-12-09,5839,0,5839,Pending,,,0
FEE_INST_002_002884,STU_INST_002_0526,Sports Fee,2024-25,Q1,2025-08-06,3565,1782,1783,Partial,2025-06-01,Online Banking,0
FEE_INST_002_002885,STU_INST_002_0526,Lab Fee,2024-25,Q4,2025-10-21,6714,3357,3357,Partial,2025-07-26,Card Payment,0
FEE_INST_002_002886,STU_INST_002_0526,Tuition Fee,2024-25,Q2,2025-08-20,20705,10352,10353,Partial,2025-06-06,Cheque,0
FEE_INST_002_002887,STU_INST_002_0526,Admission Fee,2024-25,Q3,2025-08-31,12932,6466,6466,Partial,2025-05-22,Cash,0
FEE_INST_002_002888,STU_INST_002_0526,Exam Fee,2024-25,Q2,2025-11-04,5259,2629,2630,Partial,2025-08-19,Card Payment,0
FEE_INST_002_002889,STU_INST_002_0527,Tuition Fee,2024-25,Q3,2025-09-17,21034,10517,10517,Partial,2025-06-15,DD,0
FEE_INST_002_002890,STU_INST_002_0527,Development Fee,2024-25,Q4,2025-10-27,6264,3132,3132,Partial,2025-06-04,Online Banking,390
FEE_INST_002_002891,STU_INST_002_0527,Annual Function Fee,2024-25,Q1,2025-09-13,5949,2974,2975,Partial,2025-07-11,Card Payment,295
FEE_INST_002_002892,STU_INST_002_0527,Library Fee,2024-25,Q2,2025-09-23,2988,1494,1494,Partial,2025-07-31,UPI,0
FEE_INST_002_002893,STU_INST_002_0527,Activity Fee,2024-25,Q1,2025-08-03,3306,1653,1653,Partial,2025-07-01,DD,0
FEE_INST_002_002894,STU_INST_002_0527,Exam Fee,2024-25,Q4,2025-11-11,6805,3402,3403,Partial,2025-06-03,Online Banking,0
FEE_INST_002_002895,STU_INST_002_0528,Transport Fee,2024-25,Q4,2025-12-14,11435,0,11435,Pending,,,435
FEE_INST_002_002896,STU_INST_002_0528,Admission Fee,2024-25,Q2,2025-09-08,11230,0,11230,Pending,,,478
FEE_INST_002_002897,STU_INST_002_0528,Lab Fee,2024-25,Q3,2025-12-08,7831,0,7831,Pending,,,0
FEE_INST_002_002898,STU_INST_002_0528,Computer Fee,2024-25,Q3,2025-10-02,4008,0,4008,Pending,,,0
FEE_INST_002_002899,STU_INST_002_0528,Sports Fee,2024-25,Q3,2025-08-07,3658,0,3658,Pending,,,0
FEE_INST_002_002900,STU_INST_002_0529,Lab Fee,2024-25,Q1,2025-09-08,2716,0,2716,Pending,,,210
FEE_INST_002_002901,STU_INST_002_0529,Admission Fee,2024-25,Q4,2025-11-08,10116,0,10116,Pending,,,168
FEE_INST_002_002902,STU_INST_002_0529,Tuition Fee,2024-25,Q3,2025-12-04,38631,0,38631,Pending,,,182
FEE_INST_002_002903,STU_INST_002_0529,Computer Fee,2024-25,Q4,2025-11-08,5833,0,5833,Pending,,,0
FEE_INST_002_002904,STU_INST_002_0529,Exam Fee,2024-25,Q3,2025-10-08,4492,0,4492,Pending,,,0
FEE_INST_002_002905,STU_INST_002_0529,Activity Fee,2024-25,Q2,2025-11-01,7039,0,7039,Pending,,,327
FEE_INST_002_002906,STU_INST_002_0530,Admission Fee,2024-25,Q4,2025-11-19,9294,4647,4647,Partial,2025-06-02,Card Payment,407
FEE_INST_002_002907,STU_INST_002_0530,Exam Fee,2024-25,Q1,2025-10-31,2587,1293,1294,Partial,2025-09-14,UPI,0
FEE_INST_002_002908,STU_INST_002_0530,Computer Fee,2024-25,Q3,2025-09-11,7112,3556,3556,Partial,2025-09-08,DD,0
FEE_INST_002_002909,STU_INST_002_0530,Sports Fee,2024-25,Q2,2025-11-07,4242,2121,2121,Partial,2025-07-26,Cash,0
FEE_INST_002_002910,STU_INST_002_0530,Lab Fee,2024-25,Q4,2025-12-05,6423,3211,3212,Partial,2025-05-28,Card Payment,0
FEE_INST_002_002911,STU_INST_002_0531,Computer Fee,2024-25,Q3,2025-10-01,2796,2796,0,Paid,2025-05-21,Online Banking,0
FEE_INST_002_002912,STU_INST_002_0531,Exam Fee,2024-25,Q1,2025-09-10,3875,3875,0,Paid,2025-06-07,Cash,0
FEE_INST_002_002913,STU_INST_002_0531,Admission Fee,2024-25,Q2,2025-11-07,14487,14487,0,Paid,2025-09-13,Cash,0
FEE_INST_002_002914,STU_INST_002_0531,Lab Fee,2024-25,Q1,2025-09-08,6799,6799,0,Paid,2025-08-03,Cash,0
FEE_INST_002_002915,STU_INST_002_0531,Sports Fee,2024-25,Q3,2025-08-14,2554,2554,0,Paid,2025-09-03,Online Banking,0
FEE_INST_002_002916,STU_INST_002_0531,Activity Fee,2024-25,Q3,2025-08-24,7026,7026,0,Paid,2025-06-25,UPI,0
FEE_INST_002_002917,STU_INST_002_0532,Computer Fee,2024-25,Q1,2025-11-16,3375,0,3375,Pending,,,431
FEE_INST_002_002918,STU_INST_002_0532,Library Fee,2024-25,Q4,2025-08-02,3380,0,3380,Pending,,,163
FEE_INST_002_002919,STU_INST_002_0532,Tuition Fee,2024-25,Q3,2025-10-21,20979,0,20979,Pending,,,0
FEE_INST_002_002920,STU_INST_002_0532,Activity Fee,2024-25,Q1,2025-08-28,3836,0,3836,Pending,,,0
FEE_INST_002_002921,STU_INST_002_0532,Sports Fee,2024-25,Q1,2025-10-06,6302,0,6302,Pending,,,0
FEE_INST_002_002922,STU_INST_002_0532,Development Fee,2024-25,Q3,2025-10-23,3277,0,3277,Pending,,,0
FEE_INST_002_002923,STU_INST_002_0533,Admission Fee,2024-25,Q3,2025-12-12,13538,13538,0,Paid,2025-07-05,Card Payment,0
FEE_INST_002_002924,STU_INST_002_0533,Tuition Fee,2024-25,Q3,2025-12-14,31104,31104,0,Paid,2025-06-03,DD,0
FEE_INST_002_002925,STU_INST_002_0533,Computer Fee,2024-25,Q3,2025-09-04,7061,7061,0,Paid,2025-07-27,Cheque,0
FEE_INST_002_002926,STU_INST_002_0533,Lab Fee,2024-25,Q4,2025-11-12,2567,2567,0,Paid,2025-07-15,DD,0
FEE_INST_002_002927,STU_INST_002_0533,Annual Function Fee,2024-25,Q3,2025-11-16,5677,5677,0,Paid,2025-05-27,Online Banking,0
FEE_INST_002_002928,STU_INST_002_0534,Computer Fee,2024-25,Q4,2025-11-02,7780,7780,0,Paid,2025-06-09,Cash,0
FEE_INST_002_002929,STU_INST_002_0534,Library Fee,2024-25,Q1,2025-11-22,2287,2287,0,Paid,2025-08-13,DD,0
FEE_INST_002_002930,STU_INST_002_0534,Admission Fee,2024-25,Q1,2025-09-25,6011,6011,0,Paid,2025-09-04,Cheque,0
FEE_INST_002_002931,STU_INST_002_0534,Development Fee,2024-25,Q1,2025-09-14,6462,6462,0,Paid,2025-05-25,UPI,0
FEE_INST_002_002932,STU_INST_002_0535,Computer Fee,2024-25,Q1,2025-09-14,4962,0,4962,Pending,,,416
FEE_INST_002_002933,STU_INST_002_0535,Tuition Fee,2024-25,Q2,2025-08-28,24905,0,24905,Pending,,,210
FEE_INST_002_002934,STU_INST_002_0535,Annual Function Fee,2024-25,Q4,2025-11-28,7399,0,7399,Pending,,,0
FEE_INST_002_002935,STU_INST_002_0535,Transport Fee,2024-25,Q3,2025-09-05,12525,0,12525,Pending,,,0
FEE_INST_002_002936,STU_INST_002_0535,Library Fee,2024-25,Q3,2025-08-10,6997,0,6997,Pending,,,0
FEE_INST_002_002937,STU_INST_002_0535,Development Fee,2024-25,Q4,2025-08-23,4747,0,4747,Pending,,,0
FEE_INST_002_002938,STU_INST_002_0536,Computer Fee,2024-25,Q4,2025-09-25,3920,3920,0,Paid,2025-09-12,Cheque,0
FEE_INST_002_002939,STU_INST_002_0536,Annual Function Fee,2024-25,Q3,2025-08-03,6029,6029,0,Paid,2025-07-11,Card Payment,0
FEE_INST_002_002940,STU_INST_002_0536,Sports Fee,2024-25,Q1,2025-09-20,7879,7879,0,Paid,2025-07-17,Cheque,0
FEE_INST_002_002941,STU_INST_002_0536,Exam Fee,2024-25,Q4,2025-08-16,4774,4774,0,Paid,2025-09-03,Card Payment,0
FEE_INST_002_002942,STU_INST_002_0536,Development Fee,2024-25,Q4,2025-10-27,3420,3420,0,Paid,2025-08-23,DD,0
FEE_INST_002_002943,STU_INST_002_0536,Library Fee,2024-25,Q1,2025-09-23,7857,7857,0,Paid,2025-06-01,Cheque,0
FEE_INST_002_002944,STU_INST_002_0537,Tuition Fee,2024-25,Q2,2025-10-09,27780,13890,13890,Partial,2025-06-26,Cheque,0
FEE_INST_002_002945,STU_INST_002_0537,Library Fee,2024-25,Q3,2025-10-06,5111,2555,2556,Partial,2025-06-14,Cash,0
FEE_INST_002_002946,STU_INST_002_0537,Transport Fee,2024-25,Q2,2025-11-30,8551,4275,4276,Partial,2025-08-17,Cash,241
FEE_INST_002_002947,STU_INST_002_0537,Development Fee,2024-25,Q1,2025-08-17,2383,1191,1192,Partial,2025-06-20,UPI,0
FEE_INST_002_002948,STU_INST_002_0537,Lab Fee,2024-25,Q2,2025-08-08,3181,1590,1591,Partial,2025-08-30,Cash,323
FEE_INST_002_002949,STU_INST_002_0537,Sports Fee,2024-25,Q3,2025-10-05,2069,1034,1035,Partial,2025-06-06,Cheque,0
FEE_INST_002_002950,STU_INST_002_0538,Activity Fee,2024-25,Q4,2025-08-04,5663,0,5663,Pending,,,0
FEE_INST_002_002951,STU_INST_002_0538,Tuition Fee,2024-25,Q4,2025-08-21,43810,0,43810,Pending,,,0
FEE_INST_002_002952,STU_INST_002_0538,Admission Fee,2024-25,Q4,2025-11-22,7933,0,7933,Pending,,,481
FEE_INST_002_002953,STU_INST_002_0538,Sports Fee,2024-25,Q4,2025-08-10,6987,0,6987,Pending,,,0
FEE_INST_002_002954,STU_INST_002_0538,Computer Fee,2024-25,Q2,2025-11-23,3561,0,3561,Pending,,,0
FEE_INST_002_002955,STU_INST_002_0538,Library Fee,2024-25,Q4,2025-12-09,6108,0,6108,Pending,,,0
FEE_INST_002_002956,STU_INST_002_0538,Development Fee,2024-25,Q4,2025-08-28,3017,0,3017,Pending,,,274
FEE_INST_002_002957,STU_INST_002_0539,Lab Fee,2024-25,Q1,2025-12-12,7170,7170,0,Paid,2025-07-08,Cheque,0
FEE_INST_002_002958,STU_INST_002_0539,Transport Fee,2024-25,Q4,2025-09-25,10650,10650,0,Paid,2025-08-31,Cheque,0
FEE_INST_002_002959,STU_INST_002_0539,Tuition Fee,2024-25,Q2,2025-09-19,29269,29269,0,Paid,2025-08-16,Online Banking,0
FEE_INST_002_002960,STU_INST_002_0539,Exam Fee,2024-25,Q4,2025-10-23,4853,4853,0,Paid,2025-08-05,Card Payment,0
FEE_INST_002_002961,STU_INST_002_0539,Development Fee,2024-25,Q1,2025-12-15,7685,7685,0,Paid,2025-08-27,Cheque,0
FEE_INST_002_002962,STU_INST_002_0540,Tuition Fee,2024-25,Q1,2025-10-14,29830,29830,0,Paid,2025-07-17,Card Payment,0
FEE_INST_002_002963,STU_INST_002_0540,Sports Fee,2024-25,Q2,2025-10-29,2305,2305,0,Paid,2025-08-07,Cash,0
FEE_INST_002_002964,STU_INST_002_0540,Lab Fee,2024-25,Q2,2025-12-14,2301,2301,0,Paid,2025-06-20,Cheque,0
FEE_INST_002_002965,STU_INST_002_0540,Activity Fee,2024-25,Q3,2025-11-20,7272,7272,0,Paid,2025-05-22,Online Banking,0
FEE_INST_002_002966,STU_INST_002_0541,Tuition Fee,2024-25,Q2,2025-10-21,35772,0,35772,Pending,,,0
FEE_INST_002_002967,STU_INST_002_0541,Sports Fee,2024-25,Q2,2025-11-25,6173,0,6173,Pending,,,0
FEE_INST_002_002968,STU_INST_002_0541,Annual Function Fee,2024-25,Q4,2025-08-12,3232,0,3232,Pending,,,0
FEE_INST_002_002969,STU_INST_002_0541,Lab Fee,2024-25,Q1,2025-08-06,2720,0,2720,Pending,,,0
FEE_INST_002_002970,STU_INST_002_0541,Activity Fee,2024-25,Q1,2025-10-04,6062,0,6062,Pending,,,0
