incident_id,student_id,date,incident_type,severity,description,reported_by,action_taken,parent_informed,follow_up_required,resolved,counselor_involved
BEH_INST_001_000614,STU_INST_001_0507,2025-04-07,Damage to Property,Moderate,Student involved in damage to property during class hours,Class Teacher Arjun Sarkar,Parent Meeting,False,True,True,False
BEH_INST_001_000615,STU_INST_001_0507,2025-03-19,Incomplete Homework,Severe,Student involved in incomplete homework during break time,Discipline Incharge Priya Kamath,Behavior Contract,False,False,False,False
BEH_INST_001_000616,STU_INST_001_0507,2025-08-20,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during sports period,Principal Arnav Patel,Verbal Warning,True,True,True,False
BEH_INST_001_000617,STU_INST_001_0507,2025-07-20,Bunking Classes,Minor,Student involved in bunking classes during assembly,Class Teacher Yogesh Iyer,Parent Meeting,True,False,True,False
BEH_INST_001_000618,STU_INST_001_0508,2025-04-30,Verbal Abuse,Minor,Student involved in verbal abuse during class hours,Class Teacher Shalini Jain,Written Warning,True,True,True,True
BEH_INST_001_000619,STU_INST_001_0509,2025-07-10,Bullying,Severe,Student involved in bullying during assembly,Subject Teacher Aarohi Kar,Behavior Contract,True,False,False,False
BEH_INST_001_000620,STU_INST_001_0510,2025-05-17,Incomplete Homework,Moderate,Student involved in incomplete homework during assembly,Subject Teacher Seema Sen,Community Service,False,True,False,False
BEH_INST_001_000621,STU_INST_001_0512,2025-03-31,Classroom Disruption,Minor,Student involved in classroom disruption during sports period,Principal Rudra Pal,Apology Letter,False,False,False,False
BEH_INST_001_000622,STU_INST_001_0512,2025-07-18,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during assembly,Class Teacher Deepika Shukla,Apology Letter,True,True,True,False
BEH_INST_001_000623,STU_INST_001_0513,2025-09-09,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Class Teacher Meera More,After School Detention,True,False,True,False
BEH_INST_001_000624,STU_INST_001_0514,2025-04-16,Mobile Phone Usage,Minor,Student involved in mobile phone usage during assembly,Class Teacher Riya Agarwal,Verbal Warning,False,False,True,False
BEH_INST_001_000625,STU_INST_001_0514,2025-09-11,Cheating in Exam,Moderate,Student involved in cheating in exam during assembly,Subject Teacher Yogesh Khanna,Apology Letter,True,True,False,False
BEH_INST_001_000626,STU_INST_001_0514,2025-06-06,Incomplete Homework,Severe,Student involved in incomplete homework during sports period,Principal Rahul Bhattacharya,Community Service,False,True,False,False
BEH_INST_001_000627,STU_INST_001_0514,2025-08-17,Cheating in Exam,Minor,Student involved in cheating in exam during sports period,Discipline Incharge Seema Mukherjee,After School Detention,True,False,False,False
BEH_INST_001_000628,STU_INST_001_0517,2025-05-05,Bunking Classes,Severe,Student involved in bunking classes during sports period,Principal Sai Dubey,Counseling,False,True,False,False
BEH_INST_001_000629,STU_INST_001_0518,2025-03-26,Bunking Classes,Severe,Student involved in bunking classes during class hours,Class Teacher Vinod Sharma,Counseling,False,False,True,False
BEH_INST_001_000630,STU_INST_001_0519,2025-06-12,Damage to Property,Moderate,Student involved in damage to property during assembly,Class Teacher Manisha Shukla,Verbal Warning,False,True,False,False
BEH_INST_001_000631,STU_INST_001_0519,2025-06-06,Bunking Classes,Minor,Student involved in bunking classes during sports period,Class Teacher Diya Khanna,Community Service,True,False,True,False
BEH_INST_001_000632,STU_INST_001_0519,2025-04-27,Verbal Abuse,Major,Student involved in verbal abuse during break time,Subject Teacher Avni Suthar,Verbal Warning,False,True,True,True
BEH_INST_001_000633,STU_INST_001_0521,2025-04-25,Bullying,Severe,Student involved in bullying during assembly,Class Teacher Ayaan Nair,Apology Letter,True,True,True,True
BEH_INST_001_000634,STU_INST_001_0522,2025-03-11,Mobile Phone Usage,Major,Student involved in mobile phone usage during assembly,Principal Rudra Mukherjee,Community Service,False,True,False,False
BEH_INST_001_000635,STU_INST_001_0522,2025-07-02,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Discipline Incharge Anjali Suthar,Counseling,False,False,True,False
BEH_INST_001_000636,STU_INST_001_0522,2025-08-07,Verbal Abuse,Severe,Student involved in verbal abuse during break time,Subject Teacher Nitin Agarwal,Verbal Warning,True,False,True,False
BEH_INST_001_000637,STU_INST_001_0524,2025-03-25,Bunking Classes,Severe,Student involved in bunking classes during assembly,Principal Atharv Pal,Counseling,True,False,False,False
BEH_INST_001_000638,STU_INST_001_0525,2025-09-11,Incomplete Homework,Minor,Student involved in incomplete homework during break time,Class Teacher Rohan Venkatesh,Written Warning,False,False,True,False
BEH_INST_001_000639,STU_INST_001_0525,2025-03-08,Late Coming,Major,Student involved in late coming during class hours,Principal Dev Shukla,Parent Meeting,True,False,False,False
BEH_INST_001_000640,STU_INST_001_0526,2025-07-18,Damage to Property,Severe,Student involved in damage to property during break time,Subject Teacher Shreya Mishra,Written Warning,False,False,False,False
BEH_INST_001_000641,STU_INST_001_0526,2025-07-23,Incomplete Homework,Severe,Student involved in incomplete homework during sports period,Subject Teacher Rohan Bhatt,Community Service,False,False,False,False
BEH_INST_001_000642,STU_INST_001_0526,2025-05-02,Cheating in Exam,Minor,Student involved in cheating in exam during break time,Principal Ishika Bhat,Written Warning,False,True,True,False
BEH_INST_001_000643,STU_INST_001_0527,2025-05-20,Verbal Abuse,Major,Student involved in verbal abuse during sports period,Principal Vihaan Subramanian,Written Warning,False,False,False,True
BEH_INST_001_000644,STU_INST_001_0530,2025-08-26,Bunking Classes,Major,Student involved in bunking classes during class hours,Principal Dev Joshi,Community Service,True,True,True,False
BEH_INST_001_000645,STU_INST_001_0530,2025-08-12,Uniform Violation,Major,Student involved in uniform violation during class hours,Subject Teacher Avni Bhat,Apology Letter,True,True,False,False
BEH_INST_001_000646,STU_INST_001_0530,2025-06-15,Damage to Property,Minor,Student involved in damage to property during break time,Class Teacher Avni Goel,Community Service,False,False,False,False
BEH_INST_001_000647,STU_INST_001_0533,2025-03-23,Mobile Phone Usage,Minor,Student involved in mobile phone usage during class hours,Subject Teacher Advait Goel,Community Service,True,True,False,False
BEH_INST_001_000648,STU_INST_001_0533,2025-03-30,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during sports period,Subject Teacher Harsh Dutta,Parent Meeting,False,False,False,False
BEH_INST_001_000649,STU_INST_001_0535,2025-07-18,Damage to Property,Moderate,Student involved in damage to property during class hours,Class Teacher Harsh Vyas,Behavior Contract,False,False,False,False
BEH_INST_001_000650,STU_INST_001_0535,2025-06-11,Cheating in Exam,Severe,Student involved in cheating in exam during sports period,Subject Teacher Kiara Bhatia,Community Service,False,True,True,False
BEH_INST_001_000651,STU_INST_001_0537,2025-03-13,Uniform Violation,Moderate,Student involved in uniform violation during break time,Discipline Incharge Yash Saxena,Apology Letter,True,True,True,False
BEH_INST_001_000652,STU_INST_001_0537,2025-08-12,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during break time,Class Teacher Arjun Iyer,Verbal Warning,True,False,True,False
BEH_INST_001_000653,STU_INST_001_0537,2025-09-12,Bunking Classes,Moderate,Student involved in bunking classes during class hours,Principal Kabir Ghosh,After School Detention,False,False,False,False
BEH_INST_001_000654,STU_INST_001_0539,2025-03-25,Verbal Abuse,Severe,Student involved in verbal abuse during break time,Principal Tanvi Banerjee,Counseling,False,False,False,True
BEH_INST_001_000655,STU_INST_001_0540,2025-06-28,Incomplete Homework,Major,Student involved in incomplete homework during class hours,Discipline Incharge Kavita Mehta,Community Service,True,False,False,False
BEH_INST_001_000656,STU_INST_001_0540,2025-03-14,Verbal Abuse,Severe,Student involved in verbal abuse during assembly,Subject Teacher Shivansh Jadhav,Community Service,False,True,True,False
BEH_INST_001_000657,STU_INST_001_0542,2025-04-23,Verbal Abuse,Moderate,Student involved in verbal abuse during sports period,Class Teacher Seema Pandey,Suspension,True,False,False,False
BEH_INST_001_000658,STU_INST_001_0542,2025-06-17,Classroom Disruption,Major,Student involved in classroom disruption during class hours,Class Teacher Priya Mitra,Parent Meeting,False,False,False,False
BEH_INST_001_000659,STU_INST_001_0542,2025-08-06,Cheating in Exam,Severe,Student involved in cheating in exam during sports period,Class Teacher Meera Kale,Community Service,False,True,True,False
BEH_INST_001_000660,STU_INST_001_0543,2025-06-17,Classroom Disruption,Minor,Student involved in classroom disruption during break time,Class Teacher Diya Kar,Community Service,False,False,True,False
BEH_INST_001_000661,STU_INST_001_0545,2025-03-01,Incomplete Homework,Minor,Student involved in incomplete homework during break time,Subject Teacher Preeti Mondal,Apology Letter,True,False,True,False
BEH_INST_001_000662,STU_INST_001_0548,2025-08-26,Classroom Disruption,Moderate,Student involved in classroom disruption during assembly,Discipline Incharge Diya Shukla,Parent Meeting,True,False,True,False
BEH_INST_001_000663,STU_INST_001_0549,2025-03-04,Cheating in Exam,Minor,Student involved in cheating in exam during class hours,Subject Teacher Riya Gowda,After School Detention,True,False,True,False
BEH_INST_001_000664,STU_INST_001_0550,2025-04-14,Cheating in Exam,Minor,Student involved in cheating in exam during sports period,Class Teacher Sara Jadhav,Counseling,True,False,False,False
BEH_INST_001_000665,STU_INST_001_0550,2025-03-23,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Class Teacher Ashish Patel,Apology Letter,False,False,True,False
BEH_INST_001_000666,STU_INST_001_0551,2025-06-25,Verbal Abuse,Major,Student involved in verbal abuse during class hours,Subject Teacher Samar Suthar,Verbal Warning,False,False,False,True
BEH_INST_001_000667,STU_INST_001_0552,2025-08-30,Classroom Disruption,Moderate,Student involved in classroom disruption during break time,Principal Vikram Das,Community Service,True,True,True,False
BEH_INST_001_000668,STU_INST_001_0552,2025-08-20,Cheating in Exam,Major,Student involved in cheating in exam during assembly,Class Teacher Rudra Gupta,Parent Meeting,False,True,False,False
BEH_INST_001_000669,STU_INST_001_0552,2025-06-09,Damage to Property,Severe,Student involved in damage to property during assembly,Principal Manoj Deshpande,Written Warning,False,False,False,False
BEH_INST_001_000670,STU_INST_001_0552,2025-04-25,Uniform Violation,Severe,Student involved in uniform violation during class hours,Class Teacher Rashmi Nair,Community Service,True,True,False,False
BEH_INST_001_000671,STU_INST_001_0552,2025-05-12,Fighting,Minor,Student involved in fighting during break time,Discipline Incharge Om Aggarwal,Community Service,False,True,False,True
BEH_INST_001_000672,STU_INST_001_0553,2025-08-17,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during break time,Principal Rajesh Sethi,Behavior Contract,False,True,False,False
BEH_INST_001_000673,STU_INST_001_0554,2025-04-05,Late Coming,Major,Student involved in late coming during class hours,Class Teacher Manisha Vyas,Community Service,False,True,False,False
BEH_INST_001_000674,STU_INST_001_0555,2025-07-20,Bunking Classes,Major,Student involved in bunking classes during sports period,Principal Pooja Deshpande,Behavior Contract,True,False,True,False
BEH_INST_001_000675,STU_INST_001_0556,2025-05-25,Verbal Abuse,Minor,Student involved in verbal abuse during break time,Principal Atharv Srivastava,After School Detention,True,True,False,False
BEH_INST_001_000676,STU_INST_001_0557,2025-04-04,Mobile Phone Usage,Minor,Student involved in mobile phone usage during sports period,Class Teacher Neha Raman,After School Detention,False,True,True,False
BEH_INST_001_000677,STU_INST_001_0559,2025-08-09,Bunking Classes,Moderate,Student involved in bunking classes during assembly,Principal Rashmi Bose,Parent Meeting,False,True,False,False
BEH_INST_001_000678,STU_INST_001_0560,2025-06-13,Bullying,Minor,Student involved in bullying during class hours,Principal Pooja Shetty,Verbal Warning,True,False,False,False
BEH_INST_001_000679,STU_INST_001_0561,2025-05-18,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Principal Rudra Pawar,Behavior Contract,False,True,True,False
BEH_INST_001_000680,STU_INST_001_0564,2025-09-14,Cheating in Exam,Minor,Student involved in cheating in exam during assembly,Principal Akash Mandal,Parent Meeting,False,False,True,False
BEH_INST_001_000681,STU_INST_001_0566,2025-09-01,Classroom Disruption,Major,Student involved in classroom disruption during break time,Principal Ishaan Das,After School Detention,True,True,True,False
BEH_INST_001_000682,STU_INST_001_0566,2025-04-27,Classroom Disruption,Moderate,Student involved in classroom disruption during class hours,Subject Teacher Varun Malhotra,Counseling,False,False,True,False
BEH_INST_001_000683,STU_INST_001_0567,2025-08-08,Damage to Property,Major,Student involved in damage to property during break time,Principal Arjit Arora,Behavior Contract,False,False,True,False
BEH_INST_001_000684,STU_INST_001_0567,2025-04-11,Mobile Phone Usage,Severe,Student involved in mobile phone usage during assembly,Principal Sana Srivastava,Parent Meeting,False,False,True,False
BEH_INST_001_000685,STU_INST_001_0569,2025-05-22,Late Coming,Major,Student involved in late coming during assembly,Subject Teacher Ashish Chaturvedi,Parent Meeting,False,False,False,False
BEH_INST_001_000686,STU_INST_001_0570,2025-04-16,Late Coming,Moderate,Student involved in late coming during class hours,Subject Teacher Pihu Suthar,Counseling,True,True,True,False
BEH_INST_001_000687,STU_INST_001_0571,2025-04-05,Classroom Disruption,Minor,Student involved in classroom disruption during break time,Class Teacher Priyanka Chaturvedi,Verbal Warning,True,True,False,False
BEH_INST_001_000688,STU_INST_001_0571,2025-08-26,Cheating in Exam,Minor,Student involved in cheating in exam during sports period,Class Teacher Diya Mathur,Community Service,True,False,False,False
BEH_INST_001_000689,STU_INST_001_0573,2025-05-24,Bunking Classes,Severe,Student involved in bunking classes during break time,Principal Reyansh Iyer,After School Detention,False,True,True,False
BEH_INST_001_000690,STU_INST_001_0573,2025-03-28,Bunking Classes,Major,Student involved in bunking classes during class hours,Discipline Incharge Avni Nair,Counseling,False,False,False,False
BEH_INST_001_000691,STU_INST_001_0576,2025-03-13,Classroom Disruption,Major,Student involved in classroom disruption during break time,Class Teacher Kavya Sharma,Written Warning,False,True,True,False
BEH_INST_001_000692,STU_INST_001_0576,2025-08-27,Late Coming,Moderate,Student involved in late coming during sports period,Principal Arya Mitra,Apology Letter,True,True,True,False
BEH_INST_001_000693,STU_INST_001_0577,2025-05-26,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during class hours,Principal Kavita Mittal,Apology Letter,True,False,False,False
BEH_INST_001_000694,STU_INST_001_0578,2025-09-08,Mobile Phone Usage,Major,Student involved in mobile phone usage during assembly,Subject Teacher Ishaan Singhal,Parent Meeting,True,True,True,False
BEH_INST_001_000695,STU_INST_001_0579,2025-05-05,Damage to Property,Minor,Student involved in damage to property during sports period,Subject Teacher Avni Mittal,After School Detention,True,False,False,False
BEH_INST_001_000696,STU_INST_001_0583,2025-04-30,Fighting,Major,Student involved in fighting during assembly,Subject Teacher Sanjay Srivastava,Parent Meeting,True,True,True,False
BEH_INST_001_000697,STU_INST_001_0587,2025-05-13,Uniform Violation,Major,Student involved in uniform violation during sports period,Discipline Incharge Pihu Pawar,Suspension,True,True,False,False
BEH_INST_001_000698,STU_INST_001_0588,2025-06-13,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Subject Teacher Yash Dubey,Community Service,True,False,True,False
BEH_INST_001_000699,STU_INST_001_0589,2025-04-19,Uniform Violation,Major,Student involved in uniform violation during sports period,Principal Dev Suthar,Apology Letter,False,False,False,False
BEH_INST_001_000700,STU_INST_001_0592,2025-05-15,Damage to Property,Moderate,Student involved in damage to property during class hours,Principal Advik Thakkar,Community Service,False,False,False,False
BEH_INST_001_000701,STU_INST_001_0593,2025-03-14,Uniform Violation,Moderate,Student involved in uniform violation during class hours,Principal Ananya Jadhav,Apology Letter,True,True,True,False
BEH_INST_001_000702,STU_INST_001_0594,2025-05-04,Fighting,Major,Student involved in fighting during class hours,Class Teacher Sanjay Mitra,Parent Meeting,False,False,False,False
BEH_INST_001_000703,STU_INST_001_0596,2025-03-05,Late Coming,Minor,Student involved in late coming during assembly,Class Teacher Ananya Reddy,Written Warning,False,False,True,False
BEH_INST_001_000704,STU_INST_001_0596,2025-03-02,Late Coming,Severe,Student involved in late coming during assembly,Class Teacher Swati Shinde,Apology Letter,True,True,True,False
BEH_INST_001_000705,STU_INST_001_0597,2025-09-08,Fighting,Severe,Student involved in fighting during sports period,Subject Teacher Vikram Roy,After School Detention,False,False,True,False
BEH_INST_001_000706,STU_INST_001_0598,2025-04-29,Classroom Disruption,Major,Student involved in classroom disruption during assembly,Class Teacher Neha Parikh,Written Warning,True,True,True,False
BEH_INST_001_000707,STU_INST_001_0599,2025-07-17,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during class hours,Subject Teacher Meera More,Parent Meeting,True,True,True,False
BEH_INST_001_000708,STU_INST_001_0602,2025-06-07,Bullying,Minor,Student involved in bullying during sports period,Discipline Incharge Aadhya Aggarwal,Written Warning,True,True,False,True
BEH_INST_001_000709,STU_INST_001_0604,2025-09-10,Fighting,Moderate,Student involved in fighting during class hours,Discipline Incharge Ayaan Saha,Written Warning,True,True,False,False
BEH_INST_001_000710,STU_INST_001_0604,2025-03-09,Classroom Disruption,Minor,Student involved in classroom disruption during assembly,Subject Teacher Arjun Saha,Parent Meeting,False,True,False,False
BEH_INST_001_000711,STU_INST_001_0604,2025-05-11,Late Coming,Minor,Student involved in late coming during sports period,Discipline Incharge Amit Jain,Suspension,False,True,True,False
BEH_INST_001_000712,STU_INST_001_0606,2025-06-23,Uniform Violation,Severe,Student involved in uniform violation during class hours,Class Teacher Nidhi Suthar,Community Service,True,False,False,False
BEH_INST_001_000713,STU_INST_001_0607,2025-07-06,Bullying,Moderate,Student involved in bullying during break time,Principal Arjun Parikh,Parent Meeting,True,True,True,True
BEH_INST_001_000714,STU_INST_001_0607,2025-03-01,Damage to Property,Minor,Student involved in damage to property during sports period,Subject Teacher Krishna Sethi,Written Warning,True,False,False,False
BEH_INST_001_000715,STU_INST_001_0608,2025-04-17,Disrespect to Teacher,Major,Student involved in disrespect to teacher during sports period,Subject Teacher Yogesh Bhatt,Verbal Warning,True,True,False,False
BEH_INST_001_000716,STU_INST_001_0613,2025-09-03,Incomplete Homework,Major,Student involved in incomplete homework during sports period,Principal Riya Agarwal,Behavior Contract,True,True,False,False
BEH_INST_001_000717,STU_INST_001_0613,2025-08-07,Verbal Abuse,Minor,Student involved in verbal abuse during assembly,Subject Teacher Advait Bhat,Counseling,True,True,False,False
BEH_INST_001_000718,STU_INST_001_0614,2025-06-01,Mobile Phone Usage,Major,Student involved in mobile phone usage during break time,Principal Laksh Venkatesh,Written Warning,False,False,True,False
BEH_INST_001_000719,STU_INST_001_0615,2025-05-27,Uniform Violation,Major,Student involved in uniform violation during sports period,Discipline Incharge Neha Kumar,Community Service,True,True,True,False
BEH_INST_001_000720,STU_INST_001_0615,2025-05-18,Bunking Classes,Severe,Student involved in bunking classes during class hours,Class Teacher Rohan Roy,Community Service,False,False,True,False
BEH_INST_001_000721,STU_INST_001_0615,2025-03-11,Damage to Property,Moderate,Student involved in damage to property during assembly,Discipline Incharge Arya Saxena,Suspension,False,False,False,False
BEH_INST_001_000722,STU_INST_001_0618,2025-05-02,Uniform Violation,Severe,Student involved in uniform violation during assembly,Class Teacher Ishika Suthar,Apology Letter,True,False,False,False
BEH_INST_001_000723,STU_INST_001_0621,2025-06-16,Verbal Abuse,Moderate,Student involved in verbal abuse during sports period,Discipline Incharge Shriya More,Apology Letter,False,True,True,True
BEH_INST_001_000724,STU_INST_001_0621,2025-04-08,Mobile Phone Usage,Moderate,Student involved in mobile phone usage during sports period,Class Teacher Myra Thakkar,Counseling,True,False,True,False
BEH_INST_001_000725,STU_INST_001_0622,2025-03-19,Fighting,Minor,Student involved in fighting during sports period,Discipline Incharge Dev Subramanian,Suspension,False,False,True,True
BEH_INST_001_000726,STU_INST_001_0622,2025-04-19,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during class hours,Discipline Incharge Rajesh Singh,Verbal Warning,True,False,True,False
BEH_INST_001_000727,STU_INST_001_0624,2025-04-05,Damage to Property,Severe,Student involved in damage to property during assembly,Principal Amit Jindal,Suspension,False,False,False,False
BEH_INST_001_000728,STU_INST_001_0625,2025-08-02,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during sports period,Discipline Incharge Ira Gowda,Counseling,True,True,False,False
BEH_INST_001_000729,STU_INST_001_0625,2025-05-05,Bullying,Severe,Student involved in bullying during assembly,Subject Teacher Aryan Shinde,Counseling,False,False,False,False
BEH_INST_001_000730,STU_INST_001_0626,2025-07-02,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during sports period,Principal Aditi Saha,After School Detention,True,True,False,False
BEH_INST_001_000731,STU_INST_001_0626,2025-03-05,Classroom Disruption,Minor,Student involved in classroom disruption during assembly,Subject Teacher Advait Goyal,After School Detention,True,False,False,False
BEH_INST_001_000732,STU_INST_001_0628,2025-03-03,Bullying,Minor,Student involved in bullying during break time,Principal Deepak Malhotra,Parent Meeting,True,True,False,True
BEH_INST_001_000733,STU_INST_001_0628,2025-03-15,Classroom Disruption,Moderate,Student involved in classroom disruption during assembly,Discipline Incharge Shweta Bhardwaj,Counseling,False,False,True,False
BEH_INST_001_000734,STU_INST_001_0629,2025-06-30,Verbal Abuse,Severe,Student involved in verbal abuse during break time,Class Teacher Anika Sen,Parent Meeting,True,True,False,False
BEH_INST_001_000735,STU_INST_001_0630,2025-08-07,Incomplete Homework,Moderate,Student involved in incomplete homework during class hours,Subject Teacher Suresh Kar,Verbal Warning,False,True,False,False
BEH_INST_001_000736,STU_INST_001_0631,2025-09-15,Late Coming,Severe,Student involved in late coming during assembly,Subject Teacher Shriya More,Community Service,True,True,True,False
BEH_INST_001_000737,STU_INST_001_0631,2025-07-28,Late Coming,Moderate,Student involved in late coming during class hours,Discipline Incharge Riya Pal,Behavior Contract,True,True,True,False
BEH_INST_001_000738,STU_INST_001_0631,2025-06-14,Uniform Violation,Minor,Student involved in uniform violation during sports period,Discipline Incharge Isha Chopra,Parent Meeting,False,True,False,False
BEH_INST_001_000739,STU_INST_001_0632,2025-07-08,Mobile Phone Usage,Major,Student involved in mobile phone usage during class hours,Class Teacher Reyansh Bhatt,Parent Meeting,True,False,True,False
BEH_INST_001_000740,STU_INST_001_0632,2025-07-28,Classroom Disruption,Moderate,Student involved in classroom disruption during sports period,Subject Teacher Suresh Subramanian,Community Service,False,False,True,False
BEH_INST_001_000741,STU_INST_001_0633,2025-06-19,Late Coming,Major,Student involved in late coming during assembly,Discipline Incharge Samar Chopra,Counseling,False,False,True,False
BEH_INST_001_000742,STU_INST_001_0634,2025-04-17,Late Coming,Minor,Student involved in late coming during sports period,Principal Reyansh Sen,Behavior Contract,False,False,True,False
BEH_INST_001_000743,STU_INST_001_0636,2025-03-26,Incomplete Homework,Moderate,Student involved in incomplete homework during class hours,Principal Ravi Dutta,Verbal Warning,True,False,False,False
BEH_INST_001_000744,STU_INST_001_0637,2025-07-08,Incomplete Homework,Moderate,Student involved in incomplete homework during break time,Discipline Incharge Samar Desai,Counseling,True,True,False,False
BEH_INST_001_000745,STU_INST_001_0637,2025-09-01,Incomplete Homework,Severe,Student involved in incomplete homework during assembly,Discipline Incharge Maya Shinde,Parent Meeting,False,False,False,False
BEH_INST_001_000746,STU_INST_001_0640,2025-06-28,Damage to Property,Severe,Student involved in damage to property during class hours,Class Teacher Ishaan Jain,Suspension,False,False,True,False
BEH_INST_001_000747,STU_INST_001_0640,2025-08-26,Cheating in Exam,Severe,Student involved in cheating in exam during break time,Principal Aadhya Shukla,Apology Letter,False,True,False,False
BEH_INST_001_000748,STU_INST_001_0641,2025-07-20,Uniform Violation,Major,Student involved in uniform violation during sports period,Subject Teacher Ira Arora,Apology Letter,False,False,False,False
BEH_INST_001_000749,STU_INST_001_0642,2025-04-09,Damage to Property,Moderate,Student involved in damage to property during sports period,Subject Teacher Rajesh Chakraborty,Verbal Warning,True,True,True,False
BEH_INST_001_000750,STU_INST_001_0645,2025-06-20,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during break time,Principal Zara Bhat,Counseling,False,False,False,False
BEH_INST_001_000751,STU_INST_001_0645,2025-04-19,Disrespect to Teacher,Severe,Student involved in disrespect to teacher during sports period,Principal Rekha Khanna,Apology Letter,False,False,False,False
BEH_INST_001_000752,STU_INST_001_0646,2025-06-14,Mobile Phone Usage,Major,Student involved in mobile phone usage during assembly,Subject Teacher Aryan Shukla,Behavior Contract,True,False,False,False
BEH_INST_001_000753,STU_INST_001_0646,2025-08-28,Bunking Classes,Major,Student involved in bunking classes during sports period,Class Teacher Harsh Mitra,Parent Meeting,False,True,False,False
BEH_INST_001_000754,STU_INST_001_0647,2025-04-04,Cheating in Exam,Severe,Student involved in cheating in exam during class hours,Class Teacher Anjali Patil,Suspension,False,False,True,False
BEH_INST_001_000755,STU_INST_001_0648,2025-09-13,Fighting,Severe,Student involved in fighting during sports period,Discipline Incharge Amit Raman,Written Warning,True,True,True,False
BEH_INST_001_000756,STU_INST_001_0648,2025-06-22,Mobile Phone Usage,Severe,Student involved in mobile phone usage during assembly,Class Teacher Sai Nair,Written Warning,True,False,False,False
BEH_INST_001_000757,STU_INST_001_0650,2025-09-12,Classroom Disruption,Severe,Student involved in classroom disruption during assembly,Principal Aarav Bhardwaj,Community Service,False,True,True,False
BEH_INST_001_000758,STU_INST_001_0652,2025-06-05,Uniform Violation,Major,Student involved in uniform violation during sports period,Discipline Incharge Varun Gupta,Suspension,False,False,False,False
BEH_INST_001_000759,STU_INST_001_0652,2025-06-26,Disrespect to Teacher,Minor,Student involved in disrespect to teacher during class hours,Principal Anika Banerjee,Written Warning,False,False,False,False
BEH_INST_001_000760,STU_INST_001_0653,2025-08-10,Mobile Phone Usage,Minor,Student involved in mobile phone usage during break time,Discipline Incharge Shreya Shah,Suspension,True,True,False,False
BEH_INST_001_000761,STU_INST_001_0653,2025-05-13,Fighting,Major,Student involved in fighting during class hours,Discipline Incharge Rashmi Kamath,Parent Meeting,True,True,True,True
BEH_INST_001_000762,STU_INST_001_0654,2025-04-15,Bunking Classes,Severe,Student involved in bunking classes during assembly,Subject Teacher Zara Kumar,Verbal Warning,True,False,True,False
BEH_INST_001_000763,STU_INST_001_0655,2025-07-09,Classroom Disruption,Minor,Student involved in classroom disruption during assembly,Principal Anika Saha,After School Detention,False,True,False,False
BEH_INST_001_000764,STU_INST_001_0659,2025-07-16,Fighting,Severe,Student involved in fighting during break time,Class Teacher Aarohi Patel,Verbal Warning,False,False,False,False
BEH_INST_001_000765,STU_INST_001_0659,2025-04-16,Classroom Disruption,Moderate,Student involved in classroom disruption during break time,Principal Abhishek Trivedi,Verbal Warning,False,False,False,False
BEH_INST_001_000766,STU_INST_001_0660,2025-09-03,Verbal Abuse,Severe,Student involved in verbal abuse during break time,Discipline Incharge Riya Kumar,After School Detention,False,True,False,True
BEH_INST_001_000767,STU_INST_001_0660,2025-03-04,Incomplete Homework,Severe,Student involved in incomplete homework during class hours,Principal Ananya Jadhav,Behavior Contract,True,True,True,False
BEH_INST_001_000768,STU_INST_001_0661,2025-02-28,Disrespect to Teacher,Moderate,Student involved in disrespect to teacher during assembly,Class Teacher Manisha Parikh,Written Warning,False,True,True,False
BEH_INST_001_000769,STU_INST_001_0661,2025-08-26,Cheating in Exam,Minor,Student involved in cheating in exam during sports period,Subject Teacher Deepika Mehta,Counseling,True,True,True,False
BEH_INST_001_000770,STU_INST_001_0662,2025-08-19,Uniform Violation,Moderate,Student involved in uniform violation during assembly,Class Teacher Anjali Khanna,Written Warning,True,True,False,False
BEH_INST_001_000771,STU_INST_001_0662,2025-07-07,Classroom Disruption,Major,Student involved in classroom disruption during assembly,Principal Anjali Bhatia,Behavior Contract,True,False,True,False
BEH_INST_001_000772,STU_INST_001_0663,2025-03-15,Bullying,Moderate,Student involved in bullying during break time,Class Teacher Maya Bhardwaj,Written Warning,True,True,True,True
BEH_INST_001_000773,STU_INST_001_0663,2025-03-30,Incomplete Homework,Moderate,Student involved in incomplete homework during break time,Class Teacher Zara Ghosh,Verbal Warning,True,True,True,False
BEH_INST_001_000774,STU_INST_001_0664,2025-08-03,Verbal Abuse,Major,Student involved in verbal abuse during class hours,Principal Vinod Mittal,Behavior Contract,False,False,False,False
